"﻿Report Date","Health District","Age Group","Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-06-20,Alleghany,50-59,54,5,1
2020-06-20,"Prince William",40-49,1835,134,6
2020-06-20,Fairfax,Missing,146,2,0
2020-06-20,"Virginia Beach",40-49,143,18,1
2020-06-20,Richmond,Missing,17,0,0
2020-06-20,Norfolk,40-49,111,12,0
2020-06-20,Piedmont,80+,36,12,3
2020-06-20,"Virginia Beach",60-69,127,16,1
2020-06-20,"West Piedmont",40-49,65,7,1
2020-06-20,Arlington,10-19,90,5,0
2020-06-20,Lenowisco,0-9,3,0,0
2020-06-20,Pittsylvania-Danville,50-59,30,9,0
2020-06-20,"Virginia Beach",50-59,129,13,0
2020-06-20,Chesapeake,Missing,7,1,0
2020-06-20,"Central Shenandoah",80+,90,21,11
2020-06-20,"Thomas Jefferson",40-49,123,5,0
2020-06-20,"Rappahannock Rapidan",60-69,105,16,2
2020-06-20,Norfolk,30-39,140,10,0
2020-06-20,"Rappahannock Rapidan",Missing,6,0,0
2020-06-20,"Lord Fairfax",80+,117,30,34
2020-06-20,"Three Rivers",10-19,22,0,0
2020-06-20,Piedmont,40-49,178,8,0
2020-06-20,Norfolk,80+,14,7,3
2020-06-20,Peninsula,20-29,136,1,0
2020-06-20,Norfolk,50-59,109,17,0
2020-06-20,"Thomas Jefferson",50-59,97,9,1
2020-06-20,Richmond,70-79,72,33,11
2020-06-20,Chesterfield,70-79,115,19,14
2020-06-20,Piedmont,30-39,180,2,0
2020-06-20,"Prince William",30-39,1609,89,2
2020-06-20,Alleghany,20-29,70,1,0
2020-06-20,Alleghany,0-9,7,0,0
2020-06-20,"Mount Rogers",40-49,83,0,0
2020-06-20,"Eastern Shore",40-49,239,10,2
2020-06-20,"Central Virginia",60-69,41,4,1
2020-06-20,Richmond,10-19,160,2,0
2020-06-20,Pittsylvania-Danville,60-69,21,7,1
2020-06-20,Pittsylvania-Danville,Missing,0,0,0
2020-06-20,Chesterfield,60-69,251,32,9
2020-06-20,Southside,10-19,5,0,0
2020-06-20,"New River",80+,8,3,1
2020-06-20,"Central Virginia",50-59,48,2,1
2020-06-20,Hampton,70-79,15,7,0
2020-06-20,Pittsylvania-Danville,10-19,7,0,0
2020-06-20,Richmond,60-69,181,43,6
2020-06-20,Chickahominy,40-49,78,11,1
2020-06-20,"Three Rivers",80+,29,5,3
2020-06-20,Rappahannock,30-39,448,20,0
2020-06-20,"Lord Fairfax",60-69,201,41,10
2020-06-20,"Western Tidewater",0-9,5,0,0
2020-06-20,Rappahannock,70-79,92,26,12
2020-06-20,"Prince William",80+,216,73,62
2020-06-20,Hampton,80+,5,3,2
2020-06-20,Alexandria,80+,86,28,22
2020-06-20,"Mount Rogers",60-69,72,6,0
2020-06-20,"Eastern Shore",60-69,172,26,8
2020-06-20,"Lord Fairfax",70-79,111,31,14
2020-06-20,"New River",30-39,22,1,0
2020-06-20,Chesapeake,10-19,31,1,0
2020-06-20,Hampton,40-49,39,3,0
2020-06-20,Peninsula,Missing,7,0,0
