"﻿Report Date","Health District",Race,"Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-06-16,Alexandria,"Black or African American",330,61,12
2020-06-16,Richmond,"Black or African American",488,103,21
2020-06-16,"Lord Fairfax","Not Reported",293,6,6
2020-06-16,Fairfax,"Black or African American",782,159,34
2020-06-16,"Thomas Jefferson","Black or African American",131,39,4
2020-06-16,"West Piedmont",White,131,9,3
2020-06-16,Rappahannock,"Not Reported",785,30,0
2020-06-16,"Central Shenandoah","Not Reported",252,8,0
2020-06-16,Peninsula,White,371,77,22
2020-06-16,"Rappahannock Rapidan",White,526,48,9
2020-06-16,"Prince William",White,1828,341,103
2020-06-16,"New River","Not Reported",38,0,0
2020-06-16,Chesterfield,"Not Reported",1222,3,5
2020-06-16,Alleghany,Other,8,0,0
2020-06-16,Lenowisco,White,37,15,3
2020-06-16,"Western Tidewater",White,191,33,24
2020-06-16,"Rappahannock Rapidan","Not Reported",671,21,3
2020-06-16,"Three Rivers","Black or African American",173,14,3
2020-06-16,Henrico,"Black or African American",681,117,59
2020-06-16,Lenowisco,"Not Reported",8,1,1
2020-06-16,Chesapeake,Other,62,6,2
2020-06-16,Crater,"Not Reported",395,4,2
2020-06-16,Chickahominy,"Not Reported",194,4,1
2020-06-16,"Eastern Shore","Black or African American",758,79,25
2020-06-16,Alexandria,Other,510,67,3
2020-06-16,Chesterfield,"Black or African American",313,48,11
2020-06-16,Roanoke,"Not Reported",146,1,0
2020-06-16,Rappahannock,"Black or African American",228,35,3
2020-06-16,"Lord Fairfax",White,1110,115,52
2020-06-16,"Three Rivers",White,204,21,6
2020-06-16,"Central Virginia","Not Reported",170,4,0
2020-06-16,"Eastern Shore",Other,53,3,2
2020-06-16,Crater,"Black or African American",570,90,12
2020-06-16,"Mount Rogers","Black or African American",17,4,1
2020-06-16,"Central Shenandoah",White,1199,112,28
2020-06-16,Southside,White,80,15,11
