"﻿Report Date","Health District",Race,"Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-05-05,"Central Shenandoah","Black or African American",47,2,1
2020-05-05,Chesterfield,White,201,25,17
2020-05-05,"Central Virginia",White,39,5,1
2020-05-05,Rappahannock,White,207,45,8
2020-05-05,"New River",White,46,10,1
2020-05-05,"Mount Rogers",Other,6,1,0
2020-05-05,Crater,White,44,12,5
2020-05-05,Alleghany,"Not Reported",39,1,0
2020-05-05,Arlington,Other,189,55,12
2020-05-05,Piedmont,White,94,3,2
2020-05-05,"Cumberland Plateau",Other,0,0,0
2020-05-05,Pittsylvania-Danville,White,25,12,2
2020-05-05,"Three Rivers",White,94,14,2
2020-05-05,"Central Virginia","Not Reported",98,3,0
2020-05-05,"Eastern Shore",Other,12,1,1
2020-05-05,Crater,"Black or African American",146,43,7
2020-05-05,"Mount Rogers","Black or African American",0,0,0
2020-05-05,"Central Shenandoah",White,566,41,18
2020-05-05,Southside,White,39,9,5
2020-05-05,Roanoke,"Black or African American",13,3,0
2020-05-05,Alleghany,"Black or African American",5,1,0
2020-05-05,Richmond,"Not Reported",69,1,0
2020-05-05,"Central Virginia",Other,1,0,0
2020-05-05,Rappahannock,Other,96,13,0
2020-05-05,Roanoke,Other,1,0,0
2020-05-05,Piedmont,"Black or African American",110,18,1
2020-05-05,Chesterfield,Other,42,0,0
2020-05-05,Portsmouth,"Black or African American",91,24,6
2020-05-05,Portsmouth,"Not Reported",46,3,1
2020-05-05,Norfolk,"Not Reported",27,0,0
2020-05-05,"Eastern Shore",White,160,6,3
2020-05-05,"Eastern Shore","Not Reported",31,0,0
2020-05-05,Roanoke,White,49,2,0
2020-05-05,"Three Rivers",Other,9,1,0
2020-05-05,Fairfax,Other,1807,360,34
2020-05-05,Henrico,"Not Reported",155,0,1
2020-05-05,"Lord Fairfax",Other,61,5,0
2020-05-05,Piedmont,Other,2,0,0
2020-05-05,Lenowisco,"Black or African American",0,0,0
2020-05-05,Arlington,White,283,58,20
2020-05-05,Hampton,"Black or African American",79,22,3
2020-05-05,Alexandria,White,329,49,17
2020-05-05,Hampton,"Not Reported",21,1,0
2020-05-05,"Mount Rogers",White,103,14,4
2020-05-05,Alexandria,"Not Reported",345,11,4
2020-05-05,Chickahominy,"Black or African American",44,19,6
2020-05-05,Chesapeake,"Black or African American",106,34,4
2020-05-05,"Western Tidewater","Not Reported",108,1,1
2020-05-05,"Cumberland Plateau","Not Reported",0,0,0
2020-05-05,"Western Tidewater",Other,18,1,1
2020-05-05,Loudoun,"Black or African American",55,6,0
2020-05-05,"Virginia Beach",White,230,48,11
2020-05-05,Chickahominy,Other,4,2,0
2020-05-05,"New River","Black or African American",6,1,0
2020-05-05,"Virginia Beach","Not Reported",71,2,0
2020-05-05,"Rappahannock Rapidan",Other,23,9,0
2020-05-05,Piedmont,"Not Reported",82,3,0
2020-05-05,Portsmouth,Other,10,2,0
2020-05-05,Pittsylvania-Danville,"Not Reported",7,2,0
2020-05-05,"West Piedmont","Not Reported",6,0,0
2020-05-05,Norfolk,White,63,15,2
2020-05-05,Hampton,White,24,4,0
2020-05-05,"Western Tidewater","Black or African American",198,31,8
2020-05-05,"Prince William","Not Reported",1312,16,0
2020-05-05,Fairfax,White,1437,262,97
2020-05-05,Lenowisco,Other,1,0,0
2020-05-05,"Rappahannock Rapidan","Not Reported",229,6,2
2020-05-05,"Three Rivers","Black or African American",80,5,0
2020-05-05,Henrico,"Black or African American",404,73,46
2020-05-05,Lenowisco,"Not Reported",9,1,1
2020-05-05,Chesapeake,Other,28,5,3
2020-05-05,Crater,"Not Reported",67,3,1
2020-05-05,Chickahominy,"Not Reported",99,4,2
2020-05-05,"Eastern Shore","Black or African American",366,19,4
2020-05-05,Alexandria,Other,160,24,1
2020-05-05,Chesterfield,"Black or African American",174,30,7
2020-05-05,Roanoke,"Not Reported",19,0,0
2020-05-05,Rappahannock,"Black or African American",82,17,2
2020-05-05,"Lord Fairfax",White,403,36,9
,,,,,
,,,,,
