"﻿Report Date","Health District",Race,"Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-05-08,Roanoke,"Not Reported",17,0,0
2020-05-08,Rappahannock,"Black or African American",83,18,2
2020-05-08,"Lord Fairfax",White,459,42,14
2020-05-08,"Three Rivers",White,110,15,3
2020-05-08,"Central Virginia","Not Reported",88,3,0
2020-05-08,"Eastern Shore",Other,16,1,1
2020-05-08,Crater,"Black or African American",156,47,7
2020-05-08,"Mount Rogers","Black or African American",0,0,0
2020-05-08,"Central Shenandoah",White,607,43,18
2020-05-08,Southside,White,37,10,5
