"﻿Report Date","Health District",Race,"Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-05-22,Crater,"Black or African American",259,59,7
2020-05-22,"Mount Rogers","Black or African American",2,0,0
2020-05-22,"Central Shenandoah",White,859,84,24
2020-05-22,Southside,White,57,12,6
2020-05-22,"Prince William",Other,1102,156,10
2020-05-22,Arlington,"Not Reported",739,66,11
2020-05-22,"West Piedmont","Black or African American",31,5,0
2020-05-22,Peninsula,Other,30,7,1
2020-05-22,Norfolk,Other,30,4,0
2020-05-22,"Lord Fairfax","Black or African American",36,3,1
2020-05-22,"Mount Rogers","Not Reported",19,1,0
2020-05-22,"Central Virginia","Black or African American",20,2,1
2020-05-22,"West Piedmont",Other,16,1,1
2020-05-22,Portsmouth,White,55,9,2
2020-05-22,"Thomas Jefferson","Not Reported",22,0,0
2020-05-22,"Three Rivers","Not Reported",103,4,3
2020-05-22,"Virginia Beach","Black or African American",140,17,3
2020-05-22,"Prince William","Black or African American",391,76,19
2020-05-22,Loudoun,"Not Reported",770,4,6
2020-05-22,Loudoun,White,571,85,36
2020-05-22,Peninsula,"Not Reported",93,2,0
2020-05-22,Pittsylvania-Danville,"Black or African American",27,7,0
2020-05-22,Henrico,White,470,69,62
2020-05-22,Richmond,White,169,18,3
2020-05-22,Southside,"Black or African American",43,10,2
2020-05-22,Chickahominy,White,174,44,18
2020-05-22,"Thomas Jefferson",Other,47,5,1
2020-05-22,"Virginia Beach",Other,66,20,2
2020-05-22,"Central Shenandoah","Black or African American",64,3,2
2020-05-22,Chesterfield,White,340,35,21
2020-05-22,"Central Virginia",White,70,9,3
2020-05-22,Rappahannock,White,340,48,10
2020-05-22,"New River",White,56,11,1
2020-05-22,"Mount Rogers",Other,25,2,0
2020-05-22,Crater,White,85,17,5
2020-05-22,Alleghany,"Not Reported",47,3,0
2020-05-22,Arlington,Other,380,112,17
2020-05-22,Piedmont,White,155,8,3
2020-05-22,"Cumberland Plateau",Other,0,0,0
2020-05-22,Pittsylvania-Danville,White,34,14,3
2020-05-22,"Virginia Beach",White,308,50,14
2020-05-22,Chickahominy,Other,14,5,0
2020-05-22,"New River","Black or African American",5,1,0
2020-05-22,"Virginia Beach","Not Reported",77,3,0
2020-05-22,"Rappahannock Rapidan",Other,53,12,0
2020-05-22,Piedmont,"Not Reported",271,7,1
2020-05-22,Portsmouth,Other,17,2,0
2020-05-22,Pittsylvania-Danville,"Not Reported",11,3,0
2020-05-22,"West Piedmont","Not Reported",16,1,0
2020-05-22,Norfolk,White,107,18,2
2020-05-22,Hampton,White,37,4,0
2020-05-22,"Western Tidewater","Black or African American",225,34,12
2020-05-22,"Prince William","Not Reported",2729,37,2
2020-05-22,Fairfax,White,2362,380,148
2020-05-22,Lenowisco,Other,1,0,0
2020-05-22,"Rappahannock Rapidan","Not Reported",463,17,2
2020-05-22,"Three Rivers","Black or African American",150,10,0
2020-05-22,Henrico,"Black or African American",504,92,50
2020-05-22,Lenowisco,"Not Reported",8,1,1
2020-05-22,Chesapeake,Other,40,5,2
2020-05-22,Crater,"Not Reported",113,3,1
2020-05-22,Chickahominy,"Not Reported",131,3,1
2020-05-22,"Eastern Shore","Black or African American",544,44,14
2020-05-22,Alexandria,Other,329,45,1
2020-05-22,Chesterfield,"Black or African American",225,35,7
2020-05-22,Roanoke,"Not Reported",47,0,0
,Roanoke,"Not Reported",47,0,0
,,,,,
