"﻿Report Date","Health District",Race,"Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-05-09,"Cumberland Plateau","Not Reported",0,0,0
2020-05-09,"Western Tidewater",Other,25,2,1
2020-05-09,Loudoun,"Black or African American",64,8,0
2020-05-09,"Virginia Beach",White,244,47,13
2020-05-09,Chickahominy,Other,11,4,0
2020-05-09,"New River","Black or African American",5,1,0
2020-05-09,"Virginia Beach","Not Reported",70,2,0
2020-05-09,"Rappahannock Rapidan",Other,30,9,0
2020-05-09,Piedmont,"Not Reported",109,3,0
2020-05-09,Portsmouth,Other,16,2,0
2020-05-09,Pittsylvania-Danville,"Not Reported",8,2,0
2020-05-09,"West Piedmont","Not Reported",7,0,0
2020-05-09,Norfolk,White,75,15,2
