"﻿Report Date","Health District","Age Group","Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-06-19,"Western Tidewater",20-29,59,2,0
2020-06-19,Peninsula,0-9,30,0,0
2020-06-19,Loudoun,40-49,730,34,0
2020-06-19,Pittsylvania-Danville,30-39,18,1,0
2020-06-19,Loudoun,20-29,575,6,0
2020-06-19,Crater,60-69,189,35,10
2020-06-19,Loudoun,80+,184,47,63
2020-06-19,Arlington,80+,201,80,65
2020-06-19,"Virginia Beach",10-19,41,0,0
2020-06-19,"Mount Rogers",80+,68,23,13
2020-06-19,"Eastern Shore",80+,50,21,17
2020-06-19,Crater,10-19,42,0,0
2020-06-19,Lenowisco,30-39,4,1,1
2020-06-19,Norfolk,Missing,7,1,0
2020-06-19,Henrico,Missing,33,1,1
2020-06-19,"New River",40-49,21,1,0
2020-06-19,"Central Virginia",0-9,5,0,0
2020-06-19,"New River",70-79,13,8,3
2020-06-19,Loudoun,0-9,132,2,0
2020-06-19,"Central Virginia",70-79,20,4,2
2020-06-19,Southside,0-9,3,0,0
2020-06-19,"Three Rivers",40-49,128,11,2
2020-06-19,Chickahominy,30-39,78,2,0
2020-06-19,"Central Shenandoah",60-69,232,39,8
2020-06-19,"Western Tidewater",60-69,113,13,6
2020-06-19,"Cumberland Plateau",30-39,5,0,0
2020-06-19,Portsmouth,10-19,13,0,0
2020-06-19,Chesterfield,Missing,63,0,0
2020-06-19,Alexandria,40-49,406,35,0
2020-06-19,"Thomas Jefferson",70-79,58,19,2
2020-06-19,"Three Rivers",30-39,131,3,0
2020-06-19,"Western Tidewater",70-79,81,20,16
2020-06-19,Arlington,60-69,273,76,19
2020-06-19,"Cumberland Plateau",10-19,13,0,0
2020-06-19,"West Piedmont",30-39,55,1,0
2020-06-19,Peninsula,10-19,37,1,0
2020-06-19,Lenowisco,10-19,3,0,0
2020-06-19,"Virginia Beach",0-9,18,0,0
2020-06-19,Lenowisco,50-59,13,5,0
2020-06-19,Chesapeake,70-79,53,21,2
2020-06-19,"Western Tidewater",80+,128,22,21
2020-06-19,"Thomas Jefferson",10-19,41,1,0
2020-06-19,Richmond,40-49,339,26,1
2020-06-19,"Lord Fairfax",50-59,290,22,2
2020-06-19,"Lord Fairfax",10-19,115,1,0
2020-06-19,"Rappahannock Rapidan",10-19,123,3,0
2020-06-19,Crater,50-59,221,24,2
2020-06-19,Arlington,Missing,10,1,0
2020-06-19,Roanoke,50-59,33,1,0
2020-06-19,Rappahannock,10-19,188,2,0
2020-06-19,Roanoke,10-19,19,0,0
2020-06-19,"Eastern Shore",Missing,15,0,0
2020-06-19,"Mount Rogers",Missing,1,0,0
2020-06-19,"Prince William",60-69,712,153,31
2020-06-19,Alleghany,70-79,31,5,7
2020-06-19,Crater,20-29,197,7,0
2020-06-19,Loudoun,60-69,233,42,4
2020-06-19,Fairfax,0-9,427,17,0
2020-06-19,Roanoke,Missing,3,0,0
2020-06-19,Alexandria,20-29,331,7,1
2020-06-19,Portsmouth,70-79,28,9,4
2020-06-19,Alleghany,30-39,32,2,0
2020-06-19,"Prince William",20-29,1498,47,0
2020-06-19,Southside,70-79,52,9,11
2020-06-19,Piedmont,Missing,1,0,0
2020-06-19,Rappahannock,0-9,96,1,0
2020-06-19,Henrico,30-39,392,13,0
2020-06-19,"Prince William",10-19,640,8,0
2020-06-19,Chickahominy,10-19,29,0,0
2020-06-19,"Lord Fairfax",0-9,54,1,0
2020-06-19,"Central Virginia",Missing,1,0,0
2020-06-19,Fairfax,60-69,1381,289,47
2020-06-19,Hampton,20-29,47,2,0
2020-06-19,"Central Shenandoah",40-49,304,10,0
2020-06-19,Pittsylvania-Danville,0-9,1,0,0
2020-06-19,Crater,30-39,224,3,0
2020-06-19,"Virginia Beach",70-79,65,26,7
2020-06-19,"Virginia Beach",30-39,136,9,0
2020-06-19,Piedmont,0-9,16,0,0
2020-06-19,"Central Shenandoah",30-39,287,6,0
2020-06-19,Hampton,50-59,42,8,1
2020-06-19,Peninsula,70-79,83,38,11
2020-06-19,Arlington,20-29,397,20,0
2020-06-19,"West Piedmont",70-79,21,6,3
2020-06-19,Richmond,20-29,387,13,0
2020-06-19,Roanoke,0-9,8,0,0
2020-06-19,Hampton,30-39,45,3,0
2020-06-19,"Thomas Jefferson",30-39,144,5,0
2020-06-19,"Western Tidewater",40-49,88,5,1
2020-06-19,Richmond,50-59,256,39,1
2020-06-19,"Western Tidewater",50-59,128,12,2
2020-06-19,Crater,Missing,7,0,0
2020-06-19,Chesapeake,0-9,19,1,0
2020-06-19,Peninsula,50-59,125,18,2
2020-06-19,"Cumberland Plateau",Missing,0,0,0
2020-06-19,Peninsula,60-69,114,28,3
2020-06-19,"Lord Fairfax",30-39,309,11,1
2020-06-19,"Virginia Beach",Missing,25,0,0
2020-06-19,Arlington,40-49,411,46,4
2020-06-19,"West Piedmont",10-19,33,0,0
2020-06-19,Chickahominy,70-79,51,19,5
2020-06-19,Pittsylvania-Danville,20-29,14,0,0
2020-06-19,Loudoun,50-59,564,42,1
2020-06-19,Richmond,30-39,416,24,1
2020-06-19,"Thomas Jefferson",Missing,1,0,0
2020-06-19,"Rappahannock Rapidan",80+,20,12,4
2020-06-19,"Lord Fairfax",Missing,2,0,0
2020-06-19,"Cumberland Plateau",50-59,4,1,0
2020-06-19,Loudoun,Missing,57,0,1
2020-06-19,Southside,50-59,53,7,0
2020-06-19,Chesterfield,20-29,407,5,0
2020-06-19,Norfolk,70-79,25,16,3
2020-06-19,Alleghany,10-19,16,0,0
2020-06-19,Crater,80+,85,16,2
2020-06-19,Portsmouth,Missing,8,0,0
2020-06-19,"Western Tidewater",10-19,12,0,0
2020-06-19,Chesterfield,10-19,234,0,0
2020-06-19,Southside,60-69,52,12,3
2020-06-19,Arlington,50-59,367,66,6
2020-06-19,Piedmont,70-79,60,17,2
2020-06-19,Alexandria,60-69,188,43,2
2020-06-19,Portsmouth,30-39,85,4,0
2020-06-19,Lenowisco,20-29,6,0,0
2020-06-19,"Central Virginia",30-39,48,2,0
2020-06-19,Norfolk,10-19,42,1,0
2020-06-19,"New River",10-19,7,0,0
2020-06-19,"Central Virginia",20-29,60,2,0
2020-06-19,Rappahannock,50-59,343,42,4
2020-06-19,Rappahannock,60-69,194,43,5
2020-06-19,Piedmont,20-29,148,2,0
2020-06-19,"New River",60-69,20,2,0
2020-06-19,Roanoke,40-49,41,1,0
2020-06-19,"Three Rivers",20-29,102,4,0
2020-06-19,Rappahannock,40-49,406,34,2
2020-06-19,Portsmouth,80+,20,7,3
2020-06-19,"Central Shenandoah",Missing,0,0,0
2020-06-19,"Eastern Shore",70-79,46,15,9
2020-06-19,"Mount Rogers",70-79,55,24,9
2020-06-19,"Cumberland Plateau",70-79,2,0,0
2020-06-19,Piedmont,10-19,24,0,0
2020-06-19,Southside,20-29,37,2,0
2020-06-19,Chesterfield,50-59,382,29,4
2020-06-19,"Rappahannock Rapidan",20-29,263,4,0
2020-06-19,"Cumberland Plateau",60-69,5,1,0
2020-06-19,Roanoke,70-79,10,3,0
2020-06-19,"Central Shenandoah",20-29,340,5,0
2020-06-19,Pittsylvania-Danville,80+,3,2,2
2020-06-19,"Virginia Beach",80+,82,27,18
2020-06-19,"Central Shenandoah",50-59,334,28,1
2020-06-19,Lenowisco,Missing,0,0,0
2020-06-19,Fairfax,30-39,2596,158,4
2020-06-19,Lenowisco,60-69,5,4,2
2020-06-19,Loudoun,30-39,653,20,0
2020-06-19,"West Piedmont",80+,13,6,0
2020-06-19,Roanoke,80+,38,3,10
2020-06-19,Fairfax,40-49,2516,230,8
2020-06-19,"Thomas Jefferson",80+,72,23,14
2020-06-19,Roanoke,20-29,56,1,0
2020-06-19,Henrico,60-69,271,44,26
2020-06-19,"Lord Fairfax",40-49,288,14,1
2020-06-19,"Western Tidewater",Missing,5,0,0
2020-06-19,Chickahominy,60-69,69,17,6
2020-06-19,Chesapeake,20-29,98,3,0
2020-06-19,"Three Rivers",Missing,1,0,0
2020-06-19,Henrico,10-19,118,3,0
2020-06-19,"Mount Rogers",30-39,93,4,0
2020-06-19,"Eastern Shore",30-39,228,8,0
2020-06-19,Chesterfield,0-9,83,0,0
2020-06-19,"Central Shenandoah",10-19,101,1,0
2020-06-19,Crater,0-9,20,1,0
2020-06-19,Fairfax,70-79,651,225,92
2020-06-19,Rappahannock,80+,76,24,10
2020-06-19,Alexandria,10-19,155,3,0
2020-06-19,Portsmouth,40-49,57,6,0
2020-06-19,"Three Rivers",50-59,81,6,0
2020-06-19,Alleghany,Missing,1,0,0
2020-06-19,Alexandria,30-39,514,28,0
2020-06-19,Southside,Missing,0,0,0
2020-06-19,Portsmouth,60-69,46,13,4
2020-06-19,Roanoke,30-39,60,0,0
2020-06-19,"Three Rivers",60-69,68,10,0
2020-06-19,Fairfax,50-59,2107,272,26
2020-06-19,Portsmouth,50-59,66,17,2
2020-06-19,Chickahominy,80+,80,32,21
2020-06-19,"Rappahannock Rapidan",50-59,197,22,2
2020-06-19,Fairfax,80+,784,284,266
2020-06-19,Hampton,Missing,5,0,0
2020-06-19,"Cumberland Plateau",80+,0,0,0
2020-06-19,Alleghany,50-59,53,4,1
2020-06-19,"Prince William",40-49,1839,134,6
2020-06-19,Fairfax,Missing,146,2,0
2020-06-19,"Virginia Beach",40-49,143,18,1
2020-06-19,Richmond,Missing,17,0,0
2020-06-19,Norfolk,40-49,109,11,0
2020-06-19,Piedmont,80+,36,12,3
2020-06-19,"Virginia Beach",60-69,126,16,1
2020-06-19,"West Piedmont",40-49,65,7,1
2020-06-19,Arlington,10-19,88,5,0
2020-06-19,Lenowisco,0-9,3,0,0
2020-06-19,Pittsylvania-Danville,50-59,28,9,0
2020-06-19,"Virginia Beach",50-59,129,13,0
2020-06-19,Chesapeake,Missing,7,1,0
2020-06-19,"Central Shenandoah",80+,90,21,11
2020-06-19,"Thomas Jefferson",40-49,116,5,0
2020-06-19,"Rappahannock Rapidan",60-69,105,16,2
2020-06-19,Norfolk,30-39,139,10,0
2020-06-19,"Rappahannock Rapidan",Missing,6,0,0
2020-06-19,"Lord Fairfax",80+,116,30,34
2020-06-19,"Three Rivers",10-19,20,0,0
2020-06-19,Piedmont,40-49,178,8,0
2020-06-19,Norfolk,80+,13,7,3
2020-06-19,Peninsula,20-29,131,1,0
2020-06-19,Norfolk,50-59,107,17,0
2020-06-19,"Thomas Jefferson",50-59,97,9,1
2020-06-19,Richmond,70-79,72,33,11
2020-06-19,Chesterfield,70-79,113,19,14
2020-06-19,Piedmont,30-39,179,2,0
2020-06-19,"Prince William",30-39,1597,89,2
2020-06-19,Alleghany,20-29,68,1,0
2020-06-19,Alleghany,0-9,5,0,0
2020-06-19,"Mount Rogers",40-49,79,0,0
2020-06-19,"Eastern Shore",40-49,238,10,2
2020-06-19,"Central Virginia",60-69,41,4,1
2020-06-19,Richmond,10-19,153,2,0
2020-06-19,Pittsylvania-Danville,60-69,20,7,1
2020-06-19,Pittsylvania-Danville,Missing,0,0,0
2020-06-19,Chesterfield,60-69,246,32,9
2020-06-19,Southside,10-19,5,0,0
2020-06-19,"New River",80+,8,3,1
2020-06-19,"Central Virginia",50-59,47,2,1
2020-06-19,Hampton,70-79,15,7,0
2020-06-19,Pittsylvania-Danville,10-19,7,0,0
2020-06-19,Richmond,60-69,177,43,6
2020-06-19,Chickahominy,40-49,77,11,1
2020-06-19,"Three Rivers",80+,29,5,3
2020-06-19,Rappahannock,30-39,447,20,0
