"﻿Report Date","Health District",Race,"Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-05-18,"West Piedmont",Other,7,1,1
2020-05-18,Portsmouth,White,51,8,2
2020-05-18,"Thomas Jefferson","Not Reported",19,0,0
2020-05-18,"Three Rivers","Not Reported",103,4,3
2020-05-18,"Virginia Beach","Black or African American",130,17,3
2020-05-18,"Prince William","Black or African American",349,67,16
2020-05-18,Loudoun,"Not Reported",547,3,5
2020-05-18,Loudoun,White,522,79,34
2020-05-18,Peninsula,"Not Reported",84,3,0
2020-05-18,Pittsylvania-Danville,"Black or African American",24,6,0
2020-05-18,Henrico,White,435,68,60
2020-05-18,Richmond,White,150,18,1
2020-05-18,Southside,"Black or African American",35,10,2
2020-05-18,Chickahominy,White,164,42,18
2020-05-18,"Thomas Jefferson",Other,41,5,1
2020-05-18,"Virginia Beach",Other,64,19,2
2020-05-18,"Central Shenandoah","Black or African American",59,3,2
2020-05-18,Chesterfield,White,299,33,20
2020-05-18,"Central Virginia",White,65,10,2
2020-05-18,Rappahannock,White,295,45,10
2020-05-18,"New River",White,55,11,1
2020-05-18,"Mount Rogers",Other,23,1,0
2020-05-18,Crater,White,77,17,5
2020-05-18,Alleghany,"Not Reported",46,3,0
2020-05-18,Arlington,Other,342,108,17
2020-05-18,Piedmont,White,138,7,3
2020-05-18,"Cumberland Plateau",Other,0,0,0
2020-05-18,Pittsylvania-Danville,White,31,13,2
2020-05-18,Roanoke,"Black or African American",17,4,2
2020-05-18,Alleghany,"Black or African American",5,1,0
2020-05-18,Richmond,"Not Reported",159,2,0
2020-05-18,"Central Virginia",Other,2,1,0
2020-05-18,Rappahannock,Other,227,38,1
2020-05-18,Roanoke,Other,2,0,0
2020-05-18,Piedmont,"Black or African American",159,23,1
2020-05-18,Chesterfield,Other,106,1,0
2020-05-18,Portsmouth,"Black or African American",113,27,6
2020-05-18,Portsmouth,"Not Reported",48,2,2
2020-05-18,Norfolk,"Not Reported",55,0,0
2020-05-18,"Eastern Shore",White,230,11,8
2020-05-18,"Eastern Shore","Not Reported",120,1,0
2020-05-18,Roanoke,White,69,3,6
2020-05-18,"Three Rivers",Other,36,2,0
2020-05-18,Fairfax,Other,3249,553,63
2020-05-18,Henrico,"Not Reported",238,1,1
2020-05-18,"Lord Fairfax",Other,126,12,3
2020-05-18,Piedmont,Other,12,2,0
2020-05-18,Lenowisco,"Black or African American",0,0,0
2020-05-18,Arlington,White,477,97,34
2020-05-18,Hampton,"Black or African American",97,24,3
2020-05-18,Alexandria,White,554,61,23
2020-05-18,Hampton,"Not Reported",22,0,0
2020-05-18,"Mount Rogers",White,190,15,4
2020-05-18,Alexandria,"Not Reported",433,14,4
2020-05-18,Chickahominy,"Black or African American",61,24,7
2020-05-18,Chesapeake,"Black or African American",139,40,5
2020-05-18,"Western Tidewater","Not Reported",170,1,1
2020-05-18,"Cumberland Plateau","Not Reported",1,0,0
2020-05-18,"Western Tidewater",Other,25,1,1
2020-05-18,Loudoun,"Black or African American",81,9,2
2020-05-18,"Virginia Beach",White,285,47,14
2020-05-18,Chickahominy,Other,13,5,0
2020-05-18,"New River","Black or African American",5,1,0
2020-05-18,"Virginia Beach","Not Reported",78,3,0
2020-05-18,"Rappahannock Rapidan",Other,39,12,0
2020-05-18,Piedmont,"Not Reported",267,6,1
2020-05-18,Portsmouth,Other,16,2,0
2020-05-18,Pittsylvania-Danville,"Not Reported",12,4,0
2020-05-18,"West Piedmont","Not Reported",12,1,0
2020-05-18,Norfolk,White,91,17,2
2020-05-18,Hampton,White,37,4,0
2020-05-18,"Western Tidewater","Black or African American",217,33,12
2020-05-18,"Prince William","Not Reported",2363,35,2
2020-05-18,Fairfax,White,2178,351,131
2020-05-18,Lenowisco,Other,1,0,0
2020-05-18,"Rappahannock Rapidan","Not Reported",354,13,2
2020-05-18,"Three Rivers","Black or African American",141,10,0
2020-05-18,Henrico,"Black or African American",474,90,49
2020-05-18,Lenowisco,"Not Reported",9,1,1
2020-05-18,Chesapeake,Other,33,5,2
2020-05-18,Crater,"Not Reported",92,3,1
2020-05-18,Chickahominy,"Not Reported",124,3,1
2020-05-18,"Eastern Shore","Black or African American",514,31,9
2020-05-18,Alexandria,Other,298,41,1
2020-05-18,Chesterfield,"Black or African American",211,35,7
2020-05-18,Roanoke,"Not Reported",40,0,0
2020-05-18,Rappahannock,"Black or African American",112,21,3
2020-05-18,"Lord Fairfax",White,613,63,26
2020-05-18,"Three Rivers",White,148,14,3
2020-05-18,"Central Virginia","Not Reported",92,3,0
2020-05-18,"Eastern Shore",Other,24,1,1
2020-05-18,Crater,"Black or African American",224,55,7
2020-05-18,"Mount Rogers","Black or African American",2,0,0
2020-05-18,"Central Shenandoah",White,758,69,20
2020-05-18,Southside,White,52,12,6
