Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths,InitialVaccineVeteranTotal,CompletedVaccineVeteranTotal
"Oklahoma City, OK HCS",2008,30,1838,140,11892,7479
New Jersey HCS,1979,74,1757,148,7715,2290
"Boston, MA HCS",1966,37,1803,126,11681,4893
"Philadelphia, PA HCS",1959,39,1827,93,15238,7794
"Asheville, NC HCS",1933,47,1789,97,6566,2893
"Gulf Coast, MS HCS",1924,45,1800,79,11019,3388
"New Orleans, LA HCS",1910,36,1775,99,21609,13446
"Louisville, KY HCS",1905,52,1764,89,7852,3471
Connecticut HCS,1876,46,1741,89,19680,10571
"Fayetteville, AR HCS",1870,45,1723,102,8222,3193
"Chicago, IL HCS",1841,29,1730,82,11469,6301
"Richmond, VA HCS",1792,70,1640,82,12903,6196
"Lebanon, PA HCS",1785,54,1617,114,11410,3985
New York Harbor HCS,1785,47,1610,128,12715,8670
"Augusta, GA HCS",1755,53,1619,83,10492,6291
"Palo Alto, CA HCS",1696,35,1573,88,11915,7098
"Cincinnati, OH HCS",1670,43,1575,52,7100,2931
"Shreveport, LA HCS",1640,25,1517,98,7457,3748
Central Alabama HCS,1633,37,1542,54,7015,2201
"West Palm Beach, FL HCS",1621,61,1497,63,19625,10043
"Pittsburgh, PA HCS",1600,42,1475,83,15655,12382
"Salt Lake City, UT HCS",1555,35,1458,62,8535,4138
"Bronx, NY HCS",1554,38,1400,116,5548,2342
"Dayton, OH HCS",1553,20,1475,58,7621,4028
"Boise, ID HCS",1550,29,1460,61,6818,4340
"Fresno, CA HCS",1550,48,1420,82,7635,3716
"Madison, WI HCS",1549,22,1452,75,10483,3884
"Dublin, GA HCS",1511,24,1440,47,8032,3478
"Ann Arbor, MI HCS",1507,31,1420,56,23250,15477
"Baltimore, MD HCS",1505,54,1389,62,12093,9751
"Iowa City, IA HCS",1505,30,1403,72,7303,2390
New Mexico HCS,1463,32,1346,85,10675,7380
"El Paso, TX HCS",1405,38,1265,102,4623,1915
Northern Indiana HCS,1380,35,1284,61,7710,3439
"Columbus, OH HCS",1365,29,1277,59,7102,2209
"Hampton, VA HCS",1363,47,1291,25,4898,2221
Western New York HCS,1343,40,1228,75,14612,8202
"Fargo, ND HCS",1337,23,1206,108,9114,4389
"Wichita, KS HCS",1317,30,1217,70,5407,2253
"Lexington, KY HCS",1312,34,1187,91,10041,8570
"Puget Sound, WA HCS",1306,28,1224,54,17917,7013
"Memphis, TN HCS",1290,30,1187,73,9843,7679
"Sioux Falls, SD HCS",1286,29,1185,72,6589,2686
Eastern Kansas HCS,1271,20,1215,36,7592,3072
"Amarillo, TX HCS",1257,14,1183,60,5129,2613
"St. Cloud, MN HCS",1253,22,1175,56,8951,3964
"Martinsburg, WV HCS",1217,32,1134,51,8188,2761
Central Iowa HCS,1212,18,1133,61,6078,2322
Montana HCS,1188,18,1119,51,6345,2420
"Jackson, MS HCS",1148,24,1051,73,7630,3695
"Portland, OR HCS",1137,27,1064,46,17727,11735
"Poplar Bluff, MO HCS",1127,12,1036,79,2655,1115
"Providence, RI HCS",1088,25,986,77,7449,1698
"Salem, VA HCS",1088,42,976,70,5305,2001
"Alexandria, LA HCS",1076,31,997,48,5195,2528
"San Juan, PR HCS",1035,18,969,48,18045,8651
"Battle Creek, MI HCS",1015,16,933,66,6670,2034
"Black Hills, SD HCS",1013,13,962,38,6211,3257
"Reno, NV HCS",1005,22,921,62,6235,2468
"Wilkes-Barre, PA HCS",980,30,891,59,8209,2607
"Altoona, PA HCS",970,23,897,50,6156,2921
"Marion, IL HCS",964,19,892,53,4556,2329
"Northport, NY HCS",928,45,820,63,8117,4036
"Wilmington, DE HCS",928,25,867,36,10641,5745
"Syracuse, NY HCS",924,25,840,59,7522,2710
"Tomah, WI HCS",915,13,875,27,6404,2360
Northern Arizona HCS,843,15,789,39,6446,2758
"Huntington, WV HCS",812,15,734,63,6204,3613
"Detroit, MI HCS",809,13,714,82,6088,2137
"Danville, IL HCS",807,25,735,47,5305,1539
"Hudson Valley, NY HCS",797,21,742,34,8241,2776
"Bedford, MA HCS",775,15,714,46,11572,7452
"Finger Lakes, NY HCS",733,17,684,32,7111,2109
"Saginaw, MI HCS",729,19,666,44,6502,2067
"Erie, PA HCS",700,24,643,33,5059,2233
Central Western Massachusetts HCS,695,18,628,49,5463,2061
"Iron Mountain, MI HCS",685,8,648,29,6314,2696
"Tuscaloosa, AL HCS",683,11,634,38,3201,1201
"Anchorage, AK HCS",671,28,632,11,3599,2359
"San Francisco, CA HCS",662,16,613,33,7573,2469
"Cheyenne, WY HCS",652,13,611,28,4426,2150
"Albany, NY HCS",617,21,558,38,6728,2165
"Chillicothe, OH HCS",604,20,569,15,6032,3226
"Manchester, NH HCS",572,14,530,28,4444,1312
"Big Spring, TX HCS",559,9,506,44,2911,1704
"Togus, ME HCS",526,15,486,25,6443,1727
"Butler, PA HCS",511,10,486,15,5194,2341
"Clarksburg, WV HCS",503,24,446,33,4650,2783
"Coatesville, PA HCS",457,16,421,20,4567,2045
"Grand Junction, CO HCS",448,8,415,25,3878,2133
"Walla Walla, WA HCS",400,7,368,25,3609,2157
"Sheridan, WY HCS",350,2,342,6,2841,1229
"Honolulu, HI HCS",302,4,284,14,7856,3165
"Beckley, WV HCS",288,4,273,11,3230,1447
"Spokane, WA HCS",271,5,246,20,4732,1
"Roseburg, OR HCS",240,13,218,9,4108,1482
"White River Junction, VT HCS",222,7,208,7,4530,1605
"White City, OR HCS",215,7,187,21,3563,1524
"Manila, PI HCS",2,0,2,0,0,0
