Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths,InitialVaccineVeteranTotal,CompletedVaccineVeteranTotal
"New Orleans, LA HCS",1830,36,1697,97,15782,6754
"Gulf Coast, MS HCS",1826,67,1690,69,6797,1892
"Louisville, KY HCS",1819,62,1672,85,6043,1640
"Chicago, IL HCS",1796,42,1673,81,7538,4468
"Fayetteville, AR HCS",1778,34,1648,96,5323,1744
Connecticut HCS,1771,77,1611,83,14149,6206
New York Harbor HCS,1700,61,1512,127,9629,5965
"Lebanon, PA HCS",1699,51,1536,112,7234,2071
"Richmond, VA HCS",1668,92,1498,78,8017,2554
"Augusta, GA HCS",1660,90,1490,80,6843,4240
"Palo Alto, CA HCS",1617,60,1474,83,8397,2371
"Shreveport, LA HCS",1607,38,1473,96,5723,2427
"Cincinnati, OH HCS",1599,52,1498,49,5127,1843
Central Alabama HCS,1562,69,1445,48,4600,966
"Madison, WI HCS",1516,25,1418,73,7393,2007
"West Palm Beach, FL HCS",1515,56,1398,61,15503,8047
"Dayton, OH HCS",1512,48,1409,55,5846,1769
"Pittsburgh, PA HCS",1512,42,1390,80,14480,5787
"Salt Lake City, UT HCS",1507,43,1405,59,6205,1613
"Boise, ID HCS",1499,22,1416,61,5334,2702
"Bronx, NY HCS",1480,52,1317,111,4368,327
"Fresno, CA HCS",1476,41,1356,79,5685,888
"Ann Arbor, MI HCS",1461,19,1389,53,17723,7547
"Dublin, GA HCS",1455,58,1352,45,6296,1849
"Iowa City, IA HCS",1450,41,1343,66,5398,451
"Baltimore, MD HCS",1424,64,1304,56,9810,3647
New Mexico HCS,1389,39,1268,82,7939,2338
"El Paso, TX HCS",1335,40,1195,100,2434,894
Northern Indiana HCS,1325,35,1230,60,5623,1649
"Columbus, OH HCS",1316,30,1231,55,4550,978
"Fargo, ND HCS",1306,14,1185,107,8108,2054
Western New York HCS,1276,38,1164,74,9669,3227
"Wichita, KS HCS",1272,35,1168,69,3635,973
"Hampton, VA HCS",1267,57,1190,20,3534,877
"Lexington, KY HCS",1263,41,1137,85,8803,5835
"Puget Sound, WA HCS",1256,37,1168,51,9118,2870
"Memphis, TN HCS",1250,38,1141,71,8129,2536
"Sioux Falls, SD HCS",1240,35,1136,69,5339,1149
Eastern Kansas HCS,1233,24,1176,33,5609,1570
"Amarillo, TX HCS",1225,12,1156,57,3483,1389
"St. Cloud, MN HCS",1208,17,1135,56,6552,1503
Central Iowa HCS,1176,39,1079,58,4447,410
"Martinsburg, WV HCS",1159,39,1072,48,5287,589
Montana HCS,1153,17,1087,49,4301,656
"Poplar Bluff, MO HCS",1107,23,1005,79,1794,379
"Jackson, MS HCS",1106,29,1008,69,5769,2220
"Portland, OR HCS",1084,29,1013,42,11987,8494
"Alexandria, LA HCS",1038,18,973,47,3863,1487
"Salem, VA HCS",1034,30,935,69,3718,895
"Providence, RI HCS",1021,40,905,76,4175,785
"San Juan, PR HCS",1006,17,941,48,12326,3792
"Black Hills, SD HCS",990,22,930,38,5076,1727
"Battle Creek, MI HCS",985,20,899,66,4619,957
"Reno, NV HCS",976,23,895,58,4611,900
"Marion, IL HCS",928,27,851,50,3325,1030
"Wilkes-Barre, PA HCS",918,42,822,54,5754,1151
"Altoona, PA HCS",915,21,846,48,4984,1709
"Tomah, WI HCS",887,16,846,25,4833,1222
"Wilmington, DE HCS",878,34,809,35,7654,2766
"Syracuse, NY HCS",868,31,779,58,5771,954
"Northport, NY HCS",862,38,766,58,5710,901
"Detroit, MI HCS",784,9,693,82,3731,1009
Northern Arizona HCS,778,9,730,39,4236,1528
"Huntington, WV HCS",776,35,682,59,5003,1185
"Hudson Valley, NY HCS",767,14,719,34,5901,1411
"Danville, IL HCS",766,14,710,42,4161,1044
"Bedford, MA HCS",745,10,691,44,8281,3840
"Finger Lakes, NY HCS",695,27,638,30,5411,684
"Saginaw, MI HCS",695,21,634,40,4500,1132
"Iron Mountain, MI HCS",673,12,633,28,5137,1281
"Erie, PA HCS",665,19,616,30,3991,1057
"Tuscaloosa, AL HCS",663,13,615,35,2261,336
Central Western Massachusetts HCS,650,26,578,46,4014,1251
"Cheyenne, WY HCS",633,14,591,28,3613,943
"San Francisco, CA HCS",633,27,574,32,5575,317
"Anchorage, AK HCS",623,15,597,11,2733,876
"Chillicothe, OH HCS",574,18,543,13,4301,2076
"Albany, NY HCS",569,29,503,37,5218,808
"Big Spring, TX HCS",539,6,492,41,2040,494
"Manchester, NH HCS",530,18,488,24,3171,580
"Togus, ME HCS",500,22,455,23,3591,916
"Butler, PA HCS",491,15,461,15,4222,1395
"Clarksburg, WV HCS",468,30,412,26,3546,938
"Coatesville, PA HCS",435,14,402,19,3824,1288
"Grand Junction, CO HCS",433,13,399,21,2776,1121
"Walla Walla, WA HCS",387,10,353,24,2792,888
"Sheridan, WY HCS",342,2,334,6,2316,524
"Honolulu, HI HCS",289,2,274,13,5072,1343
"Beckley, WV HCS",277,20,247,10,2355,465
"Spokane, WA HCS",264,1,243,20,2264,0
"Roseburg, OR HCS",220,19,193,8,2933,258
"White City, OR HCS",201,8,173,20,2611,507
"White River Junction, VT HCS",199,5,188,6,3426,496
"Manila, PI HCS",2,0,2,0,0,0
