Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths,InitialVaccineVeteranTotal,CompletedVaccineVeteranTotal
"Bedford, MA HCS",731,14,675,42,6985,2205
"Saginaw, MI HCS",681,21,620,40,2803,304
"Finger Lakes, NY HCS",675,34,611,30,3350,226
"Iron Mountain, MI HCS",664,8,628,28,3149,673
"Erie, PA HCS",649,30,591,28,2520,559
"Tuscaloosa, AL HCS",643,12,596,35,1492,132
Central Western Massachusetts HCS,633,25,563,45,2616,221
"Cheyenne, WY HCS",628,18,585,25,2551,556
"San Francisco, CA HCS",616,28,557,31,3422,133
"Anchorage, AK HCS",612,17,584,11,2476,279
"Chillicothe, OH HCS",564,24,527,13,3704,929
"Albany, NY HCS",553,42,476,35,2727,132
"Big Spring, TX HCS",532,15,476,41,1851,406
"Manchester, NH HCS",520,30,466,24,1584,336
"Butler, PA HCS",479,18,446,15,2854,983
"Togus, ME HCS",469,36,413,20,2077,371
"Clarksburg, WV HCS",436,34,378,24,3021,566
"Grand Junction, CO HCS",426,23,383,20,2277,424
"Coatesville, PA HCS",420,15,387,18,2751,782
"Walla Walla, WA HCS",379,9,348,22,2377,446
"Sheridan, WY HCS",341,6,329,6,1449,235
"Honolulu, HI HCS",288,5,271,12,3228,598
"Spokane, WA HCS",263,5,238,20,1653,0
"Beckley, WV HCS",261,15,236,10,1810,217
"Roseburg, OR HCS",209,17,185,7,1972,58
"White City, OR HCS",196,9,167,20,1907,164
"White River Junction, VT HCS",194,17,171,6,2054,104
"Manila, PI HCS",2,0,2,0,0,0
