Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths,InitialVaccineVeteranTotal,CompletedVaccineVeteranTotal
"Fargo, ND HCS",1337,24,1205,108,8984,4144
"Wichita, KS HCS",1315,31,1214,70,5313,2137
"Lexington, KY HCS",1309,35,1183,91,9858,8503
"Puget Sound, WA HCS",1303,30,1219,54,16811,6836
"Memphis, TN HCS",1285,27,1185,73,9603,7481
"Sioux Falls, SD HCS",1283,28,1183,72,6569,2667
Eastern Kansas HCS,1269,20,1213,36,7397,3002
"Amarillo, TX HCS",1257,17,1181,59,4979,2478
"St. Cloud, MN HCS",1252,24,1172,56,8728,3750
"Martinsburg, WV HCS",1215,37,1128,50,7989,2683
Central Iowa HCS,1212,23,1128,61,5956,2223
Montana HCS,1187,20,1116,51,6132,2397
"Jackson, MS HCS",1144,26,1045,73,7482,3662
"Portland, OR HCS",1131,24,1061,46,16647,11665
"Poplar Bluff, MO HCS",1125,12,1034,79,2652,1011
"Salem, VA HCS",1087,41,977,69,5082,1914
"Providence, RI HCS",1084,33,974,77,7220,1499
"Alexandria, LA HCS",1072,26,998,48,5116,2405
"San Juan, PR HCS",1034,17,969,48,17329,8473
"Battle Creek, MI HCS",1014,20,928,66,6533,1886
"Black Hills, SD HCS",1012,15,959,38,6126,3048
"Reno, NV HCS",1001,21,918,62,6006,2319
"Wilkes-Barre, PA HCS",979,36,884,59,7951,2499
"Altoona, PA HCS",968,25,893,50,5956,2817
"Marion, IL HCS",964,20,891,53,4441,2235
"Northport, NY HCS",926,44,819,63,8087,3477
"Wilmington, DE HCS",923,25,862,36,10338,5651
"Syracuse, NY HCS",920,26,835,59,7519,2707
"Tomah, WI HCS",914,13,874,27,6347,2291
Northern Arizona HCS,843,17,787,39,6260,2552
"Huntington, WV HCS",810,15,732,63,6081,3405
"Detroit, MI HCS",805,12,711,82,5948,2050
"Danville, IL HCS",803,24,732,47,5087,1514
"Hudson Valley, NY HCS",795,19,742,34,7952,2665
"Bedford, MA HCS",773,15,712,46,11370,7231
"Finger Lakes, NY HCS",731,19,680,32,7008,1963
"Saginaw, MI HCS",725,17,664,44,6268,2054
"Erie, PA HCS",699,27,639,33,5045,1921
Central Western Massachusetts HCS,690,18,623,49,5387,1995
"Iron Mountain, MI HCS",684,7,648,29,6210,2684
"Tuscaloosa, AL HCS",679,8,635,36,3106,1081
"Anchorage, AK HCS",666,27,628,11,3535,2243
"San Francisco, CA HCS",661,17,611,33,7426,2283
"Cheyenne, WY HCS",649,11,610,28,4346,2061
"Albany, NY HCS",613,22,553,38,6636,2067
"Chillicothe, OH HCS",600,18,568,14,5823,2982
"Manchester, NH HCS",569,14,527,28,4455,1139
"Big Spring, TX HCS",556,7,506,43,2754,1537
"Togus, ME HCS",526,16,485,25,5826,1668
"Butler, PA HCS",510,9,486,15,5034,2227
"Clarksburg, WV HCS",499,24,442,33,4617,2719
"Coatesville, PA HCS",454,14,420,20,4557,1876
"Grand Junction, CO HCS",446,7,414,25,3780,2039
"Walla Walla, WA HCS",399,7,367,25,3549,1985
"Sheridan, WY HCS",350,4,340,6,2803,1192
"Honolulu, HI HCS",301,5,282,14,7655,2953
"Beckley, WV HCS",288,5,272,11,3171,1382
"Spokane, WA HCS",272,5,247,20,4561,1
"Roseburg, OR HCS",239,12,218,9,4093,1393
"White River Junction, VT HCS",222,9,206,7,4304,1459
"White City, OR HCS",215,9,185,21,3476,1399
"Manila, PI HCS",2,0,2,0,0,0
