Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths,InitialVaccineVeteranTotal,CompletedVaccineVeteranTotal
"Lexington, KY HCS",1233,52,1098,83,8696,5218
"Sioux Falls, SD HCS",1227,41,1117,69,3966,832
Eastern Kansas HCS,1226,41,1153,32,4772,1132
"Memphis, TN HCS",1226,65,1093,68,8009,1587
"Amarillo, TX HCS",1215,20,1140,55,3273,1071
"Hampton, VA HCS",1210,68,1124,18,3099,542
"St. Cloud, MN HCS",1200,22,1123,55,5105,732
Central Iowa HCS,1156,38,1062,56,3116,128
Montana HCS,1143,25,1071,47,3486,590
"Martinsburg, WV HCS",1113,28,1039,46,4241,173
"Poplar Bluff, MO HCS",1102,35,988,79,1481,252
"Jackson, MS HCS",1094,45,982,67,5342,1994
"Portland, OR HCS",1071,34,997,40,11849,5754
"Alexandria, LA HCS",1026,25,954,47,3313,1200
"Salem, VA HCS",1013,49,897,67,3307,432
"Providence, RI HCS",1004,54,877,73,2920,474
"San Juan, PR HCS",1001,19,935,47,11697,873
"Black Hills, SD HCS",981,19,924,38,4089,854
"Battle Creek, MI HCS",975,13,897,65,3445,459
"Reno, NV HCS",961,24,880,57,3407,547
"Marion, IL HCS",918,34,835,49,3011,898
"Altoona, PA HCS",901,21,833,47,3675,1446
"Wilkes-Barre, PA HCS",893,33,808,52,4384,691
"Tomah, WI HCS",875,13,837,25,3226,531
"Wilmington, DE HCS",859,39,786,34,6631,1557
"Syracuse, NY HCS",851,40,756,55,4249,281
"Northport, NY HCS",835,31,749,55,4067,141
"Detroit, MI HCS",779,18,679,82,2880,647
Northern Arizona HCS,774,15,720,39,3074,1087
"Danville, IL HCS",760,25,694,41,2647,741
"Hudson Valley, NY HCS",754,16,708,30,4457,827
"Huntington, WV HCS",750,40,653,57,4806,929
"Bedford, MA HCS",736,13,680,43,7442,2584
"Saginaw, MI HCS",686,24,622,40,3242,546
"Finger Lakes, NY HCS",677,26,621,30,3958,456
"Iron Mountain, MI HCS",668,10,630,28,3158,942
"Tuscaloosa, AL HCS",657,17,605,35,1658,223
"Erie, PA HCS",653,22,603,28,2954,776
Central Western Massachusetts HCS,640,24,571,45,3048,469
"Cheyenne, WY HCS",628,17,584,27,2820,701
"San Francisco, CA HCS",621,25,565,31,4273,165
"Anchorage, AK HCS",613,15,587,11,2526,492
"Chillicothe, OH HCS",569,24,532,13,4006,1520
"Albany, NY HCS",558,38,484,36,3329,356
"Big Spring, TX HCS",532,12,479,41,1960,489
"Manchester, NH HCS",521,21,476,24,1892,417
"Butler, PA HCS",483,16,452,15,3193,1230
"Togus, ME HCS",474,28,426,20,2355,615
"Clarksburg, WV HCS",444,30,390,24,3132,689
"Grand Junction, CO HCS",427,22,384,21,2464,759
"Coatesville, PA HCS",426,17,391,18,3181,1009
"Walla Walla, WA HCS",382,12,348,22,2638,674
"Sheridan, WY HCS",342,5,331,6,1594,405
"Honolulu, HI HCS",288,3,273,12,3869,871
"Beckley, WV HCS",264,15,239,10,2029,370
"Spokane, WA HCS",264,2,242,20,1934,0
"Roseburg, OR HCS",212,18,187,7,2259,133
"White City, OR HCS",199,11,168,20,2095,195
"White River Junction, VT HCS",194,10,178,6,2677,191
"Manila, PI HCS",2,0,2,0,0,0
