Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths,InitialVaccineVeteranTotal,CompletedVaccineVeteranTotal
"Battle Creek, MI HCS",1042,19,956,67,8123,4419
"Reno, NV HCS",1022,19,940,63,7335,4616
"Black Hills, SD HCS",1021,7,976,38,6630,4886
"Wilkes-Barre, PA HCS",1017,27,928,62,10572,4981
"Altoona, PA HCS",989,19,919,51,7297,4598
"Marion, IL HCS",979,13,913,53,5412,3215
"Northport, NY HCS",971,37,870,64,9478,6438
"Syracuse, NY HCS",949,23,866,60,8987,5550
"Wilmington, DE HCS",946,21,887,38,12203,8083
"Tomah, WI HCS",926,9,888,29,8021,4740
Northern Arizona HCS,857,9,804,44,7917,3377
"Detroit, MI HCS",835,23,729,83,7673,3657
"Huntington, WV HCS",828,14,748,66,7273,5015
"Danville, IL HCS",822,6,767,49,5688,3956
"Hudson Valley, NY HCS",812,14,763,35,9017,5012
"Bedford, MA HCS",790,10,733,47,13878,9352
"Saginaw, MI HCS",765,24,694,47,7574,4411
"Finger Lakes, NY HCS",745,9,702,34,8437,5284
Central Western Massachusetts HCS,723,18,652,53,7420,3890
"Erie, PA HCS",710,15,662,33,5711,3900
"Iron Mountain, MI HCS",695,8,658,29,6696,4914
"Tuscaloosa, AL HCS",688,8,642,38,3794,2169
"Anchorage, AK HCS",686,15,660,11,4080,2787
"San Francisco, CA HCS",673,13,625,35,8454,5315
"Cheyenne, WY HCS",666,15,623,28,5069,2977
"Albany, NY HCS",635,22,573,40,7790,4736
"Chillicothe, OH HCS",627,21,589,17,6765,4167
"Manchester, NH HCS",592,13,549,30,5212,3015
"Big Spring, TX HCS",565,7,514,44,3308,2021
"Togus, ME HCS",548,20,503,25,8218,4205
"Butler, PA HCS",521,8,498,15,5794,4114
"Clarksburg, WV HCS",514,14,466,34,5144,3424
"Coatesville, PA HCS",462,7,433,22,4870,3757
"Grand Junction, CO HCS",460,9,424,27,4360,2758
"Walla Walla, WA HCS",411,11,375,25,4220,2657
"Sheridan, WY HCS",353,0,347,6,3131,2202
"Honolulu, HI HCS",306,3,289,14,9740,5355
"Beckley, WV HCS",296,6,278,12,3783,2229
"Spokane, WA HCS",276,2,254,20,6019,4
"Roseburg, OR HCS",255,9,236,10,5541,2425
"White River Junction, VT HCS",234,7,217,10,5844,3232
"White City, OR HCS",226,9,196,21,4112,2412
"Manila, PI HCS",2,0,2,0,0,0
