Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths,InitialVaccineVeteranTotal,CompletedVaccineVeteranTotal
"Dublin, GA HCS",1529,17,1463,49,9520,5344
"Iowa City, IA HCS",1523,19,1430,74,8010,4969
New Mexico HCS,1481,18,1376,87,13596,8367
"El Paso, TX HCS",1429,29,1296,104,6189,2320
"Columbus, OH HCS",1410,31,1320,59,8061,4076
Northern Indiana HCS,1406,27,1317,62,8639,5324
"Hampton, VA HCS",1404,38,1340,26,5749,3092
Western New York HCS,1371,30,1265,76,16720,11044
"Fargo, ND HCS",1352,11,1230,111,11185,8164
"Puget Sound, WA HCS",1348,41,1253,54,23371,9606
"Lexington, KY HCS",1343,33,1217,93,10988,8806
"Wichita, KS HCS",1338,25,1243,70,6046,3423
"Memphis, TN HCS",1308,23,1211,74,11781,8005
"Sioux Falls, SD HCS",1304,23,1207,74,7019,5081
Eastern Kansas HCS,1290,22,1232,36,8736,5300
"St. Cloud, MN HCS",1274,24,1194,56,10685,5908
"Amarillo, TX HCS",1268,9,1199,60,5717,3511
"Martinsburg, WV HCS",1244,33,1156,55,9565,4247
Central Iowa HCS,1233,22,1147,64,7062,3910
Montana HCS,1206,25,1130,51,7023,4297
"Portland, OR HCS",1171,24,1100,47,21713,12332
"Jackson, MS HCS",1166,19,1074,73,8510,5026
"Poplar Bluff, MO HCS",1138,10,1048,80,2956,1710
"Providence, RI HCS",1123,27,1018,78,9205,4065
"Salem, VA HCS",1109,26,1012,71,6693,3596
"Alexandria, LA HCS",1098,23,1027,48,6133,3834
"San Juan, PR HCS",1048,15,985,48,20411,12110
"Battle Creek, MI HCS",1040,21,952,67,8072,4262
"Black Hills, SD HCS",1020,9,973,38,6614,4872
"Reno, NV HCS",1020,21,936,63,7216,4567
"Wilkes-Barre, PA HCS",1013,28,925,60,10329,4844
"Altoona, PA HCS",987,19,917,51,7026,4583
"Marion, IL HCS",978,14,911,53,5316,3140
"Northport, NY HCS",965,36,865,64,9349,6243
"Syracuse, NY HCS",945,19,867,59,8987,5546
"Wilmington, DE HCS",941,18,886,37,12158,8012
"Tomah, WI HCS",926,8,890,28,7971,4728
Northern Arizona HCS,855,12,799,44,7857,3145
"Detroit, MI HCS",833,23,727,83,7494,3582
"Huntington, WV HCS",827,14,747,66,7059,4975
"Danville, IL HCS",820,5,766,49,5666,3937
"Hudson Valley, NY HCS",810,13,762,35,8967,4550
"Bedford, MA HCS",787,9,731,47,13621,8953
"Saginaw, MI HCS",760,24,691,45,7548,4385
"Finger Lakes, NY HCS",746,10,702,34,8438,5283
Central Western Massachusetts HCS,721,22,648,51,7414,3867
"Erie, PA HCS",709,15,661,33,5585,3890
"Iron Mountain, MI HCS",692,8,655,29,6674,4164
"Tuscaloosa, AL HCS",688,7,643,38,3744,2163
"Anchorage, AK HCS",684,17,656,11,4028,2762
"San Francisco, CA HCS",673,15,625,33,8266,5245
"Cheyenne, WY HCS",666,19,619,28,5066,2974
"Albany, NY HCS",632,23,570,39,7679,4496
"Chillicothe, OH HCS",625,20,588,17,6755,4158
"Manchester, NH HCS",592,15,547,30,5291,2980
"Big Spring, TX HCS",565,9,512,44,3304,2019
"Togus, ME HCS",547,21,501,25,8132,4115
"Butler, PA HCS",519,10,494,15,5705,4112
"Clarksburg, WV HCS",513,15,464,34,5064,3402
"Coatesville, PA HCS",462,10,430,22,4868,3756
"Grand Junction, CO HCS",460,10,423,27,4312,2737
"Walla Walla, WA HCS",410,11,374,25,4168,2643
"Sheridan, WY HCS",353,1,346,6,3115,2182
"Honolulu, HI HCS",306,3,289,14,9674,5166
"Beckley, WV HCS",295,5,278,12,3706,2192
"Spokane, WA HCS",276,2,254,20,6019,4
"Roseburg, OR HCS",254,9,235,10,5282,2417
"White River Junction, VT HCS",231,5,216,10,5828,3218
"White City, OR HCS",226,11,194,21,3964,2410
"Manila, PI HCS",2,0,2,0,0,0
