Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths,InitialVaccineVeteranTotal,CompletedVaccineVeteranTotal
"Alexandria, LA HCS",1098,24,1026,48,5915,3309
"San Juan, PR HCS",1045,13,984,48,19968,11694
"Battle Creek, MI HCS",1037,20,950,67,7899,3464
"Black Hills, SD HCS",1020,9,973,38,6540,4099
"Reno, NV HCS",1020,22,935,63,7082,3689
"Wilkes-Barre, PA HCS",1012,29,923,60,9500,4051
"Altoona, PA HCS",987,20,916,51,6915,3729
"Marion, IL HCS",977,14,910,53,5181,3038
"Northport, NY HCS",962,34,864,64,9110,5734
"Syracuse, NY HCS",945,22,864,59,8375,4196
"Wilmington, DE HCS",940,17,886,37,11801,7263
"Tomah, WI HCS",925,8,889,28,7519,3293
Northern Arizona HCS,855,12,799,44,7703,3097
"Detroit, MI HCS",830,22,725,83,7186,2912
"Huntington, WV HCS",827,16,747,64,6932,4773
"Danville, IL HCS",820,5,766,49,5635,2607
"Hudson Valley, NY HCS",810,13,762,35,8790,3982
"Bedford, MA HCS",786,8,731,47,13204,8274
"Saginaw, MI HCS",760,24,691,45,7494,3283
"Finger Lakes, NY HCS",743,9,700,34,8173,3853
Central Western Massachusetts HCS,720,21,648,51,7025,3014
"Erie, PA HCS",709,16,660,33,5456,2955
"Iron Mountain, MI HCS",692,9,654,29,6615,3256
"Tuscaloosa, AL HCS",688,7,643,38,3705,1629
"Anchorage, AK HCS",684,17,656,11,3981,2648
"San Francisco, CA HCS",673,15,625,33,8180,4411
"Cheyenne, WY HCS",666,19,619,28,5044,2797
"Albany, NY HCS",633,23,571,39,7536,3289
"Chillicothe, OH HCS",623,19,587,17,6613,3971
"Manchester, NH HCS",590,14,546,30,5152,1970
"Big Spring, TX HCS",565,9,512,44,3295,1944
"Togus, ME HCS",546,20,501,25,7800,2904
"Butler, PA HCS",518,9,494,15,5690,3190
"Clarksburg, WV HCS",513,16,463,34,4979,3156
"Coatesville, PA HCS",462,10,430,22,4854,3140
"Grand Junction, CO HCS",458,9,422,27,4271,2616
"Walla Walla, WA HCS",410,11,374,25,4025,2604
"Sheridan, WY HCS",352,1,345,6,3081,1516
"Honolulu, HI HCS",306,3,289,14,8888,4731
"Beckley, WV HCS",294,6,276,12,3654,2098
"Spokane, WA HCS",276,2,254,20,5598,4
"Roseburg, OR HCS",253,8,235,10,4961,2305
"White River Junction, VT HCS",231,5,216,10,5664,2682
"White City, OR HCS",226,11,194,21,3916,2111
"Manila, PI HCS",2,0,2,0,0,0
