Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths,InitialVaccineVeteranTotal,CompletedVaccineVeteranTotal
"Washington, DC HCS",2021,71,1839,111,8513,4490
"Columbia, MO HCS",2013,27,1854,132,9734,6419
Southern Arizona HCS,1991,45,1800,146,10189,2295
"Oklahoma City, OK HCS",1979,46,1796,137,8917,3423
"Miami, FL HCS",1953,52,1852,49,14475,7119
"Boston, MA HCS",1911,55,1732,124,9491,1960
"Philadelphia, PA HCS",1900,48,1760,92,11956,5705
New Jersey HCS,1897,70,1680,147,5652,982
"Asheville, NC HCS",1869,60,1713,96,4922,1919
"Gulf Coast, MS HCS",1860,57,1731,72,6882,2137
"Louisville, KY HCS",1852,64,1702,86,6399,2113
"New Orleans, LA HCS",1850,33,1720,97,17850,8767
"Fayetteville, AR HCS",1809,40,1670,99,5876,2275
"Chicago, IL HCS",1806,31,1694,81,8397,5552
Connecticut HCS,1802,66,1651,85,15664,7710
"Lebanon, PA HCS",1727,48,1567,112,7253,2318
New York Harbor HCS,1720,53,1540,127,10578,6905
"Richmond, VA HCS",1715,90,1546,79,8908,3178
"Augusta, GA HCS",1702,89,1531,82,7958,4959
"Palo Alto, CA HCS",1652,61,1505,86,9041,4558
"Cincinnati, OH HCS",1616,49,1516,51,5739,2432
"Shreveport, LA HCS",1610,18,1495,97,5732,2623
Central Alabama HCS,1581,42,1486,53,5192,1239
"Pittsburgh, PA HCS",1546,40,1423,83,14509,7760
"West Palm Beach, FL HCS",1538,53,1424,61,16223,8576
"Salt Lake City, UT HCS",1533,52,1419,62,7000,2178
"Dayton, OH HCS",1528,37,1436,55,6211,2665
"Madison, WI HCS",1525,19,1433,73,7677,2644
"Boise, ID HCS",1519,32,1426,61,5820,3313
"Bronx, NY HCS",1504,45,1345,114,4738,604
"Fresno, CA HCS",1499,46,1372,81,5919,1591
"Dublin, GA HCS",1482,49,1387,46,6806,2385
"Ann Arbor, MI HCS",1475,22,1400,53,19590,10608
"Iowa City, IA HCS",1475,45,1360,70,5886,1457
"Baltimore, MD HCS",1446,54,1336,56,10147,6159
New Mexico HCS,1424,44,1296,84,8545,4589
"El Paso, TX HCS",1354,45,1209,100,3220,1446
Northern Indiana HCS,1342,29,1253,60,6238,2326
"Columbus, OH HCS",1330,28,1247,55,4748,1268
"Fargo, ND HCS",1318,18,1192,108,8203,2639
"Hampton, VA HCS",1303,52,1230,21,3835,974
Western New York HCS,1296,39,1183,74,10935,5597
"Wichita, KS HCS",1290,34,1186,70,3753,1320
"Lexington, KY HCS",1284,36,1162,86,8907,7140
"Puget Sound, WA HCS",1272,27,1194,51,11629,4815
"Memphis, TN HCS",1262,31,1159,72,8393,3668
"Sioux Falls, SD HCS",1258,37,1150,71,5979,1951
Eastern Kansas HCS,1248,22,1193,33,5718,2040
"Amarillo, TX HCS",1231,14,1159,58,3667,1858
"St. Cloud, MN HCS",1228,20,1152,56,7242,2228
Central Iowa HCS,1193,35,1098,60,4760,856
"Martinsburg, WV HCS",1171,33,1090,48,5829,1016
Montana HCS,1165,21,1094,50,5049,1292
"Poplar Bluff, MO HCS",1113,10,1024,79,1831,500
"Jackson, MS HCS",1112,15,1028,69,5803,2728
"Portland, OR HCS",1098,30,1025,43,13795,10453
"Salem, VA HCS",1059,39,951,69,3826,1273
"Providence, RI HCS",1050,41,932,77,4805,955
"Alexandria, LA HCS",1038,9,982,47,3909,1679
"San Juan, PR HCS",1012,14,950,48,13731,5621
"Black Hills, SD HCS",999,19,942,38,5389,2248
"Battle Creek, MI HCS",997,21,910,66,5019,1409
"Reno, NV HCS",986,29,897,60,4901,1735
"Marion, IL HCS",941,23,867,51,3487,1336
"Wilkes-Barre, PA HCS",935,36,842,57,5773,1271
"Altoona, PA HCS",932,22,861,49,4999,1756
"Tomah, WI HCS",898,18,853,27,5147,1700
"Wilmington, DE HCS",895,26,834,35,8213,4181
"Syracuse, NY HCS",884,30,795,59,6427,1840
"Northport, NY HCS",880,37,785,58,6444,1830
Northern Arizona HCS,816,26,751,39,5177,1837
"Detroit, MI HCS",788,11,695,82,4251,1266
"Huntington, WV HCS",788,19,708,61,5177,2260
"Danville, IL HCS",775,14,716,45,4187,1117
"Hudson Valley, NY HCS",772,12,726,34,6390,1848
"Bedford, MA HCS",754,12,696,46,9351,4932
"Saginaw, MI HCS",703,16,646,41,4923,1245
"Finger Lakes, NY HCS",701,26,645,30,5905,1511
"Erie, PA HCS",677,18,627,32,4007,1150
"Iron Mountain, MI HCS",675,8,638,29,5528,1780
"Tuscaloosa, AL HCS",668,13,620,35,2504,599
Central Western Massachusetts HCS,661,26,588,47,4122,1318
"San Francisco, CA HCS",644,30,581,33,6145,1245
"Anchorage, AK HCS",640,26,603,11,2899,1382
"Cheyenne, WY HCS",634,8,598,28,3776,1126
"Chillicothe, OH HCS",585,15,557,13,4381,2472
"Albany, NY HCS",578,22,518,38,5329,1113
"Manchester, NH HCS",547,21,502,24,3576,901
"Big Spring, TX HCS",543,5,496,42,2069,1144
"Togus, ME HCS",509,21,465,23,3894,1129
"Butler, PA HCS",500,16,469,15,4232,1448
"Clarksburg, WV HCS",478,24,424,30,4002,1635
"Coatesville, PA HCS",440,14,407,19,3843,1331
"Grand Junction, CO HCS",440,11,407,22,3377,1438
"Walla Walla, WA HCS",390,10,355,25,3151,1247
"Sheridan, WY HCS",345,4,335,6,2514,848
"Honolulu, HI HCS",295,4,278,13,5799,2071
"Beckley, WV HCS",283,14,259,10,2646,662
"Spokane, WA HCS",266,2,244,20,3281,0
"Roseburg, OR HCS",230,20,202,8,3177,926
"White City, OR HCS",209,10,179,20,2883,798
"White River Junction, VT HCS",207,5,196,6,3516,854
"Manila, PI HCS",2,0,2,0,0,0
