Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths,InitialVaccineVeteranTotal,CompletedVaccineVeteranTotal
"Salt Lake City, UT HCS",1550,36,1452,62,8104,3685
"Dayton, OH HCS",1543,23,1462,58,7418,3797
"Boise, ID HCS",1539,28,1450,61,6636,4223
"Madison, WI HCS",1539,19,1445,75,9853,3504
"Fresno, CA HCS",1538,50,1406,82,7316,3318
"Bronx, NY HCS",1536,41,1379,116,5350,1924
"Dublin, GA HCS",1502,30,1425,47,7508,3177
"Ann Arbor, MI HCS",1499,33,1410,56,22681,14419
"Iowa City, IA HCS",1497,39,1386,72,6954,2126
"Baltimore, MD HCS",1493,61,1372,60,11433,9553
New Mexico HCS,1445,36,1325,84,10271,6903
"El Paso, TX HCS",1398,48,1249,101,4205,1812
Northern Indiana HCS,1371,36,1275,60,7291,3182
"Columbus, OH HCS",1353,32,1263,58,6647,1882
"Hampton, VA HCS",1353,47,1281,25,4726,1938
Western New York HCS,1337,37,1225,75,14057,7556
"Fargo, ND HCS",1336,23,1205,108,8881,3527
"Wichita, KS HCS",1309,29,1210,70,5139,2120
"Lexington, KY HCS",1304,35,1179,90,9701,8325
"Puget Sound, WA HCS",1296,29,1213,54,15972,6684
"Memphis, TN HCS",1285,29,1183,73,9395,7182
"Sioux Falls, SD HCS",1277,31,1174,72,6546,2535
Eastern Kansas HCS,1263,18,1209,36,7304,2883
"Amarillo, TX HCS",1250,17,1174,59,4764,2424
"St. Cloud, MN HCS",1250,29,1165,56,8501,3465
"Martinsburg, WV HCS",1212,43,1119,50,7719,2511
Central Iowa HCS,1209,24,1124,61,5823,2039
Montana HCS,1177,19,1107,51,6064,2231
"Jackson, MS HCS",1132,18,1041,73,7279,3583
"Poplar Bluff, MO HCS",1124,13,1032,79,2646,866
"Portland, OR HCS",1123,29,1049,45,16507,11614
"Salem, VA HCS",1083,39,975,69,4821,1813
"Providence, RI HCS",1070,31,962,77,6685,1423
"Alexandria, LA HCS",1061,20,993,48,4988,2265
"San Juan, PR HCS",1030,16,966,48,16649,8195
"Battle Creek, MI HCS",1010,19,925,66,6162,1794
"Black Hills, SD HCS",1009,19,952,38,6086,2881
"Reno, NV HCS",1000,21,917,62,5763,2200
"Wilkes-Barre, PA HCS",975,41,875,59,7704,2410
"Altoona, PA HCS",964,26,888,50,5799,2690
"Marion, IL HCS",962,23,887,52,4315,2097
"Wilmington, DE HCS",920,29,855,36,9776,5425
"Northport, NY HCS",918,43,812,63,8072,2772
"Syracuse, NY HCS",912,28,825,59,7376,2574
"Tomah, WI HCS",912,15,870,27,6304,2228
Northern Arizona HCS,837,17,781,39,6103,2458
"Huntington, WV HCS",806,13,730,63,6009,3303
"Detroit, MI HCS",803,14,707,82,5760,1964
"Hudson Valley, NY HCS",794,19,741,34,7799,2552
"Danville, IL HCS",792,23,723,46,4892,1506
"Bedford, MA HCS",770,15,709,46,11061,6962
"Finger Lakes, NY HCS",725,18,675,32,6996,1879
"Saginaw, MI HCS",717,15,658,44,6011,1899
"Erie, PA HCS",697,26,638,33,4792,1904
"Iron Mountain, MI HCS",683,7,647,29,6097,2490
Central Western Massachusetts HCS,678,16,613,49,5328,1955
"Tuscaloosa, AL HCS",677,9,632,36,2998,995
"Anchorage, AK HCS",661,29,621,11,3387,2199
"San Francisco, CA HCS",655,19,603,33,7174,2136
"Cheyenne, WY HCS",643,9,606,28,4249,1931
"Albany, NY HCS",606,18,550,38,6519,1976
"Chillicothe, OH HCS",593,16,563,14,5723,2866
"Manchester, NH HCS",559,14,517,28,4341,1138
"Big Spring, TX HCS",553,7,503,43,2582,1525
"Togus, ME HCS",523,18,480,25,5715,1622
"Butler, PA HCS",510,12,483,15,4912,2110
"Clarksburg, WV HCS",497,26,438,33,4539,2631
"Coatesville, PA HCS",449,12,417,20,4429,1739
"Grand Junction, CO HCS",444,9,410,25,3725,1939
"Walla Walla, WA HCS",396,5,366,25,3489,1807
"Sheridan, WY HCS",347,3,338,6,2721,1140
"Honolulu, HI HCS",299,6,279,14,7460,2760
"Beckley, WV HCS",287,6,270,11,3084,1295
"Spokane, WA HCS",271,5,246,20,4389,0
"Roseburg, OR HCS",239,14,216,9,3855,1390
"White River Junction, VT HCS",218,9,202,7,4151,1342
"White City, OR HCS",215,10,184,21,3351,1394
"Manila, PI HCS",2,0,2,0,0,0
