Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths,InitialVaccineVeteranTotal,CompletedVaccineVeteranTotal
"West Palm Beach, FL HCS",1579,59,1459,61,18654,9859
"Salt Lake City, UT HCS",1545,39,1444,62,7953,3478
"Dayton, OH HCS",1539,24,1457,58,7310,3674
"Madison, WI HCS",1534,16,1443,75,9483,3339
"Boise, ID HCS",1533,31,1441,61,6487,4118
"Fresno, CA HCS",1531,50,1399,82,7134,3037
"Bronx, NY HCS",1527,39,1372,116,5259,1631
"Dublin, GA HCS",1498,31,1420,47,7322,3032
"Ann Arbor, MI HCS",1494,31,1407,56,22299,13900
"Iowa City, IA HCS",1494,40,1382,72,6818,2011
"Baltimore, MD HCS",1486,63,1363,60,11122,9385
New Mexico HCS,1441,36,1321,84,10087,6529
"El Paso, TX HCS",1391,50,1240,101,4036,1747
Northern Indiana HCS,1362,33,1269,60,7091,3006
"Columbus, OH HCS",1350,29,1263,58,6412,1729
"Fargo, ND HCS",1334,23,1203,108,8843,3500
Western New York HCS,1328,35,1218,75,13575,7143
"Hampton, VA HCS",1322,34,1266,22,4624,1782
"Wichita, KS HCS",1308,32,1206,70,5005,2128
"Lexington, KY HCS",1302,36,1176,90,9586,8120
"Puget Sound, WA HCS",1291,30,1207,54,15340,6485
"Memphis, TN HCS",1281,30,1178,73,9199,7007
"Sioux Falls, SD HCS",1272,30,1170,72,6394,2510
Eastern Kansas HCS,1262,19,1207,36,7225,2784
"Amarillo, TX HCS",1245,16,1170,59,4696,2380
"St. Cloud, MN HCS",1244,26,1162,56,8233,3236
Central Iowa HCS,1209,26,1123,60,5614,1945
"Martinsburg, WV HCS",1203,44,1109,50,7509,2301
Montana HCS,1173,20,1102,51,5996,1995
"Jackson, MS HCS",1124,17,1034,73,7179,3430
"Poplar Bluff, MO HCS",1122,12,1031,79,2418,725
"Portland, OR HCS",1116,28,1043,45,16429,11463
"Salem, VA HCS",1078,38,971,69,4601,1703
"Providence, RI HCS",1068,36,955,77,6386,1406
"Alexandria, LA HCS",1053,16,989,48,4903,2167
"San Juan, PR HCS",1026,17,961,48,15996,7972
"Battle Creek, MI HCS",1009,21,922,66,5982,1702
"Black Hills, SD HCS",1008,19,951,38,6045,2806
"Reno, NV HCS",999,24,913,62,5560,2118
"Wilkes-Barre, PA HCS",968,39,870,59,7487,2373
"Altoona, PA HCS",961,27,884,50,5626,2490
"Marion, IL HCS",957,21,884,52,4198,1975
"Wilmington, DE HCS",917,32,849,36,9660,5195
"Northport, NY HCS",914,41,810,63,7923,2360
"Tomah, WI HCS",908,20,861,27,6267,2181
"Syracuse, NY HCS",907,29,819,59,7380,2580
Northern Arizona HCS,828,12,777,39,5928,2214
"Huntington, WV HCS",802,13,726,63,5929,3204
"Detroit, MI HCS",801,13,706,82,5589,1870
"Hudson Valley, NY HCS",789,18,737,34,7565,2486
"Danville, IL HCS",788,18,724,46,4731,1493
"Bedford, MA HCS",767,14,707,46,10800,6853
"Finger Lakes, NY HCS",720,15,673,32,6905,1905
"Saginaw, MI HCS",714,14,656,44,5986,1717
"Erie, PA HCS",690,20,637,33,4771,1690
"Iron Mountain, MI HCS",681,6,646,29,6087,2393
"Tuscaloosa, AL HCS",676,8,632,36,2918,906
Central Western Massachusetts HCS,674,16,609,49,5216,1854
"Anchorage, AK HCS",656,30,615,11,3263,2144
"San Francisco, CA HCS",652,20,599,33,7053,2051
"Cheyenne, WY HCS",642,12,602,28,4175,1838
"Albany, NY HCS",605,19,548,38,6441,1912
"Chillicothe, OH HCS",590,12,564,14,5619,2850
"Manchester, NH HCS",557,16,514,27,4115,1130
"Big Spring, TX HCS",551,5,503,43,2514,1501
"Togus, ME HCS",521,17,479,25,5591,1571
"Butler, PA HCS",510,15,480,15,4809,1999
"Clarksburg, WV HCS",494,25,436,33,4490,2542
"Coatesville, PA HCS",447,12,415,20,4269,1694
"Grand Junction, CO HCS",442,7,410,25,3642,1833
"Walla Walla, WA HCS",395,7,363,25,3451,1771
"Sheridan, WY HCS",346,3,337,6,2701,1062
"Honolulu, HI HCS",298,5,279,14,7332,2628
"Beckley, WV HCS",287,6,270,11,3036,1195
"Spokane, WA HCS",271,6,245,20,3867,1
"Roseburg, OR HCS",238,15,214,9,3838,1314
"White City, OR HCS",215,11,183,21,3319,1253
"White River Junction, VT HCS",214,6,201,7,4045,1273
"Manila, PI HCS",2,0,2,0,0,0
