Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths,InitialVaccineVeteranTotal,CompletedVaccineVeteranTotal
"Portland, OR HCS",1077,26,1011,40,11875,6350
"Alexandria, LA HCS",1031,23,961,47,3863,1485
"Salem, VA HCS",1020,36,917,67,3560,519
"Providence, RI HCS",1014,49,891,74,3408,635
"San Juan, PR HCS",1002,16,939,47,12003,1458
"Black Hills, SD HCS",983,20,925,38,4956,1485
"Battle Creek, MI HCS",981,16,900,65,4454,622
"Reno, NV HCS",967,20,890,57,4334,681
"Marion, IL HCS",926,32,845,49,3216,958
"Altoona, PA HCS",908,17,844,47,4724,1535
"Wilkes-Barre, PA HCS",907,37,818,52,5538,910
"Tomah, WI HCS",880,12,843,25,4703,1081
"Wilmington, DE HCS",868,36,798,34,7342,2046
"Syracuse, NY HCS",860,34,769,57,5621,717
"Northport, NY HCS",847,35,756,56,5055,408
"Detroit, MI HCS",781,13,686,82,3587,915
Northern Arizona HCS,778,14,725,39,3376,1231
"Huntington, WV HCS",774,42,675,57,4991,1115
"Danville, IL HCS",762,17,704,41,4008,891
"Hudson Valley, NY HCS",761,16,715,30,5409,1013
"Bedford, MA HCS",742,12,687,43,8002,3246
"Saginaw, MI HCS",692,24,628,40,4272,984
"Finger Lakes, NY HCS",688,27,631,30,4945,595
"Iron Mountain, MI HCS",671,10,633,28,4817,1167
"Erie, PA HCS",661,21,612,28,3974,864
"Tuscaloosa, AL HCS",660,13,612,35,2190,225
Central Western Massachusetts HCS,645,24,575,46,3946,1050
"Cheyenne, WY HCS",628,14,587,27,3399,703
"San Francisco, CA HCS",624,26,567,31,5147,174
"Anchorage, AK HCS",615,13,591,11,2653,606
"Chillicothe, OH HCS",570,18,539,13,4193,1840
"Albany, NY HCS",564,31,497,36,4909,489
"Big Spring, TX HCS",534,7,486,41,2039,493
"Manchester, NH HCS",530,20,486,24,2903,573
"Togus, ME HCS",495,25,450,20,3507,903
"Butler, PA HCS",486,13,458,15,4104,1242
"Clarksburg, WV HCS",465,36,404,25,3387,754
"Grand Junction, CO HCS",431,16,394,21,2579,867
"Coatesville, PA HCS",427,14,395,18,3799,1071
"Walla Walla, WA HCS",384,13,348,23,2663,717
"Sheridan, WY HCS",342,4,332,6,2294,492
"Honolulu, HI HCS",288,3,272,13,4495,1017
"Beckley, WV HCS",273,21,242,10,2123,377
"Spokane, WA HCS",264,2,242,20,2266,0
"Roseburg, OR HCS",216,20,189,7,2366,250
"White City, OR HCS",200,12,168,20,2438,269
"White River Junction, VT HCS",198,7,185,6,3211,258
"Manila, PI HCS",2,0,2,0,0,0
