Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths,InitialVaccineVeteranTotal,CompletedVaccineVeteranTotal
"Chillicothe, OH HCS",580,19,548,13,4372,2290
"Big Spring, TX HCS",541,5,495,41,2070,538
"Manchester, NH HCS",541,20,497,24,3315,581
"Togus, ME HCS",508,26,459,23,3819,926
"Butler, PA HCS",496,14,467,15,4225,1443
"Clarksburg, WV HCS",472,21,423,28,3608,997
"Grand Junction, CO HCS",439,13,404,22,2881,1220
"Coatesville, PA HCS",438,15,404,19,3820,1286
"Walla Walla, WA HCS",388,10,353,25,2873,1019
"Sheridan, WY HCS",344,4,334,6,2448,550
"Honolulu, HI HCS",290,1,276,13,5696,1774
"Beckley, WV HCS",280,18,252,10,2408,522
"Spokane, WA HCS",265,2,243,20,2932,0
"Roseburg, OR HCS",223,17,198,8,2947,390
"White City, OR HCS",207,9,178,20,2614,645
"White River Junction, VT HCS",201,4,191,6,3491,663
"Manila, PI HCS",2,0,2,0,0,0
