Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths,InitialVaccineVeteranTotal,CompletedVaccineVeteranTotal
"Muskogee, OK HCS",2227,26,2060,141,8149,3927
"Durham, NC HCS",2215,58,2062,95,19036,11129
"Kansas City, MO HCS",2211,33,2082,96,15484,11216
Nebraska-W Iowa HCS,2132,35,1975,122,25947,18991
"Washington, DC HCS",2119,57,1949,113,11537,7497
"Miami, FL HCS",2084,45,1985,54,19020,10742
Southern Arizona HCS,2065,25,1881,159,14598,6697
"Columbia, MO HCS",2052,24,1896,132,11222,8476
"Oklahoma City, OK HCS",2030,35,1853,142,13973,8711
New Jersey HCS,2028,77,1803,148,8608,3310
"Boston, MA HCS",2006,34,1842,130,12721,7746
"Philadelphia, PA HCS",1989,45,1849,95,16756,10118
"Gulf Coast, MS HCS",1960,49,1830,81,13352,4910
"Asheville, NC HCS",1957,34,1824,99,7863,4071
"New Orleans, LA HCS",1935,26,1810,99,22674,17131
"Louisville, KY HCS",1932,44,1798,90,8895,4395
Connecticut HCS,1926,49,1787,90,20776,13416
"Fayetteville, AR HCS",1899,42,1755,102,9605,4456
"Chicago, IL HCS",1848,20,1746,82,13625,7309
"Richmond, VA HCS",1833,74,1674,85,15304,7820
New York Harbor HCS,1827,64,1635,128,14041,9770
"Lebanon, PA HCS",1805,39,1652,114,12865,6219
"Augusta, GA HCS",1770,32,1653,85,12544,7603
"Palo Alto, CA HCS",1723,30,1602,91,14627,7977
"Cincinnati, OH HCS",1691,33,1604,54,8745,3926
Central Alabama HCS,1659,34,1568,57,8323,3870
"Shreveport, LA HCS",1651,18,1534,99,7969,4483
"West Palm Beach, FL HCS",1646,44,1538,64,21164,13526
"Pittsburgh, PA HCS",1635,36,1511,88,17131,12684
"Fresno, CA HCS",1584,46,1456,82,8394,4933
"Boise, ID HCS",1583,38,1484,61,7555,4763
"Dayton, OH HCS",1579,20,1499,60,8570,5110
"Bronx, NY HCS",1578,34,1428,116,6011,3066
"Madison, WI HCS",1574,29,1469,76,11698,6127
"Salt Lake City, UT HCS",1573,21,1490,62,9690,5427
"Ann Arbor, MI HCS",1530,34,1438,58,24617,18020
"Baltimore, MD HCS",1528,44,1421,63,14168,10062
"Dublin, GA HCS",1527,17,1462,48,9225,4548
"Iowa City, IA HCS",1520,19,1428,73,7933,3040
New Mexico HCS,1479,22,1370,87,12521,8189
"El Paso, TX HCS",1427,32,1291,104,5329,2193
"Columbus, OH HCS",1401,30,1312,59,7935,3157
Northern Indiana HCS,1401,28,1311,62,8458,5023
"Hampton, VA HCS",1399,42,1331,26,5673,2874
Western New York HCS,1364,33,1255,76,16309,10478
"Fargo, ND HCS",1351,12,1228,111,10750,7082
"Puget Sound, WA HCS",1346,47,1245,54,22716,8954
"Lexington, KY HCS",1334,31,1210,93,10891,8763
"Wichita, KS HCS",1333,24,1239,70,5999,2931
"Memphis, TN HCS",1304,28,1202,74,11563,7950
"Sioux Falls, SD HCS",1303,23,1206,74,7003,4014
Eastern Kansas HCS,1284,18,1230,36,8582,4685
"St. Cloud, MN HCS",1266,21,1189,56,10244,5103
"Amarillo, TX HCS",1265,9,1196,60,5619,3131
"Martinsburg, WV HCS",1239,35,1150,54,9412,3963
Central Iowa HCS,1231,22,1145,64,6527,3090
Montana HCS,1204,26,1127,51,6727,3376
"Portland, OR HCS",1168,24,1097,47,20057,12271
"Jackson, MS HCS",1165,19,1073,73,8375,4693
"Poplar Bluff, MO HCS",1134,10,1044,80,2954,1435
"Providence, RI HCS",1119,29,1012,78,8953,2595
"Salem, VA HCS",1107,31,1005,71,6456,3336
"Alexandria, LA HCS",1098,32,1018,48,5915,3309
"San Juan, PR HCS",1042,14,980,48,19968,11694
"Battle Creek, MI HCS",1035,22,946,67,7899,3464
"Black Hills, SD HCS",1019,12,969,38,6540,4099
"Reno, NV HCS",1018,20,935,63,7082,3689
"Wilkes-Barre, PA HCS",1007,32,915,60,9500,4051
"Altoona, PA HCS",982,23,908,51,6915,3729
"Marion, IL HCS",973,19,901,53,5181,3038
"Northport, NY HCS",958,38,856,64,9110,5734
"Syracuse, NY HCS",943,24,860,59,8375,4196
"Wilmington, DE HCS",939,20,882,37,11801,7263
"Tomah, WI HCS",924,12,884,28,7519,3293
Northern Arizona HCS,855,14,797,44,7703,3097
"Detroit, MI HCS",830,24,723,83,7186,2912
"Huntington, WV HCS",824,16,744,64,6932,4773
"Danville, IL HCS",820,16,755,49,5635,2607
"Hudson Valley, NY HCS",808,20,753,35,8790,3982
"Bedford, MA HCS",786,9,730,47,13204,8274
"Saginaw, MI HCS",759,32,682,45,7494,3283
"Finger Lakes, NY HCS",740,10,696,34,8173,3853
Central Western Massachusetts HCS,717,22,645,50,7025,3014
"Erie, PA HCS",707,18,656,33,5456,2955
"Iron Mountain, MI HCS",692,12,651,29,6615,3256
"Tuscaloosa, AL HCS",686,8,640,38,3705,1629
"Anchorage, AK HCS",681,20,650,11,3981,2648
"San Francisco, CA HCS",670,14,623,33,8180,4411
"Cheyenne, WY HCS",665,18,619,28,5044,2797
"Albany, NY HCS",631,23,570,38,7536,3289
"Chillicothe, OH HCS",620,23,580,17,6613,3971
"Manchester, NH HCS",590,14,547,29,5152,1970
"Big Spring, TX HCS",565,10,511,44,3295,1944
"Togus, ME HCS",542,20,497,25,7800,2904
"Butler, PA HCS",518,10,493,15,5690,3190
"Clarksburg, WV HCS",513,19,460,34,4979,3156
"Coatesville, PA HCS",462,13,427,22,4854,3140
"Grand Junction, CO HCS",457,9,422,26,4271,2616
"Walla Walla, WA HCS",410,11,374,25,4025,2604
"Sheridan, WY HCS",351,1,344,6,3081,1516
"Honolulu, HI HCS",306,4,288,14,8888,4731
"Beckley, WV HCS",292,4,276,12,3654,2098
"Spokane, WA HCS",276,5,251,20,5598,4
"Roseburg, OR HCS",253,11,232,10,4961,2305
"White River Junction, VT HCS",231,7,214,10,5664,2682
"White City, OR HCS",225,11,193,21,3916,2111
"Manila, PI HCS",2,0,2,0,0,0
