Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths,InitialVaccineVeteranTotal,CompletedVaccineVeteranTotal
"Amarillo, TX HCS",1208,35,1122,51,2635,358
Eastern Kansas HCS,1206,53,1122,31,3105,399
"Sioux Falls, SD HCS",1205,54,1085,66,2578,300
"Puget Sound, WA HCS",1200,46,1105,49,6140,158
"Lexington, KY HCS",1198,74,1043,81,8015,888
"St. Cloud, MN HCS",1187,24,1108,55,3890,151
"Hampton, VA HCS",1179,102,1059,18,2272,281
"Memphis, TN HCS",1169,68,1036,65,6826,272
Montana HCS,1136,37,1053,46,2556,56
Central Iowa HCS,1131,46,1032,53,2360,59
"Martinsburg, WV HCS",1090,48,998,44,2889,115
"Poplar Bluff, MO HCS",1081,41,963,77,1149,44
"Jackson, MS HCS",1071,47,961,63,3840,994
"Portland, OR HCS",1045,47,958,40,11087,1763
"Alexandria, LA HCS",1010,38,926,46,2549,509
"Salem, VA HCS",988,60,867,61,2012,28
"San Juan, PR HCS",987,26,916,45,8936,252
"Providence, RI HCS",978,63,846,69,1666,20
"Black Hills, SD HCS",971,24,909,38,3257,132
"Battle Creek, MI HCS",960,19,878,63,2051,65
"Reno, NV HCS",941,27,858,56,2266,33
"Marion, IL HCS",892,30,813,49,2326,440
"Altoona, PA HCS",890,34,812,44,2953,842
"Wilkes-Barre, PA HCS",871,54,767,50,2611,213
"Tomah, WI HCS",861,16,821,24,2232,130
"Syracuse, NY HCS",832,68,717,47,2755,33
"Wilmington, DE HCS",830,43,755,32,4865,679
"Northport, NY HCS",810,42,713,55,2915,102
"Detroit, MI HCS",778,26,671,81,2075,262
Northern Arizona HCS,766,27,702,37,2785,360
"Danville, IL HCS",744,30,675,39,1531,149
"Hudson Valley, NY HCS",735,28,677,30,2711,142
"Bedford, MA HCS",723,18,663,42,5478,1469
"Huntington, WV HCS",722,51,615,56,3727,410
"Saginaw, MI HCS",668,18,610,40,1930,73
"Finger Lakes, NY HCS",665,30,607,28,2195,218
"Iron Mountain, MI HCS",661,9,624,28,2627,440
"Erie, PA HCS",641,46,568,27,2224,332
"Tuscaloosa, AL HCS",637,16,587,34,1238,101
Central Western Massachusetts HCS,621,25,552,44,2052,121
"Cheyenne, WY HCS",621,19,580,22,2147,100
"Anchorage, AK HCS",602,15,577,10,2259,99
"San Francisco, CA HCS",602,38,536,28,2369,89
"Chillicothe, OH HCS",549,26,510,13,3272,624
"Albany, NY HCS",537,44,460,33,2199,38
"Big Spring, TX HCS",528,14,475,39,1740,66
"Manchester, NH HCS",508,30,455,23,1275,177
"Butler, PA HCS",474,17,442,15,2414,619
"Togus, ME HCS",463,45,400,18,1428,249
"Clarksburg, WV HCS",423,40,361,22,2799,362
"Coatesville, PA HCS",416,20,378,18,2090,370
"Grand Junction, CO HCS",415,25,370,20,2078,166
"Walla Walla, WA HCS",370,7,342,21,2132,176
"Sheridan, WY HCS",340,10,324,6,1250,118
"Honolulu, HI HCS",284,7,265,12,2663,219
"Spokane, WA HCS",256,2,234,20,1147,0
"Beckley, WV HCS",252,12,232,8,1390,127
"Roseburg, OR HCS",199,10,183,6,1447,33
"White City, OR HCS",194,11,164,19,1652,123
"White River Junction, VT HCS",189,25,159,5,1597,65
"Manila, PI HCS",2,0,2,0,0,0
