Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths,InitialVaccineVeteranTotal,CompletedVaccineVeteranTotal
"Huntington, WV HCS",794,22,711,61,5271,2482
"Detroit, MI HCS",789,11,696,82,4437,1318
"Danville, IL HCS",778,13,720,45,4221,1121
"Hudson Valley, NY HCS",771,10,727,34,6586,2040
"Bedford, MA HCS",758,16,696,46,9545,5006
"Saginaw, MI HCS",705,16,648,41,5253,1259
"Finger Lakes, NY HCS",704,24,650,30,6012,1556
"Erie, PA HCS",685,24,629,32,4026,1243
"Iron Mountain, MI HCS",675,9,637,29,5539,1786
"Tuscaloosa, AL HCS",670,9,626,35,2574,691
Central Western Massachusetts HCS,661,24,590,47,4186,1339
"San Francisco, CA HCS",646,26,587,33,6249,1534
"Anchorage, AK HCS",639,26,602,11,2910,1498
"Cheyenne, WY HCS",634,8,598,28,3848,1235
"Chillicothe, OH HCS",586,15,558,13,4557,2493
"Albany, NY HCS",581,19,524,38,5470,1277
"Manchester, NH HCS",547,17,506,24,3564,909
"Big Spring, TX HCS",544,5,497,42,2264,1149
"Togus, ME HCS",510,16,471,23,3942,1147
"Butler, PA HCS",505,18,472,15,4334,1624
"Clarksburg, WV HCS",487,31,425,31,4111,1801
"Grand Junction, CO HCS",441,11,407,23,3468,1537
"Coatesville, PA HCS",439,10,410,19,3962,1442
"Walla Walla, WA HCS",391,11,355,25,3175,1282
"Sheridan, WY HCS",345,3,336,6,2627,933
"Honolulu, HI HCS",297,5,279,13,5976,2149
"Beckley, WV HCS",283,11,262,10,2713,759
"Spokane, WA HCS",267,3,244,20,3422,0
"Roseburg, OR HCS",231,14,209,8,3201,1012
"White City, OR HCS",209,9,180,20,2888,940
"White River Junction, VT HCS",208,5,197,6,3663,982
"Manila, PI HCS",2,0,2,0,0,0
