Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths,InitialVaccineVeteranTotal,CompletedVaccineVeteranTotal
"Miami, FL HCS",1985,56,1880,49,15220,7797
"Boston, MA HCS",1932,44,1763,125,9965,2920
"Philadelphia, PA HCS",1924,49,1782,93,12867,6322
New Jersey HCS,1919,52,1720,147,6021,1677
"Asheville, NC HCS",1891,60,1735,96,5013,2489
"Gulf Coast, MS HCS",1873,40,1757,76,7706,2663
"New Orleans, LA HCS",1872,32,1743,97,19203,10479
"Louisville, KY HCS",1865,50,1727,88,6828,2727
Connecticut HCS,1828,58,1685,85,16732,8544
"Chicago, IL HCS",1820,29,1710,81,9302,6024
"Fayetteville, AR HCS",1820,36,1685,99,6616,2667
"Lebanon, PA HCS",1753,50,1590,113,8493,3111
New York Harbor HCS,1746,48,1571,127,11409,7411
"Richmond, VA HCS",1733,72,1582,79,10075,4254
"Augusta, GA HCS",1721,74,1565,82,8774,5509
"Palo Alto, CA HCS",1673,49,1538,86,10539,4958
"Cincinnati, OH HCS",1640,49,1540,51,5783,2462
"Shreveport, LA HCS",1615,12,1506,97,5885,3290
Central Alabama HCS,1602,36,1512,54,6107,1563
"Pittsburgh, PA HCS",1573,44,1446,83,14582,9813
"West Palm Beach, FL HCS",1560,57,1442,61,17222,9687
"Salt Lake City, UT HCS",1542,45,1435,62,7710,2931
"Dayton, OH HCS",1536,28,1451,57,6433,3175
"Madison, WI HCS",1530,17,1439,74,8724,3032
"Boise, ID HCS",1525,28,1436,61,6199,3681
"Bronx, NY HCS",1516,40,1362,114,4999,1022
"Fresno, CA HCS",1515,45,1389,81,6727,2457
"Dublin, GA HCS",1496,39,1411,46,7000,2772
"Iowa City, IA HCS",1488,44,1373,71,6588,1825
"Ann Arbor, MI HCS",1481,24,1403,54,21178,12618
"Baltimore, MD HCS",1477,67,1352,58,10577,7939
New Mexico HCS,1432,37,1311,84,9341,5800
"El Paso, TX HCS",1372,44,1228,100,3458,1603
Northern Indiana HCS,1353,26,1267,60,6724,2714
"Columbus, OH HCS",1337,24,1256,57,5489,1566
"Fargo, ND HCS",1326,19,1199,108,8670,3044
"Hampton, VA HCS",1314,42,1251,21,4331,1291
Western New York HCS,1310,34,1202,74,11863,6645
"Wichita, KS HCS",1299,29,1200,70,4157,1934
"Lexington, KY HCS",1294,32,1175,87,9254,7791
"Puget Sound, WA HCS",1282,25,1205,52,13834,5983
"Memphis, TN HCS",1272,25,1175,72,8737,5467
"Sioux Falls, SD HCS",1270,32,1166,72,6048,2149
Eastern Kansas HCS,1256,20,1202,34,6454,2523
"St. Cloud, MN HCS",1236,22,1158,56,8007,2525
"Amarillo, TX HCS",1234,13,1162,59,4077,2238
Central Iowa HCS,1203,31,1112,60,5340,1276
"Martinsburg, WV HCS",1194,44,1101,49,6707,1841
Montana HCS,1168,19,1099,50,5835,1540
"Jackson, MS HCS",1120,15,1032,73,6484,3156
"Poplar Bluff, MO HCS",1118,13,1026,79,2102,726
"Portland, OR HCS",1111,29,1037,45,15073,10858
"Salem, VA HCS",1071,39,963,69,4286,1537
"Providence, RI HCS",1064,35,952,77,5873,1244
"Alexandria, LA HCS",1046,13,986,47,4329,1901
"San Juan, PR HCS",1016,11,957,48,15216,7129
"Black Hills, SD HCS",1005,19,948,38,5609,2451
"Battle Creek, MI HCS",1000,15,919,66,5479,1545
"Reno, NV HCS",993,22,909,62,5392,1927
"Wilkes-Barre, PA HCS",962,43,861,58,6653,1828
"Altoona, PA HCS",952,29,874,49,5325,2002
"Marion, IL HCS",950,23,876,51,3986,1706
"Wilmington, DE HCS",910,25,849,36,8696,4804
"Tomah, WI HCS",903,22,854,27,5478,1930
"Syracuse, NY HCS",899,30,810,59,6609,1905
"Northport, NY HCS",898,37,800,61,7174,2324
Northern Arizona HCS,823,15,769,39,5772,2092
"Huntington, WV HCS",799,14,724,61,5494,2896
"Detroit, MI HCS",792,10,700,82,4818,1521
"Danville, IL HCS",785,17,723,45,4542,1151
"Hudson Valley, NY HCS",772,8,730,34,6981,2284
"Bedford, MA HCS",765,15,704,46,9881,5533
"Finger Lakes, NY HCS",716,21,664,31,6775,1680
"Saginaw, MI HCS",708,15,652,41,5328,1692
"Erie, PA HCS",686,20,634,32,4481,1575
"Iron Mountain, MI HCS",679,7,643,29,5556,2100
"Tuscaloosa, AL HCS",672,5,631,36,2730,835
Central Western Massachusetts HCS,671,18,606,47,4490,1474
"Anchorage, AK HCS",650,31,608,11,3041,1764
"San Francisco, CA HCS",650,25,592,33,6484,1866
"Cheyenne, WY HCS",638,8,602,28,4010,1404
"Albany, NY HCS",593,17,538,38,5847,1714
"Chillicothe, OH HCS",587,11,562,14,5176,2697
"Manchester, NH HCS",554,19,509,26,3788,1013
"Big Spring, TX HCS",544,3,499,42,2330,1153
"Togus, ME HCS",515,16,476,23,4062,1198
"Butler, PA HCS",510,18,477,15,4539,1850
"Clarksburg, WV HCS",488,26,430,32,4313,2136
"Coatesville, PA HCS",442,10,413,19,4253,1688
"Grand Junction, CO HCS",441,8,409,24,3537,1727
"Walla Walla, WA HCS",395,9,361,25,3337,1623
"Sheridan, WY HCS",345,2,337,6,2677,1040
"Honolulu, HI HCS",298,5,279,14,6390,2401
"Beckley, WV HCS",284,5,268,11,2899,984
"Spokane, WA HCS",270,5,245,20,3630,0
"Roseburg, OR HCS",234,12,214,8,3426,1177
"White River Junction, VT HCS",213,6,200,7,3914,1266
"White City, OR HCS",212,10,182,20,3088,1110
"Manila, PI HCS",2,0,2,0,0,0
