Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths,InitialVaccineVeteranTotal,CompletedVaccineVeteranTotal
"Iron Mountain, MI HCS",667,10,629,28,3155,831
"Tuscaloosa, AL HCS",656,16,605,35,1583,158
"Erie, PA HCS",653,27,598,28,2931,563
Central Western Massachusetts HCS,640,27,568,45,2876,291
"Cheyenne, WY HCS",627,16,584,27,2710,626
"San Francisco, CA HCS",620,26,563,31,3918,157
"Anchorage, AK HCS",613,18,584,11,2517,368
"Chillicothe, OH HCS",567,24,530,13,3841,1187
"Albany, NY HCS",556,38,482,36,3009,231
"Big Spring, TX HCS",532,13,478,41,1874,488
"Manchester, NH HCS",521,22,475,24,1704,414
"Butler, PA HCS",483,20,448,15,3064,1117
"Togus, ME HCS",474,35,419,20,2318,452
"Clarksburg, WV HCS",443,34,385,24,3106,652
"Grand Junction, CO HCS",427,24,382,21,2362,589
"Coatesville, PA HCS",425,18,389,18,2956,898
"Walla Walla, WA HCS",381,11,348,22,2527,564
"Sheridan, WY HCS",341,5,330,6,1468,324
"Honolulu, HI HCS",288,3,273,12,3548,735
"Spokane, WA HCS",264,4,240,20,1735,0
"Beckley, WV HCS",263,14,239,10,1926,304
"Roseburg, OR HCS",211,17,187,7,2254,60
"White City, OR HCS",198,10,168,20,1980,177
"White River Junction, VT HCS",194,13,175,6,2308,132
"Manila, PI HCS",2,0,2,0,0,0
