Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths,InitialVaccineVeteranTotal,CompletedVaccineVeteranTotal
New Jersey HCS,1910,58,1705,147,5876,1418
"Asheville, NC HCS",1884,59,1729,96,4973,2228
"Gulf Coast, MS HCS",1872,50,1748,74,7308,2529
"New Orleans, LA HCS",1867,30,1740,97,18860,9949
"Louisville, KY HCS",1859,51,1721,87,6727,2482
Connecticut HCS,1819,58,1676,85,16640,7922
"Fayetteville, AR HCS",1819,39,1681,99,6309,2580
"Chicago, IL HCS",1812,26,1705,81,8903,5899
"Lebanon, PA HCS",1749,54,1582,113,7981,2849
New York Harbor HCS,1740,47,1566,127,11165,7163
"Richmond, VA HCS",1728,81,1568,79,9653,3973
"Augusta, GA HCS",1720,81,1557,82,8528,5341
"Palo Alto, CA HCS",1667,51,1530,86,10045,4928
"Cincinnati, OH HCS",1637,52,1534,51,5764,2450
"Shreveport, LA HCS",1613,15,1501,97,5773,3167
Central Alabama HCS,1601,42,1505,54,5796,1456
"Pittsburgh, PA HCS",1564,43,1438,83,14564,9162
"West Palm Beach, FL HCS",1557,57,1439,61,16795,9498
"Salt Lake City, UT HCS",1537,44,1431,62,7523,2702
"Dayton, OH HCS",1534,31,1447,56,6359,3022
"Madison, WI HCS",1528,19,1435,74,8314,2951
"Boise, ID HCS",1521,26,1434,61,6060,3571
"Bronx, NY HCS",1512,41,1357,114,4924,837
"Fresno, CA HCS",1510,45,1384,81,6448,2161
"Dublin, GA HCS",1494,41,1407,46,6967,2668
"Iowa City, IA HCS",1487,48,1368,71,6313,1635
"Ann Arbor, MI HCS",1477,22,1402,53,20759,11993
"Baltimore, MD HCS",1468,65,1347,56,10446,7442
New Mexico HCS,1430,40,1306,84,9097,5354
"El Paso, TX HCS",1368,44,1224,100,3378,1554
Northern Indiana HCS,1350,30,1260,60,6544,2611
"Columbus, OH HCS",1337,27,1254,56,5258,1421
"Fargo, ND HCS",1321,16,1197,108,8586,2981
"Hampton, VA HCS",1309,45,1243,21,4183,1185
Western New York HCS,1307,38,1195,74,11552,6410
"Wichita, KS HCS",1295,31,1194,70,4015,1707
"Lexington, KY HCS",1292,34,1172,86,9110,7626
"Puget Sound, WA HCS",1277,26,1199,52,13193,5638
"Memphis, TN HCS",1269,26,1171,72,8579,4903
"Sioux Falls, SD HCS",1267,33,1162,72,6026,2142
Eastern Kansas HCS,1253,20,1200,33,6211,2398
"Amarillo, TX HCS",1234,14,1162,58,3843,2020
"St. Cloud, MN HCS",1234,21,1157,56,7715,2356
Central Iowa HCS,1200,33,1107,60,5143,1110
"Martinsburg, WV HCS",1190,48,1093,49,6453,1611
Montana HCS,1168,20,1098,50,5276,1512
"Jackson, MS HCS",1117,16,1032,69,6198,3043
"Poplar Bluff, MO HCS",1114,10,1025,79,2007,710
"Portland, OR HCS",1108,33,1031,44,14352,10665
"Salem, VA HCS",1068,40,959,69,4119,1447
"Providence, RI HCS",1058,33,948,77,5729,1092
"Alexandria, LA HCS",1042,10,985,47,4101,1826
"San Juan, PR HCS",1015,11,956,48,14707,6594
"Black Hills, SD HCS",1004,21,945,38,5557,2356
"Battle Creek, MI HCS",998,18,914,66,5298,1502
"Reno, NV HCS",992,27,904,61,5199,1862
"Wilkes-Barre, PA HCS",957,44,856,57,6357,1652
"Altoona, PA HCS",952,31,872,49,5225,1913
"Marion, IL HCS",948,22,875,51,3882,1540
"Wilmington, DE HCS",909,30,843,36,8586,4596
"Tomah, WI HCS",903,21,855,27,5365,1852
"Syracuse, NY HCS",891,28,804,59,6589,1893
"Northport, NY HCS",890,34,796,60,6957,2307
Northern Arizona HCS,820,19,762,39,5571,1906
"Huntington, WV HCS",797,17,719,61,5362,2657
"Detroit, MI HCS",791,11,698,82,4607,1381
"Danville, IL HCS",782,16,721,45,4354,1126
"Hudson Valley, NY HCS",770,10,726,34,6774,2174
"Bedford, MA HCS",762,14,702,46,9794,5251
"Finger Lakes, NY HCS",710,25,654,31,6214,1665
"Saginaw, MI HCS",708,16,651,41,5291,1553
"Erie, PA HCS",686,21,633,32,4334,1380
"Iron Mountain, MI HCS",677,6,642,29,5547,1901
"Tuscaloosa, AL HCS",671,5,631,35,2636,770
Central Western Massachusetts HCS,668,19,602,47,4385,1402
"San Francisco, CA HCS",649,27,589,33,6369,1741
"Anchorage, AK HCS",645,31,603,11,2991,1631
"Cheyenne, WY HCS",637,9,600,28,3925,1316
"Chillicothe, OH HCS",587,12,562,13,4852,2537
"Albany, NY HCS",586,17,531,38,5648,1489
"Manchester, NH HCS",552,17,509,26,3556,1011
"Big Spring, TX HCS",544,4,498,42,2264,1149
"Togus, ME HCS",514,18,473,23,4006,1173
"Butler, PA HCS",506,15,476,15,4421,1761
"Clarksburg, WV HCS",488,28,429,31,4231,2011
"Coatesville, PA HCS",443,12,412,19,4082,1574
"Grand Junction, CO HCS",441,10,408,23,3523,1627
"Walla Walla, WA HCS",392,9,358,25,3274,1350
"Sheridan, WY HCS",345,3,336,6,2640,946
"Honolulu, HI HCS",298,5,280,13,6173,2247
"Beckley, WV HCS",284,7,266,11,2797,873
"Spokane, WA HCS",268,4,244,20,3624,0
"Roseburg, OR HCS",232,12,212,8,3417,1022
"White City, OR HCS",212,10,182,20,3057,947
"White River Junction, VT HCS",212,6,199,7,3792,1132
"Manila, PI HCS",2,0,2,0,0,0
