Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths,InitialVaccineVeteranTotal,CompletedVaccineVeteranTotal
"Washington, DC HCS",2055,60,1883,112,9125,5327
"Columbia, MO HCS",2023,18,1873,132,10035,6944
Southern Arizona HCS,2011,44,1818,149,11389,3383
"Miami, FL HCS",1994,60,1885,49,15220,7797
"Oklahoma City, OK HCS",1991,35,1817,139,9966,5174
"Boston, MA HCS",1941,44,1772,125,9965,2920
New Jersey HCS,1938,65,1726,147,6021,1677
"Philadelphia, PA HCS",1932,43,1796,93,12867,6322
"Asheville, NC HCS",1902,66,1740,96,5013,2489
"Gulf Coast, MS HCS",1885,46,1763,76,7706,2663
"New Orleans, LA HCS",1877,35,1744,98,19203,10479
"Louisville, KY HCS",1871,52,1731,88,6828,2727
Connecticut HCS,1837,57,1695,85,16732,8544
"Fayetteville, AR HCS",1824,36,1689,99,6616,2667
"Chicago, IL HCS",1822,25,1716,81,9302,6024
"Lebanon, PA HCS",1763,52,1598,113,8493,3111
New York Harbor HCS,1755,53,1575,127,11409,7411
"Richmond, VA HCS",1738,70,1589,79,10075,4254
"Augusta, GA HCS",1727,70,1575,82,8774,5509
"Palo Alto, CA HCS",1675,51,1538,86,10539,4958
"Cincinnati, OH HCS",1644,46,1547,51,5783,2462
"Shreveport, LA HCS",1621,17,1507,97,5885,3290
Central Alabama HCS,1605,34,1517,54,6107,1563
"Pittsburgh, PA HCS",1581,45,1453,83,14582,9813
"West Palm Beach, FL HCS",1569,61,1447,61,17222,9687
"Salt Lake City, UT HCS",1545,40,1443,62,7710,2931
"Dayton, OH HCS",1538,25,1455,58,6433,3175
"Madison, WI HCS",1532,14,1443,75,8724,3032
"Boise, ID HCS",1528,28,1439,61,6199,3681
"Fresno, CA HCS",1527,47,1399,81,6727,2457
"Bronx, NY HCS",1526,41,1371,114,4999,1022
"Dublin, GA HCS",1500,34,1420,46,7000,2772
"Iowa City, IA HCS",1493,40,1381,72,6588,1825
"Ann Arbor, MI HCS",1484,26,1404,54,21178,12618
"Baltimore, MD HCS",1481,60,1363,58,10577,7939
New Mexico HCS,1435,35,1316,84,9341,5800
"El Paso, TX HCS",1377,47,1230,100,3458,1603
Northern Indiana HCS,1361,32,1269,60,6724,2714
"Columbus, OH HCS",1347,30,1260,57,5489,1566
"Fargo, ND HCS",1328,20,1200,108,8670,3044
Western New York HCS,1323,37,1212,74,11863,6645
"Hampton, VA HCS",1321,39,1261,21,4331,1291
"Wichita, KS HCS",1306,31,1205,70,4157,1934
"Lexington, KY HCS",1298,36,1172,90,9254,7791
"Puget Sound, WA HCS",1288,28,1207,53,13834,5983
"Memphis, TN HCS",1276,26,1178,72,8737,5467
"Sioux Falls, SD HCS",1272,31,1169,72,6048,2149
Eastern Kansas HCS,1258,19,1205,34,6454,2523
"St. Cloud, MN HCS",1241,23,1162,56,8007,2525
"Amarillo, TX HCS",1235,12,1164,59,4077,2238
Central Iowa HCS,1206,28,1118,60,5340,1276
"Martinsburg, WV HCS",1197,41,1107,49,6707,1841
Montana HCS,1172,19,1103,50,5835,1540
"Jackson, MS HCS",1123,16,1034,73,6484,3156
"Poplar Bluff, MO HCS",1120,11,1030,79,2102,726
"Portland, OR HCS",1115,30,1040,45,15073,10858
"Salem, VA HCS",1075,41,965,69,4286,1537
"Providence, RI HCS",1067,36,954,77,5873,1244
"Alexandria, LA HCS",1051,14,989,48,4329,1901
"San Juan, PR HCS",1020,15,957,48,15216,7129
"Black Hills, SD HCS",1007,20,949,38,5609,2451
"Battle Creek, MI HCS",1005,17,922,66,5479,1545
"Reno, NV HCS",996,23,911,62,5392,1927
"Wilkes-Barre, PA HCS",969,42,869,58,6653,1828
"Altoona, PA HCS",959,29,881,49,5325,2002
"Marion, IL HCS",955,23,881,51,3986,1706
"Wilmington, DE HCS",914,29,849,36,8696,4804
"Northport, NY HCS",906,42,803,61,7174,2324
"Tomah, WI HCS",906,20,859,27,5478,1930
"Syracuse, NY HCS",905,31,815,59,6609,1905
Northern Arizona HCS,826,13,774,39,5772,2092
"Huntington, WV HCS",800,13,726,61,5494,2896
"Detroit, MI HCS",793,10,701,82,4818,1521
"Danville, IL HCS",787,18,724,45,4542,1151
"Hudson Valley, NY HCS",780,14,732,34,6981,2284
"Bedford, MA HCS",765,13,706,46,9881,5533
"Finger Lakes, NY HCS",721,16,673,32,6775,1680
"Saginaw, MI HCS",713,16,656,41,5328,1692
"Erie, PA HCS",690,21,637,32,4481,1575
"Iron Mountain, MI HCS",681,8,644,29,5556,2100
"Tuscaloosa, AL HCS",675,7,632,36,2730,835
Central Western Massachusetts HCS,673,15,611,47,4490,1474
"Anchorage, AK HCS",653,29,613,11,3041,1764
"San Francisco, CA HCS",651,23,595,33,6484,1866
"Cheyenne, WY HCS",639,9,602,28,4010,1404
"Albany, NY HCS",600,20,542,38,5847,1714
"Chillicothe, OH HCS",589,11,564,14,5176,2697
"Manchester, NH HCS",557,17,514,26,3788,1013
"Big Spring, TX HCS",545,4,499,42,2330,1153
"Togus, ME HCS",520,16,481,23,4062,1198
"Butler, PA HCS",510,15,480,15,4539,1850
"Clarksburg, WV HCS",491,22,436,33,4313,2136
"Coatesville, PA HCS",444,12,413,19,4253,1688
"Grand Junction, CO HCS",441,7,410,24,3537,1727
"Walla Walla, WA HCS",395,8,362,25,3337,1623
"Sheridan, WY HCS",345,2,337,6,2677,1040
"Honolulu, HI HCS",298,5,279,14,6390,2401
"Beckley, WV HCS",286,7,268,11,2899,984
"Spokane, WA HCS",271,6,245,20,3630,0
"Roseburg, OR HCS",238,15,214,9,3426,1177
"White City, OR HCS",214,12,182,20,3088,1110
"White River Junction, VT HCS",214,7,200,7,3914,1266
"Manila, PI HCS",2,0,2,0,0,0
