Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths,InitialVaccineVeteranTotal,CompletedVaccineVeteranTotal
"El Paso, TX HCS",1327,37,1191,99,2338,869
Northern Indiana HCS,1324,36,1228,60,5518,1472
"Columbus, OH HCS",1315,31,1229,55,4390,852
"Fargo, ND HCS",1304,15,1182,107,8054,1899
Western New York HCS,1276,40,1162,74,9395,2680
"Wichita, KS HCS",1270,34,1167,69,3585,812
"Lexington, KY HCS",1255,41,1129,85,8749,5608
"Puget Sound, WA HCS",1254,45,1158,51,8481,2307
"Memphis, TN HCS",1243,34,1138,71,8104,2504
"Hampton, VA HCS",1239,55,1165,19,3438,794
"Sioux Falls, SD HCS",1236,37,1130,69,5162,1132
Eastern Kansas HCS,1231,24,1174,33,5606,1380
"Amarillo, TX HCS",1223,13,1153,57,3476,1336
"St. Cloud, MN HCS",1207,20,1131,56,6269,1296
Central Iowa HCS,1172,38,1076,58,4215,288
"Martinsburg, WV HCS",1156,43,1065,48,4954,387
Montana HCS,1151,23,1080,48,4214,645
"Poplar Bluff, MO HCS",1108,26,1003,79,1783,358
"Jackson, MS HCS",1099,33,997,69,5769,2185
"Portland, OR HCS",1082,29,1011,42,11918,7453
"Alexandria, LA HCS",1032,20,965,47,3864,1488
"Salem, VA HCS",1024,31,925,68,3701,699
"Providence, RI HCS",1019,49,894,76,3580,676
"San Juan, PR HCS",1004,18,939,47,12070,2859
"Black Hills, SD HCS",987,24,925,38,5030,1550
"Battle Creek, MI HCS",985,20,899,66,4506,758
"Reno, NV HCS",976,25,894,57,4454,793
"Marion, IL HCS",927,30,847,50,3263,983
"Wilkes-Barre, PA HCS",915,42,819,54,5730,1002
"Altoona, PA HCS",913,21,844,48,4873,1638
"Tomah, WI HCS",883,15,843,25,4756,1148
"Wilmington, DE HCS",877,37,806,34,7452,2431
"Syracuse, NY HCS",867,35,774,58,5633,859
"Northport, NY HCS",861,40,763,58,5308,649
"Detroit, MI HCS",782,12,688,82,3619,990
Northern Arizona HCS,778,10,729,39,3742,1381
"Huntington, WV HCS",776,39,678,59,4994,1119
"Danville, IL HCS",765,15,708,42,4042,954
"Hudson Valley, NY HCS",764,18,712,34,5554,1162
"Bedford, MA HCS",742,10,689,43,8164,3491
"Saginaw, MI HCS",694,23,631,40,4284,1111
"Finger Lakes, NY HCS",691,27,634,30,4937,583
"Iron Mountain, MI HCS",673,11,634,28,4829,1174
"Erie, PA HCS",664,19,616,29,3979,1055
"Tuscaloosa, AL HCS",660,11,614,35,2214,264
Central Western Massachusetts HCS,649,26,577,46,3958,1059
"Cheyenne, WY HCS",632,16,588,28,3500,824
"San Francisco, CA HCS",630,28,570,32,5323,250
"Anchorage, AK HCS",622,20,591,11,2711,742
"Chillicothe, OH HCS",573,19,541,13,4206,1914
"Albany, NY HCS",568,30,502,36,5020,624
"Big Spring, TX HCS",534,6,487,41,2040,494
"Manchester, NH HCS",530,20,486,24,3021,576
"Togus, ME HCS",499,26,450,23,3561,909
"Butler, PA HCS",490,16,459,15,4220,1246
"Clarksburg, WV HCS",467,32,409,26,3461,841
"Coatesville, PA HCS",435,16,400,19,3823,1172
"Grand Junction, CO HCS",430,14,395,21,2674,973
"Walla Walla, WA HCS",386,12,350,24,2676,749
"Sheridan, WY HCS",342,2,334,6,2310,509
"Honolulu, HI HCS",289,3,273,13,4854,1144
"Beckley, WV HCS",276,20,246,10,2246,428
"Spokane, WA HCS",264,1,243,20,2266,0
"Roseburg, OR HCS",217,17,192,8,2631,252
"White City, OR HCS",201,9,172,20,2501,403
"White River Junction, VT HCS",199,6,187,6,3274,330
"Manila, PI HCS",2,0,2,0,0,0
