Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths,InitialVaccineVeteranTotal,CompletedVaccineVeteranTotal
"Richmond, VA HCS",1802,70,1649,83,13610,6865
New York Harbor HCS,1791,49,1614,128,13034,8974
"Lebanon, PA HCS",1788,52,1622,114,11767,4622
"Augusta, GA HCS",1763,44,1635,84,10946,6441
"Palo Alto, CA HCS",1707,37,1581,89,13005,7313
"Cincinnati, OH HCS",1679,40,1587,52,7984,3661
"Shreveport, LA HCS",1646,30,1518,98,7600,4097
Central Alabama HCS,1642,39,1548,55,7158,2676
"West Palm Beach, FL HCS",1631,61,1506,64,20448,10665
"Pittsburgh, PA HCS",1609,46,1479,84,15787,12546
"Madison, WI HCS",1562,30,1456,76,10773,4535
"Fresno, CA HCS",1560,48,1430,82,7761,3862
"Salt Lake City, UT HCS",1560,28,1470,62,8723,4395
"Bronx, NY HCS",1559,36,1407,116,5749,2512
"Boise, ID HCS",1557,29,1467,61,6902,4432
"Dayton, OH HCS",1555,18,1479,58,7984,4757
"Dublin, GA HCS",1518,27,1444,47,8412,3612
"Ann Arbor, MI HCS",1513,33,1424,56,23731,16193
"Baltimore, MD HCS",1511,49,1400,62,12403,9806
"Iowa City, IA HCS",1509,26,1411,72,7416,2467
New Mexico HCS,1466,29,1352,85,11749,7636
"El Paso, TX HCS",1411,35,1274,102,4721,1959
Northern Indiana HCS,1385,32,1292,61,7927,3944
"Columbus, OH HCS",1380,33,1288,59,7306,2407
"Hampton, VA HCS",1369,44,1300,25,5007,2295
Western New York HCS,1353,41,1236,76,15302,9014
"Fargo, ND HCS",1339,19,1212,108,9222,4664
"Wichita, KS HCS",1321,25,1226,70,5479,2563
"Lexington, KY HCS",1317,31,1195,91,10264,8618
"Puget Sound, WA HCS",1316,33,1229,54,19175,7110
"Sioux Falls, SD HCS",1295,31,1192,72,6716,3244
"Memphis, TN HCS",1294,30,1190,74,10661,7814
Eastern Kansas HCS,1276,18,1222,36,7821,3136
"Amarillo, TX HCS",1259,11,1188,60,5320,2861
"St. Cloud, MN HCS",1254,20,1178,56,9392,3997
"Martinsburg, WV HCS",1223,33,1139,51,8398,2840
Central Iowa HCS,1217,20,1135,62,6146,2453
Montana HCS,1193,18,1124,51,6403,2656
"Jackson, MS HCS",1150,23,1054,73,7859,3828
"Portland, OR HCS",1146,29,1071,46,18752,11817
"Poplar Bluff, MO HCS",1130,15,1036,79,2658,1217
"Providence, RI HCS",1098,30,991,77,7636,1839
"Salem, VA HCS",1092,35,987,70,5669,2094
"Alexandria, LA HCS",1081,36,997,48,5469,2704
"San Juan, PR HCS",1036,16,972,48,18288,9311
"Battle Creek, MI HCS",1021,19,936,66,6916,2226
"Black Hills, SD HCS",1016,12,966,38,6354,3774
"Reno, NV HCS",1011,22,926,63,6621,2881
"Wilkes-Barre, PA HCS",985,30,896,59,8786,2884
"Altoona, PA HCS",973,20,903,50,6337,3069
"Marion, IL HCS",966,19,893,54,4825,2457
"Northport, NY HCS",935,38,833,64,8363,4938
"Syracuse, NY HCS",933,25,849,59,8207,3425
"Wilmington, DE HCS",929,24,868,37,10926,6878
"Tomah, WI HCS",919,16,876,27,7201,2652
Northern Arizona HCS,844,14,790,40,6502,2837
"Huntington, WV HCS",815,13,738,64,6340,4262
"Detroit, MI HCS",813,15,716,82,6443,2659
"Danville, IL HCS",809,21,741,47,5369,2087
"Hudson Valley, NY HCS",801,20,747,34,8347,2905
"Bedford, MA HCS",777,13,718,46,12564,7954
"Saginaw, MI HCS",734,24,666,44,6745,2289
"Finger Lakes, NY HCS",733,12,689,32,7702,2348
"Erie, PA HCS",701,22,646,33,5074,2296
Central Western Massachusetts HCS,699,20,630,49,5903,2291
"Iron Mountain, MI HCS",688,10,649,29,6436,3099
"Tuscaloosa, AL HCS",682,10,634,38,3338,1335
"Anchorage, AK HCS",673,27,635,11,3747,2492
"San Francisco, CA HCS",665,18,614,33,7758,2955
"Cheyenne, WY HCS",656,16,612,28,4691,2156
"Albany, NY HCS",618,20,560,38,6831,2378
"Chillicothe, OH HCS",608,21,571,16,6212,3395
"Manchester, NH HCS",578,18,532,28,4645,1473
"Big Spring, TX HCS",562,10,508,44,2912,1824
"Togus, ME HCS",528,15,488,25,6685,2032
"Butler, PA HCS",512,10,487,15,5277,2452
"Clarksburg, WV HCS",508,25,449,34,4684,2852
"Coatesville, PA HCS",460,17,423,20,4580,2295
"Grand Junction, CO HCS",451,8,417,26,3964,2163
"Walla Walla, WA HCS",403,7,371,25,3812,2197
"Sheridan, WY HCS",350,1,343,6,2911,1304
"Honolulu, HI HCS",303,5,284,14,8429,3342
"Beckley, WV HCS",289,4,273,12,3354,1527
"Spokane, WA HCS",272,6,246,20,5056,2
"Roseburg, OR HCS",242,15,218,9,4335,1870
"White River Junction, VT HCS",225,9,206,10,5041,1620
"White City, OR HCS",216,7,188,21,3586,1685
"Manila, PI HCS",2,0,2,0,0,0
