Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths,InitialVaccineVeteranTotal,CompletedVaccineVeteranTotal
"Fayetteville, NC HCS",2185,76,2043,66,13378,5288
"Kansas City, MO HCS",2179,34,2051,94,12167,6647
"Durham, NC HCS",2128,74,1963,91,14929,6039
Nebraska-W Iowa HCS,2084,47,1921,116,21218,12772
"Washington, DC HCS",2058,58,1888,112,9567,6183
"Columbia, MO HCS",2025,18,1875,132,10601,7613
"Miami, FL HCS",2013,62,1900,51,15476,7868
Southern Arizona HCS,2013,46,1817,150,11239,3529
"Oklahoma City, OK HCS",1993,33,1821,139,10401,5815
"Boston, MA HCS",1943,44,1774,125,11139,4314
New Jersey HCS,1942,63,1732,147,7047,2005
"Philadelphia, PA HCS",1934,41,1800,93,13763,6640
"Asheville, NC HCS",1906,63,1747,96,5576,2613
"Gulf Coast, MS HCS",1888,49,1763,76,9233,2808
"Louisville, KY HCS",1882,56,1738,88,7397,3106
"New Orleans, LA HCS",1880,35,1747,98,19800,11216
Connecticut HCS,1841,55,1701,85,17479,9583
"Chicago, IL HCS",1827,29,1717,81,10019,6209
"Fayetteville, AR HCS",1827,36,1692,99,7343,2864
"Lebanon, PA HCS",1769,56,1600,113,10455,3378
New York Harbor HCS,1761,51,1582,128,11551,7544
"Richmond, VA HCS",1741,71,1591,79,11335,4503
"Augusta, GA HCS",1735,70,1583,82,8898,5567
"Palo Alto, CA HCS",1681,56,1539,86,11008,5693
"Cincinnati, OH HCS",1647,43,1553,51,6258,2954
"Shreveport, LA HCS",1624,18,1509,97,6830,3430
Central Alabama HCS,1609,33,1522,54,6132,1617
"Pittsburgh, PA HCS",1583,44,1456,83,15017,10577
"West Palm Beach, FL HCS",1579,65,1453,61,17382,9206
"Salt Lake City, UT HCS",1545,39,1444,62,7848,3166
"Dayton, OH HCS",1538,23,1457,58,7055,3475
"Madison, WI HCS",1534,16,1443,75,9515,3194
"Boise, ID HCS",1532,31,1440,61,6390,3952
"Fresno, CA HCS",1530,50,1399,81,6990,2780
"Bronx, NY HCS",1527,39,1374,114,5251,1519
"Dublin, GA HCS",1499,31,1422,46,7039,2881
"Ann Arbor, MI HCS",1493,30,1407,56,21486,13284
"Iowa City, IA HCS",1492,39,1381,72,7508,2261
"Baltimore, MD HCS",1484,63,1363,58,10821,8920
New Mexico HCS,1438,35,1319,84,9955,6168
"El Paso, TX HCS",1377,46,1231,100,3990,1697
Northern Indiana HCS,1362,33,1269,60,7075,2876
"Columbus, OH HCS",1350,30,1262,58,6196,1776
"Fargo, ND HCS",1329,19,1202,108,9022,3546
Western New York HCS,1328,37,1216,75,12263,6692
"Hampton, VA HCS",1321,38,1262,21,4579,1680
"Wichita, KS HCS",1306,30,1206,70,5074,2160
"Lexington, KY HCS",1302,37,1175,90,9267,7780
"Puget Sound, WA HCS",1291,30,1208,53,14708,6381
"Memphis, TN HCS",1279,28,1179,72,8994,6291
"Sioux Falls, SD HCS",1272,31,1169,72,6288,2503
Eastern Kansas HCS,1261,19,1208,34,7436,2813
"St. Cloud, MN HCS",1241,23,1162,56,8569,3326
"Amarillo, TX HCS",1237,12,1166,59,4609,2333
Central Iowa HCS,1208,27,1121,60,6310,1909
"Martinsburg, WV HCS",1202,44,1109,49,7298,2133
Montana HCS,1172,20,1102,50,6076,1908
"Jackson, MS HCS",1124,17,1034,73,6999,3311
"Poplar Bluff, MO HCS",1122,12,1031,79,2566,822
"Portland, OR HCS",1116,29,1042,45,16042,11005
"Salem, VA HCS",1078,40,969,69,4582,1661
"Providence, RI HCS",1068,36,955,77,6483,1563
"Alexandria, LA HCS",1053,16,989,48,4888,2132
"San Juan, PR HCS",1023,15,960,48,15702,7695
"Battle Creek, MI HCS",1009,21,922,66,6224,1858
"Black Hills, SD HCS",1008,19,951,38,6007,2762
"Reno, NV HCS",998,22,914,62,5564,2068
"Wilkes-Barre, PA HCS",968,40,870,58,7274,2200
"Altoona, PA HCS",961,29,883,49,5542,2413
"Marion, IL HCS",958,23,884,51,4338,1975
"Wilmington, DE HCS",915,30,849,36,9054,4928
"Northport, NY HCS",912,40,810,62,8368,2784
"Tomah, WI HCS",907,21,859,27,6298,2194
"Syracuse, NY HCS",906,30,817,59,7925,2745
Northern Arizona HCS,826,11,776,39,5625,2135
"Huntington, WV HCS",803,13,729,61,5784,3135
"Detroit, MI HCS",800,13,705,82,5756,1843
"Danville, IL HCS",788,19,724,45,4802,1540
"Hudson Valley, NY HCS",785,16,735,34,7460,2476
"Bedford, MA HCS",767,14,707,46,8654,5428
"Finger Lakes, NY HCS",720,16,672,32,7260,2155
"Saginaw, MI HCS",713,14,656,43,6454,1958
"Erie, PA HCS",690,20,638,32,4783,1741
"Iron Mountain, MI HCS",681,8,644,29,6022,2447
"Tuscaloosa, AL HCS",675,7,632,36,2897,923
Central Western Massachusetts HCS,674,16,611,47,5786,2102
"Anchorage, AK HCS",656,31,614,11,3181,2159
"San Francisco, CA HCS",651,20,598,33,6936,2036
"Cheyenne, WY HCS",642,12,602,28,4130,1761
"Albany, NY HCS",601,16,547,38,6637,2031
"Chillicothe, OH HCS",589,11,564,14,5527,2851
"Manchester, NH HCS",557,16,515,26,4388,1305
"Big Spring, TX HCS",545,4,499,42,2484,1486
"Togus, ME HCS",521,17,481,23,5496,1689
"Butler, PA HCS",510,15,480,15,5030,2154
"Clarksburg, WV HCS",494,25,436,33,4473,2472
"Coatesville, PA HCS",447,14,414,19,4521,1849
"Grand Junction, CO HCS",441,7,410,24,3567,1759
"Walla Walla, WA HCS",395,8,362,25,3405,1666
"Sheridan, WY HCS",345,2,337,6,2714,1062
"Honolulu, HI HCS",298,5,279,14,7072,2479
"Beckley, WV HCS",287,6,270,11,2974,1107
"Spokane, WA HCS",271,6,245,20,3994,56
"Roseburg, OR HCS",238,15,214,9,3787,1353
"White City, OR HCS",215,11,184,20,3075,1212
"White River Junction, VT HCS",214,6,201,7,4157,1354
"Manila, PI HCS",2,0,2,0,25,9
