Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths,InitialVaccineVeteranTotal,CompletedVaccineVeteranTotal
Connecticut HCS,1876,41,1746,89,19680,10571
"Fayetteville, AR HCS",1875,46,1727,102,8222,3193
"Chicago, IL HCS",1841,27,1732,82,11469,6301
"Richmond, VA HCS",1796,66,1648,82,12903,6196
New York Harbor HCS,1789,50,1611,128,12715,8670
"Lebanon, PA HCS",1785,52,1619,114,11410,3985
"Augusta, GA HCS",1759,44,1632,83,10492,6291
"Palo Alto, CA HCS",1701,33,1580,88,11915,7098
"Cincinnati, OH HCS",1674,40,1582,52,7100,2931
"Shreveport, LA HCS",1643,27,1518,98,7457,3748
Central Alabama HCS,1637,37,1546,54,7015,2201
"West Palm Beach, FL HCS",1626,63,1500,63,19625,10043
"Pittsburgh, PA HCS",1605,44,1478,83,15655,12382
"Bronx, NY HCS",1556,35,1405,116,5548,2342
"Salt Lake City, UT HCS",1556,28,1466,62,8535,4138
"Boise, ID HCS",1553,29,1463,61,6818,4340
"Dayton, OH HCS",1553,17,1478,58,7621,4028
"Fresno, CA HCS",1553,48,1423,82,7635,3716
"Madison, WI HCS",1549,21,1452,76,10483,3884
"Dublin, GA HCS",1513,22,1444,47,8032,3478
"Ann Arbor, MI HCS",1510,31,1423,56,23250,15477
"Baltimore, MD HCS",1506,46,1398,62,12093,9751
"Iowa City, IA HCS",1506,25,1409,72,7303,2390
New Mexico HCS,1465,30,1350,85,10675,7380
"El Paso, TX HCS",1406,36,1268,102,4623,1915
Northern Indiana HCS,1380,28,1291,61,7710,3439
"Columbus, OH HCS",1367,29,1279,59,7102,2209
"Hampton, VA HCS",1366,46,1295,25,4898,2221
Western New York HCS,1350,39,1236,75,14612,8202
"Fargo, ND HCS",1337,18,1211,108,9114,4389
"Wichita, KS HCS",1318,25,1223,70,5407,2253
"Lexington, KY HCS",1313,29,1193,91,10041,8570
"Puget Sound, WA HCS",1311,29,1228,54,17917,7013
"Memphis, TN HCS",1290,28,1189,73,9843,7679
"Sioux Falls, SD HCS",1288,25,1191,72,6589,2686
Eastern Kansas HCS,1272,19,1217,36,7592,3072
"Amarillo, TX HCS",1259,12,1187,60,5129,2613
"St. Cloud, MN HCS",1252,18,1178,56,8951,3964
"Martinsburg, WV HCS",1219,32,1136,51,8188,2761
Central Iowa HCS,1213,17,1135,61,6078,2322
Montana HCS,1191,16,1124,51,6345,2420
"Jackson, MS HCS",1149,25,1051,73,7630,3695
"Portland, OR HCS",1139,24,1069,46,17727,11735
"Poplar Bluff, MO HCS",1129,14,1036,79,2655,1115
"Providence, RI HCS",1089,22,990,77,7449,1698
"Salem, VA HCS",1089,38,981,70,5305,2001
"Alexandria, LA HCS",1078,33,997,48,5195,2528
"San Juan, PR HCS",1036,17,971,48,18045,8651
"Battle Creek, MI HCS",1018,16,936,66,6670,2034
"Black Hills, SD HCS",1015,11,966,38,6211,3257
"Reno, NV HCS",1010,24,924,62,6235,2468
"Wilkes-Barre, PA HCS",982,27,896,59,8209,2607
"Altoona, PA HCS",971,19,902,50,6156,2921
"Marion, IL HCS",965,16,895,54,4556,2329
"Northport, NY HCS",931,42,826,63,8117,4036
"Syracuse, NY HCS",928,24,845,59,7522,2710
"Wilmington, DE HCS",928,23,868,37,10641,5745
"Tomah, WI HCS",917,14,876,27,6404,2360
Northern Arizona HCS,844,14,791,39,6446,2758
"Huntington, WV HCS",813,12,738,63,6204,3613
"Detroit, MI HCS",810,13,715,82,6088,2137
"Danville, IL HCS",807,22,738,47,5305,1539
"Hudson Valley, NY HCS",799,21,744,34,8241,2776
"Bedford, MA HCS",776,13,717,46,11572,7452
"Finger Lakes, NY HCS",732,12,688,32,7111,2109
"Saginaw, MI HCS",730,20,666,44,6502,2067
"Erie, PA HCS",700,21,646,33,5059,2233
Central Western Massachusetts HCS,696,17,630,49,5463,2061
"Iron Mountain, MI HCS",686,8,649,29,6314,2696
"Tuscaloosa, AL HCS",683,10,635,38,3201,1201
"Anchorage, AK HCS",672,26,635,11,3599,2359
"San Francisco, CA HCS",664,16,615,33,7573,2469
"Cheyenne, WY HCS",654,15,611,28,4426,2150
"Albany, NY HCS",617,20,559,38,6728,2165
"Chillicothe, OH HCS",605,19,571,15,6032,3226
"Manchester, NH HCS",574,16,530,28,4444,1312
"Big Spring, TX HCS",561,10,507,44,2911,1704
"Togus, ME HCS",528,15,488,25,6443,1727
"Butler, PA HCS",512,11,486,15,5194,2341
"Clarksburg, WV HCS",504,21,449,34,4650,2783
"Coatesville, PA HCS",457,16,421,20,4567,2045
"Grand Junction, CO HCS",449,8,416,25,3878,2133
"Walla Walla, WA HCS",400,5,370,25,3609,2157
"Sheridan, WY HCS",350,1,343,6,2841,1229
"Honolulu, HI HCS",302,4,284,14,7856,3165
"Beckley, WV HCS",288,3,274,11,3230,1447
"Spokane, WA HCS",272,6,246,20,4732,1
"Roseburg, OR HCS",242,15,218,9,4108,1482
"White River Junction, VT HCS",223,7,208,8,4530,1605
"White City, OR HCS",215,6,188,21,3563,1524
"Manila, PI HCS",2,0,2,0,0,0
