Facility,VA Confirmed Total_Display,Active,Convalescent,Known Deaths,InitialVaccineVeteranTotal,CompletedVaccineVeteranTotal
Central Iowa HCS,1128,45,1030,53,2276,59
"Martinsburg, WV HCS",1084,52,989,43,2715,109
"Poplar Bluff, MO HCS",1077,44,956,77,1034,5
"Jackson, MS HCS",1062,43,956,63,3749,817
"Portland, OR HCS",1043,48,955,40,10986,1121
"Alexandria, LA HCS",1005,36,924,45,2390,427
"San Juan, PR HCS",987,28,914,45,8534,120
"Salem, VA HCS",985,62,863,60,1929,26
"Providence, RI HCS",969,60,843,66,1593,10
"Black Hills, SD HCS",968,23,907,38,3033,93
"Battle Creek, MI HCS",956,22,871,63,1876,46
"Reno, NV HCS",941,31,854,56,2140,30
"Altoona, PA HCS",890,46,800,44,2848,678
"Marion, IL HCS",888,32,807,49,2208,370
"Wilkes-Barre, PA HCS",866,66,750,50,2496,153
"Tomah, WI HCS",857,14,819,24,2172,113
"Syracuse, NY HCS",826,66,713,47,2754,33
"Wilmington, DE HCS",823,44,747,32,4650,558
"Northport, NY HCS",806,42,709,55,2660,93
"Detroit, MI HCS",777,29,667,81,1981,223
Northern Arizona HCS,764,32,695,37,2597,206
"Danville, IL HCS",741,29,673,39,1510,100
"Hudson Valley, NY HCS",734,31,673,30,2622,122
"Bedford, MA HCS",721,20,659,42,5208,1232
"Huntington, WV HCS",717,50,611,56,3522,359
"Saginaw, MI HCS",666,23,603,40,1925,14
"Finger Lakes, NY HCS",662,34,600,28,2051,216
"Iron Mountain, MI HCS",661,14,619,28,2623,336
"Erie, PA HCS",637,45,565,27,2197,189
"Tuscaloosa, AL HCS",636,18,584,34,1108,97
Central Western Massachusetts HCS,619,29,546,44,1979,107
"Cheyenne, WY HCS",619,20,577,22,2054,96
"Anchorage, AK HCS",598,11,577,10,2165,68
"San Francisco, CA HCS",598,42,528,28,2194,79
"Chillicothe, OH HCS",548,31,504,13,3053,493
"Albany, NY HCS",535,49,453,33,2106,38
"Big Spring, TX HCS",526,14,473,39,1574,64
"Manchester, NH HCS",505,30,452,23,1118,177
"Butler, PA HCS",473,21,437,15,2294,523
"Togus, ME HCS",461,45,398,18,1409,132
"Clarksburg, WV HCS",421,44,355,22,2723,339
"Coatesville, PA HCS",415,21,376,18,1915,237
"Grand Junction, CO HCS",414,26,368,20,1990,107
"Walla Walla, WA HCS",369,8,340,21,1989,103
"Sheridan, WY HCS",339,12,321,6,1148,76
"Honolulu, HI HCS",284,9,263,12,2562,181
"Spokane, WA HCS",256,2,234,20,1148,0
"Beckley, WV HCS",249,12,229,8,1323,100
"Roseburg, OR HCS",196,7,183,6,1446,27
"White City, OR HCS",191,9,163,19,1517,79
"White River Junction, VT HCS",188,25,158,5,1457,26
"Manila, PI HCS",2,0,2,0,0,0
