Report Date,Health District,Number of Cases,Number of Hospitalizations,Number of Deaths
2020-07-02,Alleghany,500,31,15
2020-07-02,Arlington,2496,421,132
2020-07-02,Central Shenandoah,2082,171,39
2020-07-02,Central Virginia,393,16,5
2020-07-02,Chesapeake,959,140,21
2020-07-02,Chesterfield,3166,149,73
2020-07-02,Chickahominy,652,110,37
2020-07-02,Crater,1539,152,33
2020-07-02,Cumberland Plateau,65,2,0
2020-07-02,Eastern Shore,1313,112,42
2020-07-02,Fairfax,14010,1658,507
2020-07-02,Hampton,339,41,5
2020-07-02,Henrico,2615,257,152
2020-07-02,Lenowisco,54,17,4
2020-07-02,Lord Fairfax,2048,178,67
2020-07-02,Loudoun,4083,278,89
2020-07-02,Mount Rogers,736,74,31
2020-07-02,New River,243,22,5
2020-07-02,Norfolk,987,108,11
2020-07-02,Peninsula,1005,127,34
2020-07-02,Piedmont,1030,89,12
2020-07-02,Pittsylvania-Danville,212,41,3
2020-07-02,Portsmouth,513,71,18
2020-07-02,Prince William,9238,811,167
2020-07-02,Rappahannock,2478,225,44
2020-07-02,Rappahannock Rapidan,1448,109,22
2020-07-02,Richmond,2227,225,30
2020-07-02,Roanoke,436,14,10
2020-07-02,Southside,410,49,30
2020-07-02,Thomas Jefferson,948,97,23
2020-07-02,Three Rivers,649,49,9
2020-07-02,Virginia Beach,1225,121,30
2020-07-02,West Piedmont,492,43,7
2020-07-02,Western Tidewater,817,88,52
2020-07-03,Alexandria,2338,238,57
2020-07-03,Alleghany,531,31,15
2020-07-03,Arlington,2500,421,132
2020-07-03,Central Shenandoah,2111,173,40
2020-07-03,Central Virginia,418,16,5
2020-07-03,Chesapeake,972,143,21
2020-07-03,Chesterfield,3203,149,73
2020-07-03,Chickahominy,669,111,39
2020-07-03,Crater,1562,154,38
2020-07-03,Cumberland Plateau,65,2,0
2020-07-03,Eastern Shore,1313,113,42
2020-07-03,Fairfax,14089,1668,509
2020-07-03,Hampton,354,41,5
2020-07-03,Henrico,2629,258,157
2020-07-03,Lenowisco,55,17,4
2020-07-03,Lord Fairfax,2060,183,69
2020-07-03,Loudoun,4113,279,91
2020-07-03,Mount Rogers,743,74,32
2020-07-03,New River,252,22,5
2020-07-03,Norfolk,1000,111,11
2020-07-03,Peninsula,1019,127,34
2020-07-03,Piedmont,1065,89,13
2020-07-03,Pittsylvania-Danville,223,41,3
2020-07-03,Portsmouth,526,73,18
2020-07-03,Prince William,9306,820,170
2020-07-03,Rappahannock,2489,226,44
2020-07-03,Rappahannock Rapidan,1457,109,22
2020-07-03,Richmond,2248,227,30
2020-07-03,Roanoke,465,14,10
2020-07-03,Southside,414,49,30
2020-07-03,Thomas Jefferson,960,99,25
2020-07-03,Three Rivers,648,50,9
2020-07-03,Virginia Beach,1254,121,30
2020-07-03,West Piedmont,501,45,7
2020-07-03,Western Tidewater,841,88,55
2020-07-04,Alexandria,2357,239,57
2020-07-04,Alleghany,537,31,15
2020-07-04,Arlington,2519,421,131
2020-07-04,Central Shenandoah,2130,173,40
2020-07-04,Central Virginia,430,16,5
2020-07-04,Chesapeake,1003,147,21
2020-07-04,Chesterfield,3201,149,73
2020-07-04,Chickahominy,669,111,39
2020-07-04,Crater,1583,154,38
2020-07-04,Cumberland Plateau,66,2,0
2020-07-04,Eastern Shore,1314,113,42
2020-07-04,Fairfax,14197,1674,510
2020-07-04,Hampton,360,41,5
2020-07-04,Henrico,2663,261,158
2020-07-04,Lenowisco,56,17,4
2020-07-04,Lord Fairfax,2068,183,71
2020-07-04,Loudoun,4175,279,91
2020-07-04,Mount Rogers,749,74,32
2020-07-04,New River,255,22,5
2020-07-04,Norfolk,1067,113,12
2020-07-04,Peninsula,1054,127,34
2020-07-04,Piedmont,1065,89,13
2020-07-04,Pittsylvania-Danville,227,42,3
2020-07-04,Portsmouth,539,73,18
2020-07-04,Prince William,9354,822,171
2020-07-04,Rappahannock,2518,227,44
2020-07-04,Rappahannock Rapidan,1466,109,22
2020-07-04,Richmond,2262,226,29
2020-07-04,Roanoke,476,14,10
2020-07-04,Southside,420,50,30
2020-07-04,Thomas Jefferson,1025,99,25
2020-07-04,Three Rivers,649,50,9
2020-07-04,Virginia Beach,1300,123,30
2020-07-04,West Piedmont,506,45,7
2020-07-04,Western Tidewater,849,89,55
2020-07-05,Alexandria,2376,239,57
2020-07-05,Alleghany,543,31,15
2020-07-05,Arlington,2533,421,131
2020-07-05,Central Shenandoah,2140,173,40
2020-07-05,Central Virginia,430,16,5
2020-07-05,Chesapeake,1015,147,21
2020-07-05,Chesterfield,3247,149,73
2020-07-05,Chickahominy,675,111,39
2020-07-05,Crater,1590,155,38
2020-07-05,Cumberland Plateau,68,2,0
2020-07-05,Eastern Shore,1316,113,42
2020-07-05,Fairfax,14279,1677,511
2020-07-05,Hampton,369,41,5
2020-07-05,Henrico,2681,262,158
2020-07-05,Lenowisco,60,17,4
2020-07-05,Lord Fairfax,2089,184,74
2020-07-05,Loudoun,4207,278,90
2020-07-05,Mount Rogers,765,75,32
2020-07-05,New River,258,22,5
2020-07-05,Norfolk,1072,114,12
2020-07-05,Peninsula,1097,127,34
2020-07-05,Piedmont,1065,89,13
2020-07-05,Pittsylvania-Danville,236,43,3
2020-07-05,Portsmouth,549,73,18
2020-07-05,Prince William,9465,823,171
2020-07-05,Rappahannock,2531,228,44
2020-07-05,Rappahannock Rapidan,1484,109,22
2020-07-05,Richmond,2276,228,29
2020-07-05,Roanoke,479,14,10
2020-07-05,Southside,423,50,30
2020-07-05,Thomas Jefferson,1040,99,25
2020-07-05,Three Rivers,661,50,9
2020-07-05,Virginia Beach,1350,123,30
2020-07-05,West Piedmont,518,45,7
2020-07-05,Western Tidewater,861,90,56
2020-07-06,Alexandria,2380,240,57
2020-07-06,Alleghany,555,31,15
2020-07-06,Arlington,2533,421,131
2020-07-06,Central Shenandoah,2142,172,40
2020-07-06,Central Virginia,436,16,5
2020-07-06,Chesapeake,1026,147,21
2020-07-06,Chesterfield,3260,149,73
2020-07-06,Chickahominy,677,111,39
2020-07-06,Crater,1612,158,38
2020-07-06,Cumberland Plateau,69,2,0
2020-07-06,Eastern Shore,1316,113,42
2020-07-06,Fairfax,14331,1679,510
2020-07-06,Hampton,376,41,5
2020-07-06,Henrico,2685,264,159
2020-07-06,Lenowisco,63,17,4
2020-07-06,Lord Fairfax,2093,184,74
2020-07-06,Loudoun,4216,278,90
2020-07-06,Mount Rogers,773,75,32
2020-07-06,New River,264,22,5
2020-07-06,Norfolk,1105,115,12
2020-07-06,Peninsula,1113,127,34
2020-07-06,Piedmont,1073,89,13
2020-07-06,Pittsylvania-Danville,236,43,3
2020-07-06,Portsmouth,549,73,18
2020-07-06,Prince William,9479,825,171
2020-07-06,Rappahannock,2534,230,44
2020-07-06,Rappahannock Rapidan,1493,111,22
2020-07-06,Richmond,2288,228,29
2020-07-06,Roanoke,492,14,10
2020-07-06,Southside,427,50,30
2020-07-06,Thomas Jefferson,1052,101,25
2020-07-06,Three Rivers,661,50,9
2020-07-06,Virginia Beach,1392,123,30
2020-07-06,West Piedmont,532,45,7
2020-07-06,Western Tidewater,869,91,56
2020-07-07,Alexandria,2399,241,57
2020-07-07,Alleghany,572,31,15
2020-07-07,Arlington,2550,422,131
2020-07-07,Central Shenandoah,2166,172,41
2020-07-07,Central Virginia,444,16,6
2020-07-07,Chesapeake,1046,154,22
2020-07-07,Chesterfield,3296,159,76
2020-07-07,Chickahominy,683,110,41
2020-07-07,Crater,1640,161,40
2020-07-07,Cumberland Plateau,75,2,0
2020-07-07,Eastern Shore,1314,113,42
2020-07-07,Fairfax,14317,1698,510
2020-07-07,Hampton,390,41,5
2020-07-07,Henrico,2708,265,163
2020-07-07,Lenowisco,63,17,4
2020-07-07,Lord Fairfax,2106,186,74
2020-07-07,Loudoun,4252,280,93
2020-07-07,Mount Rogers,781,75,33
2020-07-07,New River,268,22,5
2020-07-07,Norfolk,1162,116,12
2020-07-07,Peninsula,1144,127,34
2020-07-07,Piedmont,1076,90,14
2020-07-07,Pittsylvania-Danville,238,43,3
2020-07-07,Portsmouth,572,75,18
2020-07-07,Prince William,9543,844,172
2020-07-07,Rappahannock,2559,232,44
2020-07-07,Rappahannock Rapidan,1509,113,23
2020-07-07,Richmond,2301,228,29
2020-07-07,Roanoke,502,14,10
2020-07-07,Southside,433,51,30
2020-07-07,Thomas Jefferson,1063,101,29
2020-07-07,Three Rivers,670,52,10
2020-07-07,Virginia Beach,1455,124,30
2020-07-07,West Piedmont,551,46,8
2020-07-07,Western Tidewater,892,91,57
2020-07-08,Alexandria,2408,242,57
2020-07-08,Alleghany,580,31,15
2020-07-08,Arlington,2558,422,132
2020-07-08,Central Shenandoah,2194,176,41
2020-07-08,Central Virginia,445,16,6
2020-07-08,Chesapeake,1088,155,22
2020-07-08,Chesterfield,3315,161,79
2020-07-08,Chickahominy,687,110,41
2020-07-08,Crater,1656,163,44
2020-07-08,Cumberland Plateau,79,2,0
2020-07-08,Eastern Shore,1314,113,42
2020-07-08,Fairfax,14379,1713,510
2020-07-08,Hampton,409,41,5
2020-07-08,Henrico,2721,264,165
2020-07-08,Lenowisco,63,17,4
2020-07-08,Lord Fairfax,2118,188,74
2020-07-08,Loudoun,4282,283,98
2020-07-08,Mount Rogers,790,76,33
2020-07-08,New River,271,22,6
2020-07-08,Norfolk,1194,119,14
2020-07-08,Peninsula,1178,127,35
2020-07-08,Piedmont,1084,95,15
2020-07-08,Pittsylvania-Danville,247,43,3
2020-07-08,Portsmouth,593,79,18
2020-07-08,Prince William,9577,847,175
2020-07-08,Rappahannock,2575,237,44
2020-07-08,Rappahannock Rapidan,1517,114,23
2020-07-08,Richmond,2321,230,29
2020-07-08,Roanoke,525,14,10
2020-07-08,Southside,437,52,31
2020-07-08,Thomas Jefferson,1095,101,29
2020-07-08,Three Rivers,669,54,10
2020-07-08,Virginia Beach,1520,128,30
2020-07-08,West Piedmont,568,49,8
2020-07-08,Western Tidewater,918,93,57
2020-07-09,Alexandria,2419,244,57
2020-07-09,Alleghany,588,31,15
2020-07-09,Arlington,2567,423,132
2020-07-09,Central Shenandoah,2201,176,42
2020-07-09,Central Virginia,447,16,6
2020-07-09,Chesapeake,1117,155,22
2020-07-09,Chesterfield,3345,167,83
2020-07-09,Chickahominy,691,112,41
2020-07-09,Crater,1661,164,48
2020-07-09,Cumberland Plateau,81,2,0
2020-07-09,Eastern Shore,1314,113,42
2020-07-09,Fairfax,14409,1717,511
2020-07-09,Hampton,424,40,4
2020-07-09,Henrico,2725,265,169
2020-07-09,Lenowisco,64,17,4
2020-07-09,Lord Fairfax,2128,188,74
2020-07-09,Loudoun,4319,286,99
2020-07-09,Mount Rogers,797,77,35
2020-07-09,New River,274,23,6
2020-07-09,Norfolk,1289,120,14
2020-07-09,Peninsula,1220,128,35
2020-07-09,Piedmont,1100,97,17
2020-07-09,Pittsylvania-Danville,248,43,3
2020-07-09,Portsmouth,605,82,18
2020-07-09,Prince William,9602,847,179
2020-07-09,Rappahannock,2596,241,45
2020-07-09,Rappahannock Rapidan,1529,114,24
2020-07-09,Richmond,2333,236,33
2020-07-09,Roanoke,542,14,10
2020-07-09,Southside,441,53,31
2020-07-09,Thomas Jefferson,1123,101,29
2020-07-09,Three Rivers,707,55,10
2020-07-09,Virginia Beach,1547,130,30
2020-07-09,West Piedmont,588,53,8
2020-07-09,Western Tidewater,947,95,61
2020-07-10,Alexandria,2439,247,57
2020-07-10,Alleghany,600,31,15
2020-07-10,Arlington,2582,425,133
2020-07-10,Central Shenandoah,2225,177,42
2020-07-10,Central Virginia,461,16,6
2020-07-10,Chesapeake,1162,156,22
2020-07-10,Chesterfield,3374,170,84
2020-07-10,Chickahominy,700,113,41
2020-07-10,Crater,1671,165,49
2020-07-10,Cumberland Plateau,86,4,0
2020-07-10,Eastern Shore,1315,113,42
2020-07-10,Fairfax,14479,1718,513
2020-07-10,Hampton,454,40,4
2020-07-10,Henrico,2784,268,172
2020-07-10,Lenowisco,68,17,4
2020-07-10,Lord Fairfax,2136,189,75
2020-07-10,Loudoun,4349,288,99
2020-07-10,Mount Rogers,807,77,35
2020-07-10,New River,282,23,6
2020-07-10,Norfolk,1360,123,15
2020-07-10,Peninsula,1253,128,35
2020-07-10,Piedmont,1110,103,18
2020-07-10,Pittsylvania-Danville,252,43,4
2020-07-10,Portsmouth,627,83,18
2020-07-10,Prince William,9669,848,180
2020-07-10,Rappahannock,2628,244,45
2020-07-10,Rappahannock Rapidan,1547,116,24
2020-07-10,Richmond,2361,237,35
2020-07-10,Roanoke,552,14,10
2020-07-10,Southside,452,54,31
2020-07-10,Thomas Jefferson,1144,102,29
2020-07-10,Three Rivers,760,58,13
2020-07-10,Virginia Beach,1663,133,30
2020-07-10,West Piedmont,599,56,8
2020-07-10,Western Tidewater,980,96,64
2020-07-11,Alexandria,2453,248,57
2020-07-11,Alleghany,604,31,15
2020-07-11,Arlington,2597,425,134
2020-07-11,Central Shenandoah,2249,178,42
2020-07-11,Central Virginia,493,16,6
2020-07-11,Chesapeake,1204,157,22
2020-07-11,Chesterfield,3416,173,84
2020-07-11,Chickahominy,707,114,41
2020-07-11,Crater,1691,166,49
2020-07-11,Cumberland Plateau,91,3,0
2020-07-11,Eastern Shore,1316,113,42
2020-07-11,Fairfax,14528,1723,512
2020-07-11,Hampton,469,40,4
2020-07-11,Henrico,2822,268,173
2020-07-11,Lenowisco,70,17,4
2020-07-11,Lord Fairfax,2158,189,75
2020-07-11,Loudoun,4373,289,99
2020-07-11,Mount Rogers,818,78,35
2020-07-11,New River,287,23,6
2020-07-11,Norfolk,1448,125,15
2020-07-11,Peninsula,1276,129,35
2020-07-11,Piedmont,1117,107,18
2020-07-11,Pittsylvania-Danville,272,43,4
2020-07-11,Portsmouth,662,86,19
2020-07-11,Prince William,9708,850,181
2020-07-11,Rappahannock,2651,245,45
2020-07-11,Rappahannock Rapidan,1566,117,25
2020-07-11,Richmond,2386,237,35
2020-07-11,Roanoke,557,14,10
2020-07-11,Southside,464,55,31
2020-07-11,Thomas Jefferson,1173,103,29
2020-07-11,Three Rivers,781,58,13
2020-07-11,Virginia Beach,1759,134,30
2020-07-11,West Piedmont,616,57,8
2020-07-11,Western Tidewater,1000,96,64
2020-07-12,Alexandria,2455,249,57
2020-07-12,Alleghany,640,31,15
2020-07-12,Arlington,2615,425,134
2020-07-12,Central Shenandoah,2264,178,42
2020-07-12,Central Virginia,505,16,6
2020-07-12,Chesapeake,1253,157,22
2020-07-12,Chesterfield,3438,174,84
2020-07-12,Chickahominy,720,115,41
2020-07-12,Crater,1703,166,49
2020-07-12,Cumberland Plateau,96,5,0
2020-07-12,Eastern Shore,1316,113,42
2020-07-12,Fairfax,14607,1728,514
2020-07-12,Hampton,488,40,4
2020-07-12,Henrico,2860,269,173
2020-07-12,Lenowisco,78,17,4
2020-07-12,Lord Fairfax,2187,189,75
2020-07-12,Loudoun,4407,289,99
2020-07-12,Mount Rogers,834,79,35
2020-07-12,New River,296,23,6
2020-07-12,Norfolk,1548,128,16
2020-07-12,Peninsula,1318,129,35
2020-07-12,Piedmont,1120,107,18
2020-07-12,Pittsylvania-Danville,306,46,4
2020-07-12,Portsmouth,686,86,19
2020-07-12,Prince William,9752,859,182
2020-07-12,Rappahannock,2666,245,45
2020-07-12,Rappahannock Rapidan,1584,118,25
2020-07-12,Richmond,2415,237,35
2020-07-12,Roanoke,582,15,10
2020-07-12,Southside,470,57,31
2020-07-12,Thomas Jefferson,1208,104,29
2020-07-12,Three Rivers,782,58,13
2020-07-12,Virginia Beach,1821,139,30
2020-07-12,West Piedmont,616,57,8
2020-07-12,Western Tidewater,1034,96,64
2020-07-13,Alexandria,2456,249,57
2020-07-13,Alleghany,646,31,15
2020-07-13,Arlington,2626,422,134
2020-07-13,Central Shenandoah,2300,180,42
2020-07-13,Central Virginia,515,16,6
2020-07-13,Chesapeake,1326,157,22
2020-07-13,Chesterfield,3466,174,84
2020-07-13,Chickahominy,729,115,41
2020-07-13,Crater,1725,168,49
2020-07-13,Cumberland Plateau,101,5,0
2020-07-13,Eastern Shore,1315,113,42
2020-07-13,Fairfax,14682,1729,514
2020-07-13,Hampton,544,40,4
2020-07-13,Henrico,2891,270,173
2020-07-13,Lenowisco,80,17,4
2020-07-13,Lord Fairfax,2200,190,75
2020-07-13,Loudoun,4431,289,99
2020-07-13,Mount Rogers,840,80,35
2020-07-13,New River,309,23,6
2020-07-13,Norfolk,1588,129,16
2020-07-13,Peninsula,1448,131,35
2020-07-13,Piedmont,1126,107,18
2020-07-13,Pittsylvania-Danville,311,46,4
2020-07-13,Portsmouth,714,86,19
2020-07-13,Prince William,9802,859,182
2020-07-13,Rappahannock,2680,248,45
2020-07-13,Rappahannock Rapidan,1595,120,25
2020-07-13,Richmond,2432,238,35
2020-07-13,Roanoke,588,15,10
2020-07-13,Southside,487,57,31
2020-07-13,Thomas Jefferson,1236,106,29
2020-07-13,Three Rivers,799,59,13
2020-07-13,Virginia Beach,1978,140,32
2020-07-13,West Piedmont,616,57,8
2020-07-13,Western Tidewater,1060,99,64
2020-07-14,Alexandria,2465,250,57
2020-07-14,Alleghany,668,32,15
2020-07-14,Arlington,2660,422,134
2020-07-14,Central Shenandoah,2310,182,45
2020-07-14,Central Virginia,521,16,6
2020-07-14,Chesapeake,1379,159,23
2020-07-14,Chesterfield,3536,176,86
2020-07-14,Chickahominy,734,115,41
2020-07-14,Crater,1738,170,49
2020-07-14,Cumberland Plateau,111,6,0
2020-07-14,Eastern Shore,1319,113,42
2020-07-14,Fairfax,14701,1739,514
2020-07-14,Hampton,568,42,4
2020-07-14,Henrico,2925,270,173
2020-07-14,Lenowisco,89,18,4
2020-07-14,Lord Fairfax,2209,191,75
2020-07-14,Loudoun,4458,296,99
2020-07-14,Mount Rogers,848,82,36
2020-07-14,New River,315,23,6
2020-07-14,Norfolk,1606,132,16
2020-07-14,Peninsula,1518,131,35
2020-07-14,Piedmont,1133,109,18
2020-07-14,Pittsylvania-Danville,313,46,4
2020-07-14,Portsmouth,761,88,19
2020-07-14,Prince William,9845,864,182
2020-07-14,Rappahannock,2699,250,46
2020-07-14,Rappahannock Rapidan,1606,123,25
2020-07-14,Richmond,2457,240,36
2020-07-14,Roanoke,611,15,10
2020-07-14,Southside,495,57,31
2020-07-14,Thomas Jefferson,1277,105,29
2020-07-14,Three Rivers,816,57,12
2020-07-14,Virginia Beach,1993,140,32
2020-07-14,West Piedmont,646,59,8
2020-07-14,Western Tidewater,1113,99,65
2020-07-15,Alexandria,2486,253,57
2020-07-15,Alleghany,670,32,15
2020-07-15,Arlington,2677,422,134
2020-07-15,Central Shenandoah,2343,184,46
2020-07-15,Central Virginia,535,16,6
2020-07-15,Chesapeake,1441,160,23
2020-07-15,Chesterfield,3587,177,86
2020-07-15,Chickahominy,744,114,40
2020-07-15,Crater,1768,175,50
2020-07-15,Cumberland Plateau,115,6,0
2020-07-15,Eastern Shore,1320,113,42
2020-07-15,Fairfax,14781,1769,516
2020-07-15,Hampton,592,42,4
2020-07-15,Henrico,2947,273,175
2020-07-15,Lenowisco,95,19,4
2020-07-15,Lord Fairfax,2233,194,77
2020-07-15,Loudoun,4519,301,101
2020-07-15,Mount Rogers,865,83,36
2020-07-15,New River,317,23,6
2020-07-15,Norfolk,1742,133,18
2020-07-15,Peninsula,1578,134,35
2020-07-15,Piedmont,1146,110,18
2020-07-15,Pittsylvania-Danville,335,46,4
2020-07-15,Portsmouth,794,89,19
2020-07-15,Prince William,9907,869,185
2020-07-15,Rappahannock,2719,252,46
2020-07-15,Rappahannock Rapidan,1618,123,25
2020-07-15,Richmond,2473,245,36
2020-07-15,Roanoke,612,15,10
2020-07-15,Southside,499,58,31
2020-07-15,Thomas Jefferson,1298,109,29
2020-07-15,Three Rivers,824,58,11
2020-07-15,Virginia Beach,2137,142,34
2020-07-15,West Piedmont,671,64,8
2020-07-15,Western Tidewater,1139,102,65
2020-07-16,Alexandria,2507,253,56
2020-07-16,Alleghany,689,37,15
2020-07-16,Arlington,2691,426,134
2020-07-16,Central Shenandoah,2358,189,46
2020-07-16,Central Virginia,542,17,6
2020-07-16,Chesapeake,1509,161,24
2020-07-16,Chesterfield,3622,194,87
2020-07-16,Chickahominy,757,114,40
2020-07-16,Crater,1790,181,50
2020-07-16,Cumberland Plateau,121,6,0
2020-07-16,Eastern Shore,1321,114,42
2020-07-16,Fairfax,14815,1783,523
2020-07-16,Hampton,607,42,4
2020-07-16,Henrico,2964,278,175
2020-07-16,Lenowisco,99,19,5
2020-07-16,Lord Fairfax,2252,199,79
2020-07-16,Loudoun,4557,308,101
2020-07-16,Mount Rogers,888,85,36
2020-07-16,New River,322,24,6
2020-07-16,Norfolk,1888,134,19
2020-07-16,Peninsula,1622,136,35
2020-07-16,Piedmont,1150,112,18
2020-07-16,Pittsylvania-Danville,341,48,4
2020-07-16,Portsmouth,827,95,19
2020-07-16,Prince William,9941,877,185
2020-07-16,Rappahannock,2749,253,46
2020-07-16,Rappahannock Rapidan,1626,124,25
2020-07-16,Richmond,2498,249,36
2020-07-16,Roanoke,617,15,10
2020-07-16,Southside,509,58,31
2020-07-16,Thomas Jefferson,1298,113,29
2020-07-16,Three Rivers,829,59,11
2020-07-16,Virginia Beach,2272,142,34
2020-07-16,West Piedmont,685,72,8
2020-07-16,Western Tidewater,1168,103,68
2020-07-17,Alexandria,2523,255,56
2020-07-17,Alleghany,694,37,15
2020-07-17,Arlington,2704,427,135
2020-07-17,Central Shenandoah,2381,189,46
2020-07-17,Central Virginia,564,17,6
2020-07-17,Chesapeake,1560,163,24
2020-07-17,Chesterfield,3667,198,87
2020-07-17,Chickahominy,772,114,40
2020-07-17,Crater,1805,184,50
2020-07-17,Cumberland Plateau,125,7,0
2020-07-17,Eastern Shore,1325,114,42
2020-07-17,Fairfax,14858,1806,522
2020-07-17,Hampton,625,42,4
2020-07-17,Henrico,2987,279,175
2020-07-17,Lenowisco,102,19,5
2020-07-17,Lord Fairfax,2273,202,80
2020-07-17,Loudoun,4576,315,102
2020-07-17,Mount Rogers,910,86,36
2020-07-17,New River,329,24,6
2020-07-17,Norfolk,2020,137,19
2020-07-17,Peninsula,1686,136,35
2020-07-17,Piedmont,1160,113,19
2020-07-17,Pittsylvania-Danville,354,52,4
2020-07-17,Portsmouth,872,96,20
2020-07-17,Prince William,10013,881,187
2020-07-17,Rappahannock,2776,253,46
2020-07-17,Rappahannock Rapidan,1653,124,25
2020-07-17,Richmond,2521,250,36
2020-07-17,Roanoke,622,15,10
2020-07-17,Southside,514,59,31
2020-07-17,Thomas Jefferson,1335,113,29
2020-07-17,Three Rivers,835,60,11
2020-07-17,Virginia Beach,2396,142,34
2020-07-17,West Piedmont,691,74,8
2020-07-17,Western Tidewater,1205,104,68
2020-07-18,Alexandria,2540,255,56
2020-07-18,Alleghany,694,37,15
2020-07-18,Arlington,2726,427,135
2020-07-18,Central Shenandoah,2408,191,48
2020-07-18,Central Virginia,576,17,6
2020-07-18,Chesapeake,1612,164,24
2020-07-18,Chesterfield,3692,206,88
2020-07-18,Chickahominy,776,114,40
2020-07-18,Crater,1826,186,50
2020-07-18,Cumberland Plateau,130,8,0
2020-07-18,Eastern Shore,1329,116,43
2020-07-18,Fairfax,14925,1808,522
2020-07-18,Hampton,645,42,4
2020-07-18,Henrico,3005,282,175
2020-07-18,Lenowisco,113,21,5
2020-07-18,Lord Fairfax,2298,202,80
2020-07-18,Loudoun,4596,317,103
2020-07-18,Mount Rogers,935,89,36
2020-07-18,New River,335,25,6
2020-07-18,Norfolk,2134,138,19
2020-07-18,Peninsula,1747,144,38
2020-07-18,Piedmont,1161,114,19
2020-07-18,Pittsylvania-Danville,373,52,4
2020-07-18,Portsmouth,925,96,20
2020-07-18,Prince William,10095,883,188
2020-07-18,Rappahannock,2806,256,46
2020-07-18,Rappahannock Rapidan,1673,125,25
2020-07-18,Richmond,2541,250,36
2020-07-18,Roanoke,621,15,10
2020-07-18,Southside,521,60,32
2020-07-18,Thomas Jefferson,1363,115,29
2020-07-18,Three Rivers,842,61,11
2020-07-18,Virginia Beach,2464,144,36
2020-07-18,West Piedmont,699,78,8
2020-07-18,Western Tidewater,1247,109,68
2020-07-19,Alexandria,2547,255,56
2020-07-19,Alleghany,704,37,15
2020-07-19,Arlington,2733,430,135
2020-07-19,Central Shenandoah,2410,190,48
2020-07-19,Central Virginia,595,17,6
2020-07-19,Chesapeake,1685,164,24
2020-07-19,Chesterfield,3713,206,88
2020-07-19,Chickahominy,784,115,40
2020-07-19,Crater,1849,188,50
2020-07-19,Cumberland Plateau,135,9,0
2020-07-19,Eastern Shore,1330,116,43
2020-07-19,Fairfax,15005,1810,522
2020-07-19,Hampton,701,42,4
2020-07-19,Henrico,3037,284,175
2020-07-19,Lenowisco,113,21,5
2020-07-19,Lord Fairfax,2310,202,80
2020-07-19,Loudoun,4647,317,103
2020-07-19,Mount Rogers,957,89,36
2020-07-19,New River,343,25,6
2020-07-19,Norfolk,2155,140,19
2020-07-19,Peninsula,1924,144,38
2020-07-19,Piedmont,1164,114,19
2020-07-19,Pittsylvania-Danville,405,52,4
2020-07-19,Portsmouth,966,96,20
2020-07-19,Prince William,10151,884,189
2020-07-19,Rappahannock,2828,256,46
2020-07-19,Rappahannock Rapidan,1686,125,25
2020-07-19,Richmond,2563,250,36
2020-07-19,Roanoke,637,15,10
2020-07-19,Southside,533,60,32
2020-07-19,Thomas Jefferson,1376,116,29
2020-07-19,Three Rivers,855,61,11
2020-07-19,Virginia Beach,2610,148,37
2020-07-19,West Piedmont,699,78,8
2020-07-19,Western Tidewater,1280,109,68
2020-07-20,Alexandria,2559,255,56
2020-07-20,Alleghany,715,37,15
2020-07-20,Arlington,2737,430,135
2020-07-20,Central Shenandoah,2430,192,48
2020-07-20,Central Virginia,636,17,6
2020-07-20,Chesapeake,1758,169,24
2020-07-20,Chesterfield,3739,207,88
2020-07-20,Chickahominy,790,115,40
2020-07-20,Crater,1860,189,50
2020-07-20,Cumberland Plateau,139,10,0
2020-07-20,Eastern Shore,1332,117,43
2020-07-20,Fairfax,15062,1812,522
2020-07-20,Hampton,723,43,4
2020-07-20,Henrico,3058,285,175
2020-07-20,Lenowisco,119,21,5
2020-07-20,Lord Fairfax,2339,204,80
2020-07-20,Loudoun,4670,317,103
2020-07-20,Mount Rogers,972,92,36
2020-07-20,New River,348,25,6
2020-07-20,Norfolk,2214,142,20
2020-07-20,Peninsula,2005,145,39
2020-07-20,Piedmont,1177,114,19
2020-07-20,Pittsylvania-Danville,428,56,5
2020-07-20,Portsmouth,1009,97,20
2020-07-20,Prince William,10193,884,189
2020-07-20,Rappahannock,2843,256,46
2020-07-20,Rappahannock Rapidan,1694,127,25
2020-07-20,Richmond,2588,252,36
2020-07-20,Roanoke,659,15,10
2020-07-20,Southside,542,60,32
2020-07-20,Thomas Jefferson,1414,116,29
2020-07-20,Three Rivers,873,61,12
2020-07-20,Virginia Beach,2720,149,37
2020-07-20,West Piedmont,699,78,8
2020-07-20,Western Tidewater,1331,112,68
2020-07-21,Southside,550,60,32
2020-07-21,Chesapeake,1790,174,24
2020-07-21,Thomas Jefferson,1440,116,30
2020-07-21,Roanoke,665,15,10
2020-07-21,Eastern Shore,1338,118,43
2020-07-21,Mount Rogers,984,95,36
2020-07-21,Chickahominy,812,116,40
2020-07-21,New River,348,25,6
2020-07-21,Central Virginia,670,18,6
2020-07-21,Piedmont,1185,114,19
2020-07-21,Lord Fairfax,2344,205,82
2020-07-21,Crater,1873,191,50
2020-07-21,Hampton,751,43,4
2020-07-21,Alexandria,2582,255,56
2020-07-21,Fairfax,15121,1813,523
2020-07-21,Richmond,2623,254,35
2020-07-21,Arlington,2750,431,135
