Report Date,ZIP Code,Number of Cases,Number of Testing Encounters
5/10/2020,24131,0,1
5/10/2020,24132,0,4
5/10/2020,24133,0,22
5/10/2020,24134,Suppressed*,26
5/10/2020,24136,0,13
5/10/2020,24137,Suppressed*,9
5/10/2020,24138,0,18
5/10/2020,24139,0,5
5/10/2020,24141,Suppressed*,148
5/10/2020,24142,0,1
5/10/2020,24147,Suppressed*,9
5/10/2020,24148,Suppressed*,52
5/10/2020,24149,0,27
5/10/2020,24150,Suppressed*,3
5/10/2020,24151,12,36
5/10/2020,24153,48,350
5/10/2020,24161,0,3
5/10/2020,24162,5,40
5/10/2020,24165,0,14
5/10/2020,24167,0,3
5/10/2020,24168,Suppressed*,6
5/10/2020,24171,Suppressed*,58
5/10/2020,24174,Suppressed*,13
5/10/2020,24175,Suppressed*,34
5/10/2020,24176,Suppressed*,6
5/10/2020,24179,9,63
5/10/2020,24184,6,9
5/10/2020,24185,0,1
5/10/2020,24201,Suppressed*,171
5/10/2020,24202,7,118
5/10/2020,24210,19,258
5/10/2020,24211,9,135
5/10/2020,24216,9,55
5/10/2020,24217,0,1
5/10/2020,24219,9,359
5/10/2020,24220,0,6
5/10/2020,24221,0,4
5/10/2020,24224,5,59
5/10/2020,24225,0,9
5/10/2020,24226,0,13
5/10/2020,24228,0,93
5/10/2020,24230,0,88
5/10/2020,24236,5,44
5/10/2020,24237,0,7
5/10/2020,24239,0,4
5/10/2020,24243,0,30
5/10/2020,24244,Suppressed*,80
5/10/2020,24245,0,13
5/10/2020,24246,0,4
5/10/2020,24248,Suppressed*,29
5/10/2020,24250,0,10
5/10/2020,24251,Suppressed*,124
5/10/2020,24256,0,36
5/10/2020,24258,0,18
5/10/2020,24260,0,52
5/10/2020,24263,Suppressed*,83
5/10/2020,24265,0,8
5/10/2020,24266,Suppressed*,101
5/10/2020,24269,0,4
5/10/2020,24270,Suppressed*,6
5/10/2020,24271,0,19
5/10/2020,24272,0,6
5/10/2020,24273,Suppressed*,69
5/10/2020,24277,Suppressed*,85
5/10/2020,24279,0,31
5/10/2020,24280,0,5
5/10/2020,24281,0,19
5/10/2020,24282,0,10
5/10/2020,24283,0,34
5/10/2020,24290,0,19
5/10/2020,24292,0,8
5/10/2020,24293,Suppressed*,123
5/10/2020,24301,Suppressed*,208
5/10/2020,24311,0,24
5/10/2020,24312,0,15
5/10/2020,24313,Suppressed*,6
5/10/2020,24314,0,29
5/10/2020,24315,0,38
5/10/2020,24316,0,2
5/10/2020,24317,Suppressed*,24
5/10/2020,24318,0,8
5/10/2020,24319,5,80
5/10/2020,24322,0,3
5/10/2020,24323,Suppressed*,8
5/10/2020,24324,0,32
5/10/2020,24325,0,3
5/10/2020,24326,0,4
5/10/2020,24328,0,11
5/10/2020,24330,5,31
5/10/2020,24333,70,307
5/10/2020,24340,Suppressed*,80
5/10/2020,24343,8,84
5/10/2020,24347,0,15
5/10/2020,24348,0,65
5/10/2020,24350,0,8
5/10/2020,24351,0,2
5/10/2020,24352,0,8
5/10/2020,24354,Suppressed*,188
5/10/2020,24360,Suppressed*,79
5/10/2020,24361,Suppressed*,70
5/10/2020,24363,0,4
5/10/2020,24366,Suppressed*,13
5/10/2020,24368,Suppressed*,53
5/10/2020,24370,Suppressed*,68
5/10/2020,24374,0,13
5/10/2020,24375,0,10
5/10/2020,24377,0,2
5/10/2020,24378,Suppressed*,6
5/10/2020,24380,Suppressed*,8
5/10/2020,24381,Suppressed*,27
5/10/2020,24382,Suppressed*,157
5/10/2020,24401,20,301
5/10/2020,24412,0,1
5/10/2020,24413,0,4
5/10/2020,24415,0,2
5/10/2020,24416,9,23
5/10/2020,24421,Suppressed*,10
5/10/2020,24422,6,79
5/10/2020,24426,Suppressed*,138
5/10/2020,24430,0,19
5/10/2020,24431,5,21
5/10/2020,24432,Suppressed*,1
5/10/2020,24433,0,1
5/10/2020,24435,Suppressed*,7
5/10/2020,24437,0,4
5/10/2020,24439,0,8
5/10/2020,24440,7,27
5/10/2020,24441,14,80
5/10/2020,24442,0,2
5/10/2020,24445,0,24
5/10/2020,24448,0,3
5/10/2020,24450,6,55
5/10/2020,24457,0,10
5/10/2020,24458,0,4
5/10/2020,24460,0,8
5/10/2020,24465,Suppressed*,11
5/10/2020,24467,Suppressed*,12
5/10/2020,24471,Suppressed*,20
5/10/2020,24472,0,13
5/10/2020,24473,0,2
5/10/2020,24474,0,5
5/10/2020,24476,0,4
5/10/2020,24477,11,106
5/10/2020,24479,0,14
5/10/2020,24482,Suppressed*,41
5/10/2020,24483,Suppressed*,3
5/10/2020,24484,0,4
5/10/2020,24485,0,1
5/10/2020,24486,13,45
5/10/2020,24487,0,2
5/10/2020,24501,23,366
5/10/2020,24502,31,490
5/10/2020,24503,11,236
5/10/2020,24504,5,110
5/10/2020,24517,0,75
5/10/2020,24520,0,25
5/10/2020,24521,Suppressed*,160
5/10/2020,24522,15,147
5/10/2020,24523,6,217
5/10/2020,24526,Suppressed*,20
5/10/2020,24527,Suppressed*,33
5/10/2020,24528,Suppressed*,45
5/10/2020,24529,Suppressed*,42
5/10/2020,24530,0,12
5/10/2020,24531,Suppressed*,63
5/10/2020,24534,Suppressed*,25
5/10/2020,24536,0,2
5/10/2020,24538,Suppressed*,67
5/10/2020,24539,0,7
5/10/2020,24540,18,294
5/10/2020,24541,21,298
5/10/2020,24549,0,38
5/10/2020,24550,5,78
5/10/2020,24551,19,297
5/10/2020,24553,Suppressed*,28
5/10/2020,24554,Suppressed*,43
5/10/2020,24555,0,4
5/10/2020,24556,0,40
5/10/2020,24557,Suppressed*,67
5/10/2020,24558,Suppressed*,89
5/10/2020,24562,0,11
5/10/2020,24563,Suppressed*,65
5/10/2020,24565,0,8
5/10/2020,24566,Suppressed*,9
5/10/2020,24569,0,12
5/10/2020,24571,Suppressed*,20
5/10/2020,24572,9,243
5/10/2020,24574,Suppressed*,38
5/10/2020,24577,Suppressed*,45
5/10/2020,24578,Suppressed*,3
5/10/2020,24579,0,4
5/10/2020,24580,Suppressed*,12
5/10/2020,24586,Suppressed*,51
5/10/2020,24588,Suppressed*,123
5/10/2020,24589,0,26
5/10/2020,24590,10,162
5/10/2020,24592,10,232
5/10/2020,24593,Suppressed*,24
5/10/2020,24594,Suppressed*,27
5/10/2020,24595,0,3
5/10/2020,24597,Suppressed*,12
5/10/2020,24598,Suppressed*,23
5/10/2020,24599,Suppressed*,11
5/10/2020,24602,0,10
5/10/2020,24603,Suppressed*,10
5/10/2020,24605,Suppressed*,114
5/10/2020,24606,0,2
5/10/2020,24607,0,2
5/10/2020,24609,Suppressed*,77
5/10/2020,24612,0,3
5/10/2020,24613,0,20
5/10/2020,24614,15,124
5/10/2020,24620,0,18
5/10/2020,24622,0,15
5/10/2020,24628,0,5
5/10/2020,24630,0,63
5/10/2020,24631,0,19
5/10/2020,24634,0,7
5/10/2020,24635,0,11
5/10/2020,24637,0,24
5/10/2020,24639,Suppressed*,52
5/10/2020,24641,0,89
5/10/2020,24646,0,6
5/10/2020,24649,0,19
5/10/2020,24651,0,65
5/10/2020,24656,0,34
5/10/2020,24657,0,2
5/10/2020,Not Reported,457,19440
5/10/2020,Out-of-State,0,2197
