"﻿Report Date","Health District",Race,"Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-05-07,Chickahominy,Other,4,2,0
2020-05-07,"New River","Black or African American",6,1,0
2020-05-07,"Virginia Beach","Not Reported",72,2,0
2020-05-07,"Rappahannock Rapidan",Other,24,9,0
2020-05-07,Piedmont,"Not Reported",88,3,0
2020-05-07,Portsmouth,Other,10,2,0
2020-05-07,Pittsylvania-Danville,"Not Reported",8,2,0
2020-05-07,"West Piedmont","Not Reported",7,0,0
2020-05-07,Norfolk,White,66,15,2
2020-05-07,Hampton,White,24,4,0
2020-05-07,"Western Tidewater","Black or African American",200,31,9
2020-05-07,"Prince William","Not Reported",1409,20,0
2020-05-07,Fairfax,White,1533,279,102
2020-05-07,Lenowisco,Other,1,0,0
2020-05-07,"Rappahannock Rapidan","Not Reported",231,7,2
2020-05-07,"Three Rivers","Black or African American",98,5,0
2020-05-07,Henrico,"Black or African American",413,76,49
2020-05-07,Lenowisco,"Not Reported",9,1,1
2020-05-07,Chesapeake,Other,28,5,3
2020-05-07,Crater,"Not Reported",64,2,1
2020-05-07,Chickahominy,"Not Reported",95,3,1
2020-05-07,"Eastern Shore","Black or African American",379,21,5
2020-05-07,Alexandria,Other,184,28,1
2020-05-07,Chesterfield,"Black or African American",189,31,7
2020-05-07,Roanoke,"Not Reported",19,0,0
2020-05-07,Rappahannock,"Black or African American",89,18,2
2020-05-07,"Lord Fairfax",White,443,41,12
2020-05-07,"Three Rivers",White,120,15,2
2020-05-07,"Central Virginia","Not Reported",92,3,0
2020-05-07,"Eastern Shore",Other,13,1,1
2020-05-07,Crater,"Black or African American",158,48,7
2020-05-07,"Mount Rogers","Black or African American",0,0,0
2020-05-07,"Central Shenandoah",White,625,43,18
2020-05-07,Southside,White,39,9,5
