"﻿Report Date","Health District",Race,"Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-05-15,"Mount Rogers","Black or African American",0,0,0
2020-05-15,"Central Shenandoah",White,718,64,19
2020-05-15,Southside,White,43,12,6
2020-05-15,Hampton,Other,7,2,0
2020-05-15,Alleghany,White,109,19,4
2020-05-15,"Prince William",Other,887,135,8
2020-05-15,Arlington,"Not Reported",708,75,9
2020-05-15,"West Piedmont","Black or African American",11,3,0
2020-05-15,Peninsula,Other,27,6,1
2020-05-15,Norfolk,Other,22,4,0
2020-05-15,"Lord Fairfax","Black or African American",28,3,1
2020-05-15,"Mount Rogers","Not Reported",13,1,0
2020-05-15,"Central Virginia","Black or African American",18,2,1
2020-05-15,"West Piedmont",Other,3,1,1
2020-05-15,Portsmouth,White,49,8,2
2020-05-15,"Thomas Jefferson","Not Reported",15,0,0
2020-05-15,"Three Rivers","Not Reported",97,4,3
2020-05-15,"Virginia Beach","Black or African American",127,17,3
2020-05-15,"Prince William","Black or African American",324,60,15
2020-05-15,Loudoun,"Not Reported",473,2,5
2020-05-15,Loudoun,White,505,77,34
2020-05-15,Peninsula,"Not Reported",69,3,0
2020-05-15,Pittsylvania-Danville,"Black or African American",24,6,0
2020-05-15,Henrico,White,419,67,60
2020-05-15,Richmond,White,131,18,1
2020-05-15,Southside,"Black or African American",30,10,2
2020-05-15,Chickahominy,White,157,39,18
2020-05-15,"Thomas Jefferson",Other,39,5,1
2020-05-15,"Virginia Beach",Other,58,19,2
2020-05-15,"Central Shenandoah","Black or African American",57,3,2
2020-05-15,Chesterfield,White,278,33,20
2020-05-15,"Central Virginia",White,65,10,2
2020-05-15,Rappahannock,White,274,45,10
2020-05-15,"New River",White,55,11,1
2020-05-15,"Mount Rogers",Other,20,1,0
2020-05-15,Crater,White,67,17,5
2020-05-15,Alleghany,"Not Reported",41,3,0
2020-05-15,Arlington,Other,308,103,17
