"﻿Report Date","Health District",Race,"Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-05-25,Pittsylvania-Danville,"Black or African American",29,7,0
2020-05-25,Henrico,White,489,71,63
2020-05-25,Richmond,White,174,17,3
2020-05-25,Southside,"Black or African American",44,11,2
2020-05-25,Chickahominy,White,188,44,18
2020-05-25,"Thomas Jefferson",Other,51,5,2
2020-05-25,"Virginia Beach",Other,69,20,2
2020-05-25,"Central Shenandoah","Black or African American",66,3,2
2020-05-25,Chesterfield,White,348,35,22
2020-05-25,"Central Virginia",White,70,9,3
2020-05-25,Rappahannock,White,372,51,12
2020-05-25,"New River",White,62,11,1
2020-05-25,"Mount Rogers",Other,27,2,0
2020-05-25,Crater,White,93,17,6
2020-05-25,Alleghany,"Not Reported",46,3,0
2020-05-25,Arlington,Other,384,116,19
2020-05-25,Piedmont,White,156,8,3
2020-05-25,"Cumberland Plateau",Other,0,0,0
2020-05-25,Pittsylvania-Danville,White,41,15,3
2020-05-25,Chickahominy,Other,17,5,0
2020-05-25,"New River","Black or African American",5,1,0
2020-05-25,"Virginia Beach","Not Reported",88,3,0
2020-05-25,"Rappahannock Rapidan",Other,57,12,0
2020-05-25,Piedmont,"Not Reported",273,7,2
2020-05-25,Portsmouth,Other,19,2,0
2020-05-25,Pittsylvania-Danville,"Not Reported",12,3,0
2020-05-25,"West Piedmont","Not Reported",30,1,0
2020-05-25,Norfolk,White,117,20,2
2020-05-25,Hampton,White,39,4,0
2020-05-25,"Western Tidewater","Black or African American",238,36,16
2020-05-25,"Prince William","Not Reported",3061,37,3
2020-05-25,Fairfax,White,2527,389,153
2020-05-25,Lenowisco,Other,1,0,0
2020-05-25,"Rappahannock Rapidan","Not Reported",516,18,2
2020-05-25,"Three Rivers","Black or African American",151,10,0
2020-05-25,Henrico,"Black or African American",528,93,50
2020-05-25,Lenowisco,"Not Reported",8,1,1
2020-05-25,Chesapeake,Other,40,5,2
2020-05-25,Crater,"Not Reported",120,3,2
2020-05-25,Chickahominy,"Not Reported",147,3,1
2020-05-25,"Eastern Shore","Black or African American",557,47,15
2020-05-25,Alexandria,Other,366,45,1
2020-05-25,Chesterfield,"Black or African American",229,35,7
2020-05-25,Roanoke,"Not Reported",45,0,0
2020-05-25,Rappahannock,"Black or African American",126,22,3
2020-05-25,"Lord Fairfax",White,754,79,33
2020-05-25,Southside,"Not Reported",112,13,8
2020-05-25,Chesapeake,White,214,34,7
2020-05-25,"New River",Other,1,1,0
2020-05-25,Norfolk,"Black or African American",207,37,4
2020-05-25,"Central Shenandoah",Other,224,13,1
2020-05-25,Southside,Other,34,1,5
2020-05-25,Pittsylvania-Danville,Other,1,0,0
2020-05-25,"Cumberland Plateau",White,19,2,0
2020-05-25,"Rappahannock Rapidan","Black or African American",53,10,1
2020-05-25,Fairfax,"Not Reported",2418,102,92
2020-05-25,Chesapeake,"Not Reported",43,2,0
2020-05-25,"Thomas Jefferson",White,237,27,13
2020-05-25,Richmond,Other,276,37,1
2020-05-25,Peninsula,"Black or African American",140,31,9
2020-05-25,Henrico,Other,185,12,3
2020-05-25,"Cumberland Plateau","Black or African American",12,0,0
2020-05-25,Loudoun,Other,445,51,7
2020-05-25,Crater,Other,17,2,1
2020-05-25,Arlington,"Black or African American",134,51,23
2020-05-25,Alexandria,"Black or African American",249,50,8
2020-05-25,Richmond,"Black or African American",342,76,16
2020-05-25,"Lord Fairfax","Not Reported",152,3,5
2020-05-25,Fairfax,"Black or African American",598,128,23
2020-05-25,"Thomas Jefferson","Black or African American",109,36,4
2020-05-25,"West Piedmont",White,67,6,2
2020-05-25,Rappahannock,"Not Reported",445,23,0
2020-05-25,"Central Shenandoah","Not Reported",208,6,1
2020-05-25,Peninsula,White,273,73,22
2020-05-25,"Rappahannock Rapidan",White,399,33,8
2020-05-25,"Prince William",White,1139,240,71
2020-05-25,"New River","Not Reported",29,0,0
2020-05-25,Chesterfield,"Not Reported",584,3,9
2020-05-25,Alleghany,Other,2,0,0
2020-05-25,Lenowisco,White,33,14,3
2020-05-25,"Western Tidewater",White,158,25,18
2020-05-25,Hampton,Other,8,2,0
2020-05-25,Alleghany,White,126,20,15
2020-05-25,"Three Rivers",White,163,16,3
2020-05-25,"Central Virginia","Not Reported",91,3,0
2020-05-25,"Eastern Shore",Other,28,2,1
2020-05-25,Crater,"Black or African American",269,60,7
2020-05-25,"Mount Rogers","Black or African American",2,0,0
2020-05-25,"Central Shenandoah",White,900,88,24
2020-05-25,Southside,White,65,12,6
