"﻿Report Date","Health District",Race,"Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-05-24,"Western Tidewater",White,156,25,17
2020-05-24,Chesapeake,Other,40,5,2
2020-05-24,Crater,"Not Reported",119,3,1
2020-05-24,Chickahominy,"Not Reported",135,3,1
2020-05-24,"Eastern Shore","Black or African American",553,45,14
2020-05-24,Alexandria,Other,360,45,1
2020-05-24,Chesterfield,"Black or African American",229,35,7
2020-05-24,Roanoke,"Not Reported",45,0,0
2020-05-24,Rappahannock,"Black or African American",124,22,3
2020-05-24,"Lord Fairfax",White,739,77,31
2020-05-24,"Three Rivers",White,160,16,3
2020-05-24,"Central Virginia","Not Reported",90,3,0
2020-05-24,"Eastern Shore",Other,26,2,1
2020-05-24,Crater,"Black or African American",267,60,7
2020-05-24,"Mount Rogers","Black or African American",2,0,0
2020-05-24,"Central Shenandoah",White,878,87,24
2020-05-24,Southside,White,63,12,6
,Southside,White,63,12,6
,,,,,
