"Report Date","ZIP Code","Number of Cases","Number of Testing Encounters"
2020-05-14,23011,Suppressed*,23
2020-05-14,23015,8,79
2020-05-14,23021,0,4
2020-05-14,23022,5,28
2020-05-14,23023,Suppressed*,5
2020-05-14,23024,19,142
2020-05-14,23025,0,6
2020-05-14,23027,Suppressed*,35
2020-05-14,23030,15,103
2020-05-14,23032,0,1
2020-05-14,23035,Suppressed*,19
2020-05-14,23038,6,32
2020-05-14,23039,Suppressed*,21
2020-05-14,23040,8,100
2020-05-14,23043,Suppressed*,17
2020-05-14,23045,0,2
2020-05-14,23047,0,18
2020-05-14,23050,Suppressed*,8
2020-05-14,23055,36,61
2020-05-14,23056,0,2
2020-05-14,23059,39,531
2020-05-14,23060,76,652
2020-05-14,23061,16,287
2020-05-14,23062,Suppressed*,54
2020-05-14,23063,53,176
2020-05-14,23064,0,2
2020-05-14,23065,Suppressed*,24
2020-05-14,23066,0,3
2020-05-14,23068,0,4
2020-05-14,23069,Suppressed*,50
2020-05-14,23070,0,5
2020-05-14,23071,Suppressed*,13
2020-05-14,23072,7,186
2020-05-14,23075,106,265
2020-05-14,23076,0,11
2020-05-14,23079,0,1
2020-05-14,23083,Suppressed*,38
2020-05-14,23084,5,62
2020-05-14,23085,Suppressed*,4
2020-05-14,23086,Suppressed*,33
2020-05-14,23089,8,119
2020-05-14,23091,0,8
2020-05-14,23092,0,5
2020-05-14,23093,25,341
2020-05-14,23102,7,37
2020-05-14,23103,14,117
2020-05-14,23106,0,21
2020-05-14,23109,Suppressed*,33
2020-05-14,23110,0,16
2020-05-14,23111,61,635
2020-05-14,23112,86,914
2020-05-14,23113,62,574
2020-05-14,23114,33,377
2020-05-14,23115,0,5
2020-05-14,23116,82,688
2020-05-14,23117,9,205
2020-05-14,23119,Suppressed*,1
2020-05-14,23120,21,245
2020-05-14,23123,16,84
2020-05-14,23124,6,75
2020-05-14,23126,0,5
2020-05-14,23128,Suppressed*,22
2020-05-14,23129,0,3
2020-05-14,23130,Suppressed*,4
2020-05-14,23138,0,5
2020-05-14,23139,23,439
2020-05-14,23140,13,119
2020-05-14,23141,10,114
2020-05-14,23146,6,41
2020-05-14,23148,Suppressed*,23
2020-05-14,23149,Suppressed*,58
2020-05-14,23150,35,232
2020-05-14,23153,Suppressed*,27
2020-05-14,23156,Suppressed*,21
2020-05-14,23160,0,8
2020-05-14,23161,0,1
2020-05-14,23163,0,1
2020-05-14,23168,8,198
2020-05-14,23169,0,12
2020-05-14,23173,0,1
2020-05-14,23175,Suppressed*,20
2020-05-14,23176,0,1
2020-05-14,23177,0,11
2020-05-14,23180,0,2
2020-05-14,23181,0,108
2020-05-14,23185,119,1253
2020-05-14,23187,0,13
2020-05-14,23188,120,1264
2020-05-14,23192,10,88
2020-05-14,23219,13,92
2020-05-14,23220,55,455
2020-05-14,23221,17,226
2020-05-14,23222,68,481
2020-05-14,23223,195,1170
2020-05-14,23224,199,937
2020-05-14,23225,151,1018
2020-05-14,23226,76,385
2020-05-14,23227,53,525
2020-05-14,23228,94,714
2020-05-14,23229,69,624
2020-05-14,23230,10,140
2020-05-14,23231,98,679
2020-05-14,23233,102,651
2020-05-14,23234,228,921
2020-05-14,23235,92,791
2020-05-14,23236,53,603
2020-05-14,23237,81,467
2020-05-14,23238,214,630
2020-05-14,23250,0,2
2020-05-14,23294,44,319
2020-05-14,23301,49,106
2020-05-14,23302,Suppressed*,6
2020-05-14,23303,11,33
2020-05-14,23304,Suppressed*,6
2020-05-14,23306,16,52
2020-05-14,23307,11,33
2020-05-14,23308,35,84
2020-05-14,23310,16,84
2020-05-14,23313,Suppressed*,4
2020-05-14,23314,9,159
2020-05-14,23315,Suppressed*,22
2020-05-14,23316,10,35
2020-05-14,23320,126,1226
2020-05-14,23321,45,612
2020-05-14,23322,69,797
2020-05-14,23323,52,574
2020-05-14,23324,33,375
2020-05-14,23325,35,313
2020-05-14,23336,7,45
2020-05-14,23337,0,7
2020-05-14,23347,12,30
2020-05-14,23350,47,141
2020-05-14,23354,8,17
2020-05-14,23356,Suppressed*,25
2020-05-14,23357,25,45
2020-05-14,23359,8,18
2020-05-14,23389,Suppressed*,4
2020-05-14,23395,12,28
2020-05-14,23398,Suppressed*,8
2020-05-14,23401,Suppressed*,12
2020-05-14,23405,10,28
2020-05-14,23407,34,57
2020-05-14,23408,Suppressed*,3
2020-05-14,23409,Suppressed*,3
2020-05-14,23410,41,108
2020-05-14,23413,67,203
2020-05-14,23414,19,36
2020-05-14,23415,30,84
2020-05-14,23416,8,28
2020-05-14,23417,40,128
2020-05-14,23418,32,78
2020-05-14,23420,59,131
2020-05-14,23421,99,344
2020-05-14,23422,Suppressed*,15
2020-05-14,23423,Suppressed*,8
2020-05-14,23426,5,6
2020-05-14,23427,5,6
2020-05-14,23430,27,291
2020-05-14,23432,Suppressed*,21
2020-05-14,23433,0,30
2020-05-14,23434,116,1140
2020-05-14,23435,95,584
2020-05-14,23436,0,18
2020-05-14,23437,6,72
2020-05-14,23438,Suppressed*,46
2020-05-14,23440,0,1
2020-05-14,23441,14,34
2020-05-14,23442,15,52
2020-05-14,23451,42,858
2020-05-14,23452,73,1271
2020-05-14,23453,48,655
2020-05-14,23454,79,1180
2020-05-14,23455,37,926
2020-05-14,23456,57,1053
2020-05-14,23457,Suppressed*,66
2020-05-14,23459,Suppressed*,20
2020-05-14,23460,0,7
2020-05-14,23461,0,6
2020-05-14,23462,111,1314
2020-05-14,23464,74,1225
2020-05-14,23480,Suppressed*,9
2020-05-14,23486,0,4
2020-05-14,23487,58,134
2020-05-14,23488,8,17
2020-05-14,23502,39,484
2020-05-14,23503,33,524
2020-05-14,23504,51,838
2020-05-14,23505,30,453
2020-05-14,23507,7,143
2020-05-14,23508,23,245
2020-05-14,23509,28,260
2020-05-14,23510,47,404
2020-05-14,23511,0,26
2020-05-14,23513,28,511
2020-05-14,23517,5,81
2020-05-14,23518,35,646
2020-05-14,23523,8,129
2020-05-14,23551,0,1
2020-05-14,23601,20,366
2020-05-14,23602,41,634
2020-05-14,23603,Suppressed*,44
2020-05-14,23604,0,24
2020-05-14,23605,13,214
2020-05-14,23606,25,424
2020-05-14,23607,21,257
2020-05-14,23608,54,658
2020-05-14,23651,Suppressed*,7
2020-05-14,23661,15,191
2020-05-14,23662,7,179
2020-05-14,23663,10,187
2020-05-14,23664,7,135
2020-05-14,23665,Suppressed*,29
2020-05-14,23666,67,776
2020-05-14,23669,51,597
2020-05-14,23690,0,48
2020-05-14,23691,0,5
2020-05-14,23692,12,310
2020-05-14,23693,12,301
2020-05-14,23696,0,58
2020-05-14,23701,105,620
2020-05-14,23702,14,178
2020-05-14,23703,46,472
2020-05-14,23704,30,405
2020-05-14,23707,20,240
2020-05-14,23708,Suppressed*,69
2020-05-14,23709,0,60
2020-05-14,23801,10,95
2020-05-14,23803,69,655
2020-05-14,23805,25,316
2020-05-14,23821,Suppressed*,30
2020-05-14,23824,7,149
2020-05-14,23827,Suppressed*,16
2020-05-14,23828,0,4
2020-05-14,23829,78,456
2020-05-14,23830,Suppressed*,26
2020-05-14,23831,61,471
2020-05-14,23832,133,762
2020-05-14,23833,Suppressed*,23
2020-05-14,23834,95,471
2020-05-14,23836,20,189
2020-05-14,23837,46,57
2020-05-14,23838,26,238
2020-05-14,23839,0,19
2020-05-14,23840,Suppressed*,40
2020-05-14,23841,6,56
2020-05-14,23842,7,94
2020-05-14,23843,0,3
2020-05-14,23844,Suppressed*,6
2020-05-14,23845,0,5
2020-05-14,23846,0,14
2020-05-14,23847,76,326
2020-05-14,23850,0,25
2020-05-14,23851,27,227
2020-05-14,23856,Suppressed*,5
2020-05-14,23857,Suppressed*,7
2020-05-14,23860,56,581
2020-05-14,23866,Suppressed*,40
2020-05-14,23867,18,64
2020-05-14,23868,12,66
2020-05-14,23872,Suppressed*,50
2020-05-14,23874,0,13
2020-05-14,23875,20,211
2020-05-14,23876,0,2
2020-05-14,23878,Suppressed*,19
2020-05-14,23879,5,13
2020-05-14,23881,Suppressed*,27
2020-05-14,23882,5,50
2020-05-14,23883,Suppressed*,45
2020-05-14,23884,Suppressed*,0
2020-05-14,23885,Suppressed*,44
2020-05-14,23887,0,3
2020-05-14,23888,Suppressed*,41
2020-05-14,23889,Suppressed*,7
2020-05-14,23890,11,58
2020-05-14,23891,35,105
2020-05-14,23893,Suppressed*,6
2020-05-14,23894,0,9
2020-05-14,23897,Suppressed*,5
2020-05-14,23898,5,30
2020-05-14,23899,Suppressed*,12
2020-05-14,23901,62,365
2020-05-14,23915,Suppressed*,13
2020-05-14,23917,10,51
2020-05-14,23919,5,26
2020-05-14,23920,Suppressed*,32
2020-05-14,23921,7,69
2020-05-14,23922,6,120
2020-05-14,23923,5,50
2020-05-14,23924,36,126
2020-05-14,23927,58,177
2020-05-14,23930,Suppressed*,148
2020-05-14,23934,Suppressed*,18
2020-05-14,23936,311,222
2020-05-14,23937,Suppressed*,47
2020-05-14,23938,0,5
2020-05-14,23942,Suppressed*,31
2020-05-14,23944,Suppressed*,56
2020-05-14,23947,0,89
2020-05-14,23950,8,56
2020-05-14,23952,0,8
2020-05-14,23954,Suppressed*,49
2020-05-14,23958,8,88
2020-05-14,23959,0,24
2020-05-14,23960,Suppressed*,51
2020-05-14,23962,Suppressed*,18
2020-05-14,23963,0,8
2020-05-14,23964,0,22
2020-05-14,23966,Suppressed*,54
2020-05-14,23967,0,19
2020-05-14,23968,Suppressed*,12
2020-05-14,23970,13,107
2020-05-14,23974,Suppressed*,108
2020-05-14,23976,0,8
2020-05-14,24011,0,8
2020-05-14,24012,39,179
2020-05-14,24013,5,38
2020-05-14,24014,53,113
2020-05-14,24015,12,68
2020-05-14,24016,Suppressed*,64
2020-05-14,24017,14,152
2020-05-14,24018,34,271
2020-05-14,24019,10,163
2020-05-14,24053,Suppressed*,29
2020-05-14,24054,Suppressed*,42
2020-05-14,24055,Suppressed*,102
2020-05-14,24058,0,3
2020-05-14,24059,0,4
2020-05-14,24060,33,498
2020-05-14,24064,0,25
2020-05-14,24065,Suppressed*,28
2020-05-14,24066,Suppressed*,12
2020-05-14,24067,Suppressed*,8
2020-05-14,24069,0,21
2020-05-14,24070,0,8
2020-05-14,24072,0,10
2020-05-14,24073,19,397
2020-05-14,24076,0,9
2020-05-14,24077,Suppressed*,4
2020-05-14,24078,6,78
2020-05-14,24079,0,14
2020-05-14,24082,0,4
2020-05-14,24083,6,18
2020-05-14,24084,7,156
2020-05-14,24085,7,8
2020-05-14,24087,6,52
2020-05-14,24088,0,11
2020-05-14,24089,Suppressed*,29
2020-05-14,24090,9,20
2020-05-14,24091,Suppressed*,61
2020-05-14,24092,Suppressed*,12
2020-05-14,24093,0,1
2020-05-14,24095,Suppressed*,20
2020-05-14,24101,Suppressed*,30
2020-05-14,24102,0,2
2020-05-14,24104,Suppressed*,49
2020-05-14,24105,0,2
2020-05-14,24112,14,266
2020-05-14,24120,0,8
2020-05-14,24121,Suppressed*,78
2020-05-14,24122,Suppressed*,16
2020-05-14,24124,Suppressed*,37
2020-05-14,24127,Suppressed*,31
2020-05-14,24128,Suppressed*,20
2020-05-14,24131,0,2
2020-05-14,24132,0,3
2020-05-14,24133,0,30
2020-05-14,24134,0,33
2020-05-14,24136,0,13
2020-05-14,24137,Suppressed*,11
2020-05-14,24138,0,19
2020-05-14,24139,0,6
2020-05-14,24141,Suppressed*,163
2020-05-14,24142,0,1
2020-05-14,24147,Suppressed*,10
2020-05-14,24148,5,63
2020-05-14,24149,0,29
2020-05-14,24150,Suppressed*,3
2020-05-14,24151,13,42
2020-05-14,24153,54,439
2020-05-14,24161,0,3
2020-05-14,24162,6,41
2020-05-14,24165,0,18
2020-05-14,24167,0,3
2020-05-14,24168,Suppressed*,9
2020-05-14,24171,5,75
2020-05-14,24174,Suppressed*,18
2020-05-14,24175,Suppressed*,45
2020-05-14,24176,Suppressed*,10
2020-05-14,24179,13,81
2020-05-14,24184,6,12
2020-05-14,24185,0,2
2020-05-14,24201,Suppressed*,218
2020-05-14,24202,7,138
2020-05-14,24210,19,273
2020-05-14,24211,9,145
2020-05-14,24216,10,59
2020-05-14,24217,0,1
2020-05-14,24219,9,378
2020-05-14,24220,0,7
2020-05-14,24221,0,4
2020-05-14,24224,5,66
2020-05-14,24225,0,11
2020-05-14,24226,0,14
2020-05-14,24228,0,97
2020-05-14,24230,0,90
2020-05-14,24236,5,46
2020-05-14,24237,0,7
2020-05-14,24239,0,4
2020-05-14,24243,0,39
2020-05-14,24244,Suppressed*,88
2020-05-14,24245,0,15
2020-05-14,24246,0,6
2020-05-14,24248,Suppressed*,34
2020-05-14,24250,0,14
2020-05-14,24251,Suppressed*,140
2020-05-14,24256,0,38
2020-05-14,24258,0,20
2020-05-14,24260,0,58
2020-05-14,24263,Suppressed*,88
2020-05-14,24265,0,10
2020-05-14,24266,Suppressed*,107
2020-05-14,24269,0,4
2020-05-14,24270,Suppressed*,6
2020-05-14,24271,0,26
2020-05-14,24272,0,7
2020-05-14,24273,Suppressed*,71
2020-05-14,24277,Suppressed*,94
2020-05-14,24279,0,37
2020-05-14,24280,0,5
2020-05-14,24281,0,27
2020-05-14,24282,0,14
2020-05-14,24283,0,36
2020-05-14,24290,0,23
2020-05-14,24292,0,9
2020-05-14,24293,Suppressed*,126
2020-05-14,24301,Suppressed*,237
2020-05-14,24311,0,24
2020-05-14,24312,0,19
2020-05-14,24313,Suppressed*,7
2020-05-14,24314,0,34
2020-05-14,24315,0,41
2020-05-14,24316,0,2
2020-05-14,24317,Suppressed*,32
2020-05-14,24318,0,8
2020-05-14,24319,5,85
2020-05-14,24322,0,3
2020-05-14,24323,Suppressed*,9
2020-05-14,24324,0,33
2020-05-14,24325,0,4
2020-05-14,24326,0,4
2020-05-14,24328,0,15
2020-05-14,24330,7,38
2020-05-14,24333,98,347
2020-05-14,24340,Suppressed*,81
2020-05-14,24343,9,96
2020-05-14,24347,0,19
2020-05-14,24348,0,69
2020-05-14,24350,0,10
2020-05-14,24351,0,4
2020-05-14,24352,Suppressed*,11
2020-05-14,24354,6,207
2020-05-14,24360,5,88
2020-05-14,24361,Suppressed*,76
2020-05-14,24363,0,7
2020-05-14,24366,Suppressed*,14
2020-05-14,24368,Suppressed*,56
2020-05-14,24370,Suppressed*,73
2020-05-14,24374,0,13
2020-05-14,24375,0,10
2020-05-14,24377,0,2
2020-05-14,24378,Suppressed*,8
2020-05-14,24380,Suppressed*,8
2020-05-14,24381,Suppressed*,32
2020-05-14,24382,5,180
2020-05-14,24401,28,337
2020-05-14,24412,0,1
2020-05-14,24413,0,4
2020-05-14,24415,0,2
2020-05-14,24416,9,30
2020-05-14,24421,Suppressed*,12
2020-05-14,24422,6,90
2020-05-14,24426,Suppressed*,157
2020-05-14,24430,0,19
2020-05-14,24431,5,28
2020-05-14,24432,Suppressed*,1
2020-05-14,24433,0,1
2020-05-14,24435,Suppressed*,7
2020-05-14,24437,0,7
2020-05-14,24439,0,8
2020-05-14,24440,9,32
2020-05-14,24441,15,93
2020-05-14,24442,0,2
2020-05-14,24445,0,27
2020-05-14,24448,0,4
2020-05-14,24450,8,65
2020-05-14,24457,0,12
2020-05-14,24458,0,4
2020-05-14,24459,Suppressed*,2
2020-05-14,24460,0,10
2020-05-14,24465,Suppressed*,11
2020-05-14,24467,Suppressed*,15
2020-05-14,24471,Suppressed*,25
2020-05-14,24472,0,14
2020-05-14,24473,0,4
2020-05-14,24474,0,7
2020-05-14,24476,0,4
2020-05-14,24477,12,117
2020-05-14,24479,0,17
2020-05-14,24482,5,44
2020-05-14,24483,Suppressed*,4
2020-05-14,24484,0,5
2020-05-14,24485,0,2
2020-05-14,24486,13,54
2020-05-14,24487,0,2
2020-05-14,24501,25,410
2020-05-14,24502,32,560
2020-05-14,24503,11,279
2020-05-14,24504,7,129
2020-05-14,24517,0,84
2020-05-14,24520,Suppressed*,30
2020-05-14,24521,5,183
2020-05-14,24522,15,167
2020-05-14,24523,7,250
2020-05-14,24526,Suppressed*,24
2020-05-14,24527,Suppressed*,38
2020-05-14,24528,Suppressed*,51
2020-05-14,24529,Suppressed*,48
2020-05-14,24530,0,16
2020-05-14,24531,Suppressed*,72
2020-05-14,24534,Suppressed*,29
2020-05-14,24536,0,2
2020-05-14,24538,Suppressed*,79
2020-05-14,24539,0,7
2020-05-14,24540,20,345
2020-05-14,24541,24,348
2020-05-14,24549,0,43
2020-05-14,24550,5,92
2020-05-14,24551,19,346
2020-05-14,24553,Suppressed*,33
2020-05-14,24554,Suppressed*,50
2020-05-14,24555,0,5
2020-05-14,24556,0,45
2020-05-14,24557,Suppressed*,79
2020-05-14,24558,5,102
2020-05-14,24562,0,11
2020-05-14,24563,Suppressed*,74
2020-05-14,24565,0,8
2020-05-14,24566,Suppressed*,11
2020-05-14,24569,0,12
2020-05-14,24571,Suppressed*,20
2020-05-14,24572,11,279
2020-05-14,24574,Suppressed*,42
2020-05-14,24577,Suppressed*,56
2020-05-14,24578,Suppressed*,3
2020-05-14,24579,0,5
2020-05-14,24580,Suppressed*,13
2020-05-14,24586,Suppressed*,63
2020-05-14,24588,Suppressed*,142
2020-05-14,24589,0,28
2020-05-14,24590,11,180
2020-05-14,24592,11,255
2020-05-14,24593,Suppressed*,24
2020-05-14,24594,Suppressed*,32
2020-05-14,24595,0,4
2020-05-14,24597,Suppressed*,15
2020-05-14,24598,Suppressed*,33
2020-05-14,24599,Suppressed*,14
2020-05-14,24602,0,11
2020-05-14,24603,Suppressed*,11
2020-05-14,24605,Suppressed*,128
2020-05-14,24606,0,2
2020-05-14,24607,0,2
2020-05-14,24609,Suppressed*,83
2020-05-14,24612,0,3
2020-05-14,24613,0,20
2020-05-14,24614,15,132
2020-05-14,24620,0,18
2020-05-14,24622,0,15
2020-05-14,24628,0,5
2020-05-14,24630,0,69
2020-05-14,24631,0,21
2020-05-14,24634,0,7
2020-05-14,24635,0,11
2020-05-14,24637,0,26
2020-05-14,24639,Suppressed*,52
2020-05-14,24641,0,97
2020-05-14,24646,0,6
2020-05-14,24649,0,22
2020-05-14,24651,0,71
2020-05-14,24656,0,36
2020-05-14,24657,0,2
2020-05-14,"Not Reported",554,22518
2020-05-14,Out-of-State,0,2638
