"Report Date","ZIP Code","Number of Cases","Total Number of People Tested"
2020-05-07,22193,476,"1,670"
2020-05-07,22201,119,707
2020-05-07,22202,99,482
2020-05-07,22203,155,448
2020-05-07,22204,474,"1,300"
2020-05-07,22205,65,366
2020-05-07,22206,96,423
2020-05-07,22207,172,742
2020-05-07,22209,44,262
2020-05-07,22211,Suppressed*,8
2020-05-07,22213,9,49
2020-05-07,22214,0,2
2020-05-07,22301,35,282
2020-05-07,22302,101,378
2020-05-07,22303,71,363
2020-05-07,22304,296,"1,142"
2020-05-07,22305,317,572
2020-05-07,22306,312,844
2020-05-07,22307,34,206
2020-05-07,22308,20,137
2020-05-07,22309,248,707
2020-05-07,22310,133,567
2020-05-07,22311,190,517
2020-05-07,22312,196,659
2020-05-07,22314,113,687
2020-05-07,22315,54,373
2020-05-07,22401,49,429
2020-05-07,22405,48,433
2020-05-07,22406,36,338
2020-05-07,22407,136,846
2020-05-07,22408,42,418
2020-05-07,22427,Suppressed*,38
2020-05-07,22432,0,11
2020-05-07,22433,Suppressed*,3
2020-05-07,22435,Suppressed*,39
2020-05-07,22436,0,6
2020-05-07,22437,Suppressed*,14
2020-05-07,22438,Suppressed*,2
2020-05-07,22443,9,77
2020-05-07,22448,Suppressed*,8
2020-05-07,22454,0,12
2020-05-07,22460,Suppressed*,15
2020-05-07,22469,Suppressed*,25
2020-05-07,22473,Suppressed*,60
2020-05-07,22476,Suppressed*,1
2020-05-07,22480,0,16
2020-05-07,22482,Suppressed*,47
2020-05-07,22485,37,267
2020-05-07,22488,Suppressed*,16
2020-05-07,22503,Suppressed*,63
2020-05-07,22504,0,1
2020-05-07,22508,19,177
2020-05-07,22511,Suppressed*,8
2020-05-07,22514,Suppressed*,22
2020-05-07,22520,21,80
2020-05-07,22529,0,5
2020-05-07,22534,0,25
2020-05-07,22535,0,8
2020-05-07,22538,0,6
2020-05-07,22539,Suppressed*,34
2020-05-07,22542,0,20
2020-05-07,22546,23,176
2020-05-07,22548,0,3
2020-05-07,22551,42,279
2020-05-07,22553,12,201
2020-05-07,22554,165,927
2020-05-07,22556,84,439
2020-05-07,22560,15,92
2020-05-07,22567,Suppressed*,48
2020-05-07,22572,178,303
2020-05-07,22576,0,25
2020-05-07,22578,0,31
2020-05-07,22579,0,2
2020-05-07,22580,5,71
2020-05-07,22601,66,149
2020-05-07,22602,57,146
2020-05-07,22603,25,76
2020-05-07,22610,7,9
2020-05-07,22611,9,63
2020-05-07,22620,Suppressed*,12
2020-05-07,22623,Suppressed*,0
2020-05-07,22624,Suppressed*,8
2020-05-07,22625,Suppressed*,10
2020-05-07,22627,0,7
2020-05-07,22630,57,122
2020-05-07,22637,0,3
2020-05-07,22639,0,2
2020-05-07,22640,Suppressed*,4
2020-05-07,22641,0,1
2020-05-07,22642,11,35
2020-05-07,22643,0,5
2020-05-07,22644,14,26
2020-05-07,22645,12,21
2020-05-07,22646,0,2
2020-05-07,22650,Suppressed*,11
2020-05-07,22652,Suppressed*,9
2020-05-07,22654,Suppressed*,6
2020-05-07,22655,35,92
2020-05-07,22656,Suppressed*,31
2020-05-07,22657,19,72
2020-05-07,22660,5,9
2020-05-07,22663,Suppressed*,4
2020-05-07,22664,60,67
2020-05-07,22701,176,498
2020-05-07,22709,0,13
2020-05-07,22712,37,170
2020-05-07,22713,5,12
2020-05-07,22714,Suppressed*,14
2020-05-07,22715,Suppressed*,12
2020-05-07,22716,0,4
2020-05-07,22718,Suppressed*,8
2020-05-07,22719,0,3
2020-05-07,22720,0,5
2020-05-07,22723,0,2
2020-05-07,22724,5,24
2020-05-07,22726,Suppressed*,10
2020-05-07,22727,9,74
2020-05-07,22728,Suppressed*,30
2020-05-07,22729,0,5
2020-05-07,22730,0,1
2020-05-07,22731,0,2
2020-05-07,22732,Suppressed*,4
2020-05-07,22733,6,23
2020-05-07,22734,10,49
2020-05-07,22735,Suppressed*,17
2020-05-07,22736,Suppressed*,6
2020-05-07,22737,Suppressed*,24
2020-05-07,22738,Suppressed*,16
2020-05-07,22740,0,17
2020-05-07,22741,0,4
2020-05-07,22742,6,27
2020-05-07,22747,0,6
2020-05-07,22749,0,1
2020-05-07,22801,387,705
2020-05-07,22802,311,677
2020-05-07,22807,Suppressed*,2
2020-05-07,22810,Suppressed*,6
2020-05-07,22811,Suppressed*,9
2020-05-07,22812,12,102
2020-05-07,22815,35,119
2020-05-07,22820,0,1
2020-05-07,22821,10,43
2020-05-07,22824,32,39
2020-05-07,22827,25,162
2020-05-07,22830,12,25
2020-05-07,22831,Suppressed*,6
2020-05-07,22832,Suppressed*,12
2020-05-07,22834,0,10
2020-05-07,22835,74,176
2020-05-07,22840,Suppressed*,47
2020-05-07,22841,6,31
2020-05-07,22842,36,57
2020-05-07,22843,Suppressed*,21
2020-05-07,22844,23,66
2020-05-07,22846,6,33
2020-05-07,22847,0,6
2020-05-07,22849,9,63
2020-05-07,22850,Suppressed*,18
2020-05-07,22851,34,82
2020-05-07,22853,31,86
2020-05-07,22901,74,797
2020-05-07,22902,24,455
2020-05-07,22903,38,571
2020-05-07,22904,0,5
2020-05-07,22911,14,295
2020-05-07,22920,Suppressed*,28
2020-05-07,22922,Suppressed*,33
2020-05-07,22923,Suppressed*,73
2020-05-07,22931,0,7
2020-05-07,22932,9,123
2020-05-07,22935,Suppressed*,15
2020-05-07,22936,Suppressed*,67
2020-05-07,22937,Suppressed*,31
2020-05-07,22938,Suppressed*,15
2020-05-07,22939,Suppressed*,43
2020-05-07,22940,Suppressed*,16
2020-05-07,22942,5,179
2020-05-07,22943,0,5
2020-05-07,22946,Suppressed*,3
2020-05-07,22947,Suppressed*,67
2020-05-07,22949,0,20
2020-05-07,22952,0,22
2020-05-07,22958,Suppressed*,22
2020-05-07,22959,Suppressed*,39
2020-05-07,22960,15,212
2020-05-07,22963,23,280
2020-05-07,22964,0,1
2020-05-07,22967,0,18
2020-05-07,22968,6,148
2020-05-07,22969,Suppressed*,21
2020-05-07,22971,0,34
2020-05-07,22972,Suppressed*,11
2020-05-07,22973,Suppressed*,105
2020-05-07,22974,5,98
2020-05-07,22976,0,6
2020-05-07,22980,28,227
2020-05-07,22989,0,2
2020-05-07,23002,16,188
2020-05-07,23004,8,31
2020-05-07,23005,17,170
2020-05-07,23009,9,75
2020-05-07,23011,Suppressed*,17
2020-05-07,23015,Suppressed*,54
2020-05-07,23021,0,4
2020-05-07,23022,5,24
2020-05-07,23023,Suppressed*,5
2020-05-07,23024,18,100
2020-05-07,23025,0,6
2020-05-07,23027,Suppressed*,20
2020-05-07,23030,11,66
2020-05-07,23032,0,1
2020-05-07,23035,Suppressed*,13
2020-05-07,23038,6,25
2020-05-07,23039,Suppressed*,17
2020-05-07,23040,5,66
2020-05-07,23043,0,10
2020-05-07,23045,0,1
2020-05-07,23047,0,15
2020-05-07,23050,Suppressed*,6
2020-05-07,23055,36,53
2020-05-07,23056,0,2
2020-05-07,23059,36,395
2020-05-07,23060,62,489
2020-05-07,23061,16,199
2020-05-07,23062,Suppressed*,40
2020-05-07,23063,52,145
2020-05-07,23064,0,2
2020-05-07,23065,Suppressed*,17
2020-05-07,23066,0,2
2020-05-07,23068,0,4
2020-05-07,23069,Suppressed*,35
2020-05-07,23070,0,5
2020-05-07,23071,Suppressed*,10
2020-05-07,23072,6,134
2020-05-07,23075,100,217
2020-05-07,23076,0,7
2020-05-07,23079,0,1
2020-05-07,23083,Suppressed*,28
2020-05-07,23084,5,46
2020-05-07,23085,0,3
2020-05-07,23086,Suppressed*,19
2020-05-07,23089,7,89
2020-05-07,23091,0,8
2020-05-07,23092,0,5
2020-05-07,23093,23,275
2020-05-07,23102,6,26
2020-05-07,23103,13,80
2020-05-07,23106,Suppressed*,12
2020-05-07,23109,0,16
2020-05-07,23110,0,11
2020-05-07,23111,56,455
2020-05-07,23112,74,602
2020-05-07,23113,55,400
2020-05-07,23114,30,246
2020-05-07,23115,0,3
2020-05-07,23116,62,472
2020-05-07,23117,Suppressed*,148
2020-05-07,23119,Suppressed*,0
2020-05-07,23120,20,172
2020-05-07,23123,16,67
2020-05-07,23124,Suppressed*,45
2020-05-07,23126,0,3
2020-05-07,23128,Suppressed*,16
2020-05-07,23129,0,2
2020-05-07,23130,Suppressed*,4
2020-05-07,23138,0,2
2020-05-07,23139,18,315
2020-05-07,23140,14,79
2020-05-07,23141,10,87
2020-05-07,23146,5,27
2020-05-07,23148,0,17
2020-05-07,23149,Suppressed*,45
2020-05-07,23150,25,160
2020-05-07,23153,Suppressed*,17
2020-05-07,23156,Suppressed*,17
2020-05-07,23160,0,6
2020-05-07,23163,0,1
2020-05-07,23168,8,161
2020-05-07,23169,0,9
2020-05-07,23173,0,1
2020-05-07,23175,Suppressed*,11
2020-05-07,23176,0,1
2020-05-07,23177,0,10
2020-05-07,23180,0,2
2020-05-07,23181,0,76
2020-05-07,23185,97,936
2020-05-07,23187,0,13
2020-05-07,23188,117,953
2020-05-07,23192,7,66
2020-05-07,23219,10,73
2020-05-07,23220,50,353
2020-05-07,23221,13,151
2020-05-07,23222,60,351
2020-05-07,23223,176,831
2020-05-07,23224,137,681
2020-05-07,23225,112,697
2020-05-07,23226,60,266
2020-05-07,23227,41,360
2020-05-07,23228,70,533
2020-05-07,23229,50,437
2020-05-07,23230,8,91
2020-05-07,23231,92,519
2020-05-07,23233,94,517
2020-05-07,23234,135,632
2020-05-07,23235,77,589
2020-05-07,23236,43,422
2020-05-07,23237,54,324
2020-05-07,23238,209,470
2020-05-07,23250,0,2
2020-05-07,23294,29,250
2020-05-07,23301,40,81
2020-05-07,23302,Suppressed*,5
2020-05-07,23303,9,24
2020-05-07,23304,Suppressed*,4
2020-05-07,23306,14,38
2020-05-07,23307,8,21
2020-05-07,23308,29,57
2020-05-07,23310,12,56
2020-05-07,23313,Suppressed*,3
2020-05-07,23314,6,109
2020-05-07,23315,Suppressed*,20
2020-05-07,23316,7,27
2020-05-07,23320,114,934
2020-05-07,23321,40,443
2020-05-07,23322,55,606
2020-05-07,23323,45,422
2020-05-07,23324,25,275
2020-05-07,23325,30,241
2020-05-07,23336,Suppressed*,27
2020-05-07,23337,0,5
2020-05-07,23347,7,20
2020-05-07,23350,40,105
2020-05-07,23354,6,14
2020-05-07,23356,Suppressed*,20
2020-05-07,23357,16,32
2020-05-07,23359,8,13
2020-05-07,23389,0,2
2020-05-07,23395,7,16
2020-05-07,23398,Suppressed*,6
2020-05-07,23401,Suppressed*,9
2020-05-07,23405,9,23
2020-05-07,23407,23,36
2020-05-07,23408,Suppressed*,1
2020-05-07,23409,Suppressed*,2
2020-05-07,23410,34,79
2020-05-07,23413,55,152
2020-05-07,23414,17,29
2020-05-07,23415,25,64
2020-05-07,23416,6,21
2020-05-07,23417,29,94
2020-05-07,23418,26,57
2020-05-07,23420,44,97
2020-05-07,23421,82,181
2020-05-07,23422,Suppressed*,11
2020-05-07,23423,Suppressed*,7
2020-05-07,23426,5,6
2020-05-07,23427,Suppressed*,3
2020-05-07,23430,20,203
2020-05-07,23432,Suppressed*,17
2020-05-07,23433,0,22
2020-05-07,23434,111,840
2020-05-07,23435,88,412
2020-05-07,23436,0,14
2020-05-07,23437,5,59
2020-05-07,23438,Suppressed*,29
2020-05-07,23440,0,2
2020-05-07,23441,10,23
2020-05-07,23442,12,33
2020-05-07,23451,38,637
2020-05-07,23452,66,995
2020-05-07,23453,41,494
2020-05-07,23454,67,904
2020-05-07,23455,31,694
2020-05-07,23456,53,781
2020-05-07,23457,Suppressed*,43
2020-05-07,23459,0,13
2020-05-07,23460,0,4
2020-05-07,23461,0,5
2020-05-07,23462,93,996
2020-05-07,23464,61,927
2020-05-07,23480,Suppressed*,7
2020-05-07,23486,0,3
2020-05-07,23487,58,102
2020-05-07,23488,7,15
2020-05-07,23502,34,374
2020-05-07,23503,22,378
2020-05-07,23504,46,722
2020-05-07,23505,23,311
2020-05-07,23507,6,114
2020-05-07,23508,17,175
2020-05-07,23509,19,185
2020-05-07,23510,45,362
2020-05-07,23511,0,21
2020-05-07,23513,17,360
2020-05-07,23517,5,57
2020-05-07,23518,28,460
2020-05-07,23523,5,94
2020-05-07,23551,0,1
2020-05-07,23601,16,281
2020-05-07,23602,28,455
2020-05-07,23603,Suppressed*,34
2020-05-07,23604,0,19
2020-05-07,23605,10,158
2020-05-07,23606,15,314
2020-05-07,23607,18,166
2020-05-07,23608,45,498
2020-05-07,23651,Suppressed*,7
2020-05-07,23661,12,148
2020-05-07,23662,7,131
2020-05-07,23663,10,135
2020-05-07,23664,6,94
2020-05-07,23665,Suppressed*,21
2020-05-07,23666,57,601
2020-05-07,23669,40,415
2020-05-07,23690,0,40
2020-05-07,23691,0,5
2020-05-07,23692,9,233
2020-05-07,23693,10,228
2020-05-07,23696,0,38
2020-05-07,23701,93,486
2020-05-07,23702,13,126
2020-05-07,23703,39,347
2020-05-07,23704,27,341
2020-05-07,23707,18,188
2020-05-07,23708,Suppressed*,49
2020-05-07,23709,0,52
2020-05-07,23801,10,89
2020-05-07,23803,51,461
2020-05-07,23805,21,222
2020-05-07,23821,Suppressed*,24
2020-05-07,23824,7,113
2020-05-07,23827,Suppressed*,10
2020-05-07,23828,0,4
2020-05-07,23829,78,453
2020-05-07,23830,Suppressed*,22
2020-05-07,23831,51,346
2020-05-07,23832,119,540
2020-05-07,23833,0,19
2020-05-07,23834,82,358
2020-05-07,23836,17,137
2020-05-07,23837,43,47
2020-05-07,23838,23,181
2020-05-07,23839,0,13
2020-05-07,23840,Suppressed*,25
2020-05-07,23841,Suppressed*,43
2020-05-07,23842,6,72
2020-05-07,23843,0,2
2020-05-07,23844,Suppressed*,6
2020-05-07,23845,0,4
2020-05-07,23846,0,13
2020-05-07,23847,70,279
2020-05-07,23850,0,21
2020-05-07,23851,24,176
2020-05-07,23856,Suppressed*,3
2020-05-07,23857,Suppressed*,4
2020-05-07,23860,38,405
2020-05-07,23866,0,29
2020-05-07,23867,16,41
2020-05-07,23868,9,47
2020-05-07,23872,Suppressed*,37
2020-05-07,23874,0,11
2020-05-07,23875,18,151
2020-05-07,23876,0,2
2020-05-07,23878,Suppressed*,14
2020-05-07,23879,5,13
2020-05-07,23881,Suppressed*,16
2020-05-07,23882,5,43
2020-05-07,23883,Suppressed*,38
2020-05-07,23884,Suppressed*,0
2020-05-07,23885,Suppressed*,30
2020-05-07,23887,0,3
2020-05-07,23888,Suppressed*,32
2020-05-07,23889,Suppressed*,5
2020-05-07,23890,Suppressed*,38
2020-05-07,23891,22,100
2020-05-07,23893,Suppressed*,4
2020-05-07,23894,0,4
2020-05-07,23897,Suppressed*,3
2020-05-07,23898,5,26
2020-05-07,23899,Suppressed*,8
2020-05-07,23901,53,256
2020-05-07,23915,Suppressed*,11
2020-05-07,23917,10,45
2020-05-07,23919,Suppressed*,19
2020-05-07,23920,Suppressed*,27
2020-05-07,23921,7,52
2020-05-07,23922,6,66
2020-05-07,23923,Suppressed*,38
2020-05-07,23924,10,79
2020-05-07,23927,54,160
2020-05-07,23930,Suppressed*,115
2020-05-07,23934,Suppressed*,14
2020-05-07,23936,190,179
2020-05-07,23937,Suppressed*,36
2020-05-07,23938,0,4
2020-05-07,23942,Suppressed*,24
2020-05-07,23944,Suppressed*,41
2020-05-07,23947,0,63
2020-05-07,23950,7,48
2020-05-07,23952,0,3
2020-05-07,23954,0,34
2020-05-07,23958,7,65
2020-05-07,23959,0,22
2020-05-07,23960,Suppressed*,42
2020-05-07,23962,Suppressed*,12
2020-05-07,23963,0,6
2020-05-07,23964,Suppressed*,18
2020-05-07,23966,Suppressed*,44
2020-05-07,23967,0,11
2020-05-07,23968,Suppressed*,11
2020-05-07,23970,10,83
2020-05-07,23974,Suppressed*,78
2020-05-07,23976,0,4
2020-05-07,24011,0,4
2020-05-07,24012,23,118
2020-05-07,24013,Suppressed*,25
2020-05-07,24014,47,88
2020-05-07,24015,9,42
2020-05-07,24016,Suppressed*,35
2020-05-07,24017,12,103
2020-05-07,24018,23,155
2020-05-07,24019,7,116
2020-05-07,24053,0,19
2020-05-07,24054,Suppressed*,30
2020-05-07,24055,0,73
2020-05-07,24058,0,3
2020-05-07,24059,0,1
2020-05-07,24060,30,427
2020-05-07,24064,0,15
2020-05-07,24065,Suppressed*,18
2020-05-07,24066,Suppressed*,10
2020-05-07,24067,Suppressed*,5
2020-05-07,24069,0,14
2020-05-07,24070,0,7
2020-05-07,24072,0,9
2020-05-07,24073,19,321
2020-05-07,24076,0,5
2020-05-07,24077,Suppressed*,2
2020-05-07,24078,Suppressed*,61
2020-05-07,24079,0,8
2020-05-07,24082,0,2
2020-05-07,24083,6,14
2020-05-07,24084,6,127
2020-05-07,24085,6,6
2020-05-07,24087,5,36
2020-05-07,24088,0,7
2020-05-07,24089,0,22
2020-05-07,24090,10,20
2020-05-07,24091,Suppressed*,48
2020-05-07,24092,0,6
2020-05-07,24093,0,1
2020-05-07,24095,Suppressed*,14
2020-05-07,24101,Suppressed*,22
2020-05-07,24102,0,2
2020-05-07,24104,Suppressed*,34
2020-05-07,24105,0,2
2020-05-07,24112,12,191
2020-05-07,24120,0,7
2020-05-07,24121,Suppressed*,60
2020-05-07,24122,Suppressed*,10
2020-05-07,24124,0,29
2020-05-07,24127,Suppressed*,22
2020-05-07,24128,Suppressed*,16
2020-05-07,24131,0,1
2020-05-07,24132,0,3
2020-05-07,24133,0,20
2020-05-07,24134,0,18
2020-05-07,24136,0,12
2020-05-07,24137,Suppressed*,8
2020-05-07,24138,0,18
2020-05-07,24139,0,3
2020-05-07,24141,Suppressed*,124
2020-05-07,24142,0,1
2020-05-07,24147,Suppressed*,9
2020-05-07,24148,Suppressed*,50
2020-05-07,24149,0,26
2020-05-07,24150,Suppressed*,3
2020-05-07,24151,10,28
2020-05-07,24153,45,292
2020-05-07,24161,0,3
2020-05-07,24162,5,38
2020-05-07,24165,0,12
2020-05-07,24167,0,2
2020-05-07,24168,Suppressed*,6
2020-05-07,24171,Suppressed*,49
2020-05-07,24174,Suppressed*,13
2020-05-07,24175,Suppressed*,23
2020-05-07,24176,Suppressed*,6
2020-05-07,24179,9,59
2020-05-07,24184,6,6
2020-05-07,24185,0,1
2020-05-07,24201,Suppressed*,131
2020-05-07,24202,7,92
2020-05-07,24210,13,207
2020-05-07,24211,8,115
2020-05-07,24216,9,53
2020-05-07,24217,0,1
2020-05-07,24219,9,355
2020-05-07,24220,0,4
2020-05-07,24221,0,3
2020-05-07,24224,5,54
2020-05-07,24225,0,7
2020-05-07,24226,0,12
2020-05-07,24228,0,80
2020-05-07,24230,0,84
2020-05-07,24236,5,34
2020-05-07,24237,0,7
2020-05-07,24239,0,4
2020-05-07,24243,0,25
2020-05-07,24244,Suppressed*,77
2020-05-07,24245,0,12
2020-05-07,24246,0,4
2020-05-07,24248,Suppressed*,28
2020-05-07,24250,0,7
2020-05-07,24251,Suppressed*,113
2020-05-07,24256,0,34
2020-05-07,24258,0,14
2020-05-07,24260,0,47
2020-05-07,24263,Suppressed*,80
2020-05-07,24265,0,8
2020-05-07,24266,Suppressed*,94
2020-05-07,24269,0,4
2020-05-07,24270,Suppressed*,4
2020-05-07,24271,0,15
2020-05-07,24272,0,6
2020-05-07,24273,Suppressed*,67
2020-05-07,24277,Suppressed*,77
2020-05-07,24279,0,28
2020-05-07,24280,0,5
2020-05-07,24281,0,15
2020-05-07,24282,0,9
2020-05-07,24283,0,32
2020-05-07,24290,0,17
2020-05-07,24292,0,8
2020-05-07,24293,Suppressed*,108
2020-05-07,24301,Suppressed*,181
2020-05-07,24311,0,21
2020-05-07,24312,0,12
2020-05-07,24313,Suppressed*,5
2020-05-07,24314,0,21
2020-05-07,24315,0,26
2020-05-07,24316,0,2
2020-05-07,24317,Suppressed*,20
2020-05-07,24318,0,7
2020-05-07,24319,5,74
2020-05-07,24322,0,1
2020-05-07,24323,Suppressed*,7
2020-05-07,24324,0,30
2020-05-07,24325,0,3
2020-05-07,24326,0,4
2020-05-07,24328,0,9
2020-05-07,24330,Suppressed*,20
2020-05-07,24333,49,175
2020-05-07,24340,Suppressed*,74
2020-05-07,24343,6,71
2020-05-07,24347,0,14
2020-05-07,24348,0,38
2020-05-07,24350,0,6
2020-05-07,24351,0,2
2020-05-07,24352,0,6
2020-05-07,24354,Suppressed*,179
2020-05-07,24360,Suppressed*,76
2020-05-07,24361,Suppressed*,59
2020-05-07,24363,0,4
2020-05-07,24366,Suppressed*,13
2020-05-07,24368,Suppressed*,53
2020-05-07,24370,Suppressed*,66
2020-05-07,24374,0,11
2020-05-07,24375,0,10
2020-05-07,24377,0,2
2020-05-07,24378,0,4
2020-05-07,24380,Suppressed*,7
2020-05-07,24381,Suppressed*,24
2020-05-07,24382,Suppressed*,148
2020-05-07,24401,19,269
2020-05-07,24412,0,1
2020-05-07,24413,0,4
2020-05-07,24415,0,2
2020-05-07,24416,9,19
2020-05-07,24421,Suppressed*,9
2020-05-07,24422,6,65
2020-05-07,24426,Suppressed*,109
2020-05-07,24430,0,18
2020-05-07,24431,Suppressed*,21
2020-05-07,24432,Suppressed*,1
2020-05-07,24433,0,1
2020-05-07,24435,Suppressed*,6
2020-05-07,24437,0,4
2020-05-07,24439,0,7
2020-05-07,24440,7,24
2020-05-07,24441,14,72
2020-05-07,24442,0,1
2020-05-07,24445,0,21
2020-05-07,24448,0,2
2020-05-07,24450,6,53
2020-05-07,24457,0,8
2020-05-07,24458,0,3
2020-05-07,24460,0,5
2020-05-07,24465,Suppressed*,8
2020-05-07,24467,Suppressed*,9
2020-05-07,24471,Suppressed*,19
2020-05-07,24472,0,10
2020-05-07,24473,0,2
2020-05-07,24474,0,5
2020-05-07,24476,0,4
2020-05-07,24477,8,89
2020-05-07,24479,0,12
2020-05-07,24482,Suppressed*,35
2020-05-07,24483,Suppressed*,3
2020-05-07,24484,0,3
2020-05-07,24485,0,1
2020-05-07,24486,13,44
2020-05-07,24487,0,2
2020-05-07,24501,23,328
2020-05-07,24502,33,433
2020-05-07,24503,10,213
2020-05-07,24504,5,97
2020-05-07,24517,0,61
2020-05-07,24520,0,23
2020-05-07,24521,Suppressed*,146
2020-05-07,24522,15,132
2020-05-07,24523,6,185
2020-05-07,24526,Suppressed*,16
2020-05-07,24527,Suppressed*,29
2020-05-07,24528,Suppressed*,40
2020-05-07,24529,Suppressed*,38
2020-05-07,24530,0,12
2020-05-07,24531,Suppressed*,54
2020-05-07,24534,Suppressed*,21
2020-05-07,24536,0,2
2020-05-07,24538,Suppressed*,57
2020-05-07,24539,0,7
2020-05-07,24540,18,273
2020-05-07,24541,20,267
2020-05-07,24549,0,31
2020-05-07,24550,5,68
2020-05-07,24551,18,254
2020-05-07,24553,Suppressed*,25
2020-05-07,24554,Suppressed*,39
2020-05-07,24555,0,4
2020-05-07,24556,0,32
2020-05-07,24557,Suppressed*,52
2020-05-07,24558,Suppressed*,79
2020-05-07,24562,0,11
2020-05-07,24563,Suppressed*,58
2020-05-07,24565,0,7
2020-05-07,24566,Suppressed*,9
2020-05-07,24569,0,12
2020-05-07,24571,Suppressed*,19
2020-05-07,24572,9,215
2020-05-07,24574,Suppressed*,30
2020-05-07,24577,Suppressed*,42
2020-05-07,24578,Suppressed*,3
2020-05-07,24579,0,4
2020-05-07,24580,Suppressed*,11
2020-05-07,24586,Suppressed*,44
2020-05-07,24588,Suppressed*,111
2020-05-07,24589,0,23
2020-05-07,24590,10,143
2020-05-07,24592,8,217
2020-05-07,24593,Suppressed*,21
2020-05-07,24594,Suppressed*,20
2020-05-07,24595,0,2
2020-05-07,24597,Suppressed*,12
2020-05-07,24598,Suppressed*,22
2020-05-07,24599,Suppressed*,11
2020-05-07,24602,0,8
2020-05-07,24603,Suppressed*,7
2020-05-07,24605,Suppressed*,97
2020-05-07,24606,0,2
2020-05-07,24607,0,1
2020-05-07,24609,Suppressed*,72
2020-05-07,24612,0,3
2020-05-07,24613,0,17
2020-05-07,24614,15,110
2020-05-07,24620,0,15
2020-05-07,24622,0,14
2020-05-07,24628,0,5
2020-05-07,24630,0,57
2020-05-07,24631,0,16
2020-05-07,24634,0,7
2020-05-07,24635,0,11
2020-05-07,24637,0,19
2020-05-07,24639,Suppressed*,50
2020-05-07,24641,0,78
2020-05-07,24646,0,5
2020-05-07,24649,0,19
2020-05-07,24651,0,58
2020-05-07,24656,0,30
2020-05-07,24657,0,2
2020-05-07,"Not Reported",396,16820
2020-05-07,Out-of-State,0,1872
