"﻿Report Date","Health District","Age Group","Number of Cases","Number of Hospitalizations","Number of Deaths"
2020-07-12,"New River",10-19,37,0,0
2020-07-12,"Central Virginia",20-29,110,2,0
2020-07-12,Rappahannock,50-59,409,51,4
2020-07-12,Rappahannock,60-69,223,46,6
2020-07-12,Piedmont,20-29,177,2,0
2020-07-12,"New River",60-69,28,5,0
2020-07-12,Roanoke,40-49,83,1,0
2020-07-12,"Three Rivers",20-29,137,4,0
2020-07-12,Rappahannock,40-49,476,43,2
2020-07-12,Portsmouth,80+,17,8,5
2020-07-12,"Central Shenandoah",Missing,1,0,0
2020-07-12,"Eastern Shore",70-79,47,16,9
2020-07-12,"Mount Rogers",70-79,71,28,12
2020-07-12,"Cumberland Plateau",70-79,7,1,0
2020-07-12,Piedmont,10-19,35,0,0
2020-07-12,Southside,20-29,50,2,0
2020-07-12,Chesterfield,50-59,473,38,4
2020-07-12,"Rappahannock Rapidan",20-29,295,4,0
2020-07-12,"Cumberland Plateau",60-69,8,1,0
2020-07-12,Roanoke,70-79,17,3,1
2020-07-12,"Central Shenandoah",20-29,438,8,0
2020-07-12,Pittsylvania-Danville,80+,10,5,2
2020-07-12,"Virginia Beach",80+,96,33,21
2020-07-12,"Central Shenandoah",50-59,397,33,3
2020-07-12,Lenowisco,Missing,0,0,0
2020-07-12,Fairfax,30-39,2816,182,6
2020-07-12,Lenowisco,60-69,7,5,2
2020-07-12,Loudoun,30-39,763,27,0
2020-07-12,"West Piedmont",80+,18,9,1
2020-07-12,Roanoke,80+,43,3,9
2020-07-12,Fairfax,40-49,2730,258,9
2020-07-12,"Thomas Jefferson",80+,103,27,19
2020-07-12,Roanoke,20-29,135,3,0
2020-07-12,Henrico,60-69,300,51,34
2020-07-12,"Lord Fairfax",40-49,346,17,1
2020-07-12,"Western Tidewater",Missing,9,0,0
2020-07-12,Chickahominy,60-69,79,21,6
2020-07-12,Chesapeake,20-29,230,4,0
2020-07-12,"Three Rivers",Missing,4,0,0
2020-07-12,Henrico,10-19,190,3,0
2020-07-12,"Mount Rogers",30-39,120,4,0
2020-07-12,"Eastern Shore",30-39,234,8,0
2020-07-12,"Lord Fairfax",60-69,236,48,14
2020-07-12,"Western Tidewater",0-9,14,0,0
2020-07-12,Rappahannock,70-79,108,30,14
2020-07-12,"Prince William",80+,239,81,72
2020-07-12,Hampton,80+,12,2,1
2020-07-12,Alexandria,80+,93,28,25
2020-07-12,"Mount Rogers",60-69,98,10,0
2020-07-12,"Eastern Shore",60-69,179,29,8
2020-07-12,"Lord Fairfax",70-79,137,41,17
2020-07-12,"New River",30-39,35,1,0
2020-07-12,Chesapeake,10-19,64,1,0
2020-07-12,Hampton,40-49,73,5,0
2020-07-12,Peninsula,Missing,12,0,0
2020-07-12,Henrico,70-79,216,48,42
2020-07-12,"Western Tidewater",20-29,131,3,0
2020-07-12,Peninsula,0-9,46,0,0
2020-07-12,Loudoun,40-49,846,48,1
2020-07-12,Pittsylvania-Danville,30-39,42,1,0
2020-07-12,Loudoun,20-29,715,6,0
2020-07-12,Crater,60-69,246,47,15
2020-07-12,Loudoun,80+,192,50,71
2020-07-12,Arlington,80+,203,84,69
2020-07-12,"Virginia Beach",10-19,97,0,0
2020-07-12,"Mount Rogers",80+,79,26,21
2020-07-12,"Eastern Shore",80+,50,22,18
2020-07-12,Crater,10-19,62,0,0
2020-07-12,Lenowisco,30-39,8,1,1
2020-07-12,Norfolk,Missing,21,1,0
2020-07-12,Henrico,Missing,33,1,1
2020-07-12,"New River",40-49,43,1,0
2020-07-12,"Central Virginia",0-9,7,0,0
2020-07-12,"New River",70-79,19,8,4
2020-07-12,Loudoun,0-9,159,3,0
2020-07-12,"Central Virginia",70-79,25,4,2
2020-07-12,Southside,0-9,6,0,0
2020-07-12,"Three Rivers",40-49,164,12,2
2020-07-12,Chickahominy,30-39,97,2,0
2020-07-12,"Central Shenandoah",60-69,278,47,11
2020-07-12,"Western Tidewater",60-69,153,18,6
2020-07-12,"Cumberland Plateau",30-39,15,0,0
2020-07-12,Portsmouth,10-19,34,0,0
2020-07-12,Chesterfield,Missing,88,0,0
2020-07-12,Alexandria,40-49,451,38,0
2020-07-12,"Thomas Jefferson",70-79,77,21,5
2020-07-12,"Three Rivers",30-39,171,3,0
2020-07-12,"Western Tidewater",70-79,98,22,19
2020-07-12,Arlington,60-69,289,80,19
2020-07-12,"Cumberland Plateau",10-19,24,0,0
2020-07-12,"West Piedmont",30-39,98,3,0
2020-07-12,Peninsula,10-19,74,1,0
2020-07-12,Lenowisco,10-19,8,0,0
2020-07-12,Norfolk,0-9,52,2,0
2020-07-12,"Cumberland Plateau",40-49,18,0,0
2020-07-12,"Eastern Shore",10-19,59,1,0
2020-07-12,"Mount Rogers",10-19,65,0,0
2020-07-12,"Rappahannock Rapidan",0-9,78,1,0
2020-07-12,"Three Rivers",0-9,10,1,0
2020-07-12,Henrico,40-49,423,26,2
2020-07-12,Alexandria,50-59,314,51,10
2020-07-12,Arlington,0-9,52,2,0
2020-07-12,Chickahominy,Missing,15,0,0
2020-07-12,"New River",20-29,77,0,0
2020-07-12,"Virginia Beach",20-29,484,9,0
2020-07-12,Chesapeake,50-59,186,26,1
2020-07-12,Alleghany,80+,43,8,6
2020-07-12,Fairfax,10-19,910,26,0
2020-07-12,Chesapeake,60-69,134,32,5
2020-07-12,"West Piedmont",Missing,0,0,0
2020-07-12,Peninsula,80+,58,24,15
2020-07-12,Crater,40-49,237,15,1
2020-07-12,Chesapeake,40-49,189,27,1
2020-07-12,"Thomas Jefferson",20-29,213,2,0
2020-07-12,"Lord Fairfax",20-29,372,5,0
2020-07-12,Norfolk,20-29,472,5,0
2020-07-12,Arlington,30-39,472,43,0
2020-07-12,"West Piedmont",60-69,66,8,0
2020-07-12,Henrico,50-59,361,39,8
2020-07-12,"West Piedmont",50-59,113,15,1
2020-07-12,"Cumberland Plateau",20-29,9,0,0
2020-07-12,Alexandria,70-79,104,38,19
2020-07-12,Portsmouth,20-29,151,9,0
2020-07-12,"Western Tidewater",30-39,151,9,0
2020-07-12,"Central Shenandoah",0-9,59,0,0
2020-07-12,Henrico,80+,323,66,86
2020-07-12,Alexandria,0-9,137,2,0
2020-07-12,Pittsylvania-Danville,40-49,62,6,0
2020-07-12,Henrico,20-29,413,15,0
2020-07-12,Roanoke,60-69,39,3,0
2020-07-12,Peninsula,30-39,236,7,1
2020-07-12,Alleghany,60-69,68,7,1
2020-07-12,"Prince William",70-79,318,98,44
2020-07-12,Norfolk,60-69,145,31,2
2020-07-12,Southside,40-49,63,5,0
2020-07-12,Chesterfield,30-39,669,11,0
2020-07-12,Loudoun,70-79,144,46,18
2020-07-12,"Central Virginia",40-49,73,0,0
2020-07-12,"New River",Missing,0,0,0
2020-07-12,Chickahominy,20-29,107,1,0
2020-07-12,"New River",0-9,8,0,0
2020-07-12,"Cumberland Plateau",0-9,2,0,0
2020-07-12,"Three Rivers",70-79,37,8,5
2020-07-12,"Rappahannock Rapidan",40-49,316,19,2
2020-07-12,Hampton,0-9,16,0,0
2020-07-12,Piedmont,50-59,198,23,1
2020-07-12,Rappahannock,20-29,463,13,0
2020-07-12,"West Piedmont",20-29,93,1,0
2020-07-12,Arlington,70-79,176,72,33
2020-07-12,"Virginia Beach",0-9,46,0,0
2020-07-12,Lenowisco,50-59,17,5,0
2020-07-12,Chesapeake,70-79,78,29,3
2020-07-12,"Western Tidewater",80+,146,26,33
2020-07-12,"Thomas Jefferson",10-19,87,1,0
2020-07-12,Richmond,40-49,398,29,3
2020-07-12,"Lord Fairfax",50-59,358,27,2
2020-07-12,"Lord Fairfax",10-19,154,1,0
2020-07-12,"Rappahannock Rapidan",10-19,135,3,0
2020-07-12,Crater,50-59,297,32,3
2020-07-12,Arlington,Missing,11,1,0
2020-07-12,Roanoke,50-59,51,1,0
2020-07-12,Rappahannock,10-19,249,3,0
2020-07-12,Roanoke,10-19,62,0,0
2020-07-12,"Eastern Shore",Missing,6,0,0
2020-07-12,"Mount Rogers",Missing,1,0,0
2020-07-12,"Prince William",60-69,797,166,42
2020-07-12,Alleghany,70-79,59,7,7
2020-07-12,Crater,20-29,259,7,0
2020-07-12,Loudoun,60-69,260,50,6
2020-07-12,Fairfax,0-9,503,18,0
2020-07-12,Roanoke,Missing,4,0,0
2020-07-12,Alexandria,20-29,397,10,1
2020-07-12,Portsmouth,70-79,34,12,5
2020-07-12,Alleghany,30-39,81,2,0
2020-07-12,"Prince William",20-29,1738,54,0
2020-07-12,Southside,70-79,63,10,13
2020-07-12,Piedmont,Missing,1,0,0
2020-07-12,Rappahannock,0-9,117,2,0
2020-07-12,Henrico,30-39,497,18,0
2020-07-12,"Prince William",10-19,819,8,0
2020-07-12,Chickahominy,10-19,46,0,0
2020-07-12,"Lord Fairfax",0-9,66,2,0
2020-07-12,"Central Virginia",Missing,3,0,0
2020-07-12,Fairfax,60-69,1459,317,63
2020-07-12,Hampton,20-29,113,2,0
2020-07-12,"Central Shenandoah",40-49,375,14,0
2020-07-12,Pittsylvania-Danville,0-9,11,0,0
2020-07-12,Crater,30-39,294,7,0
2020-07-12,"Virginia Beach",70-79,92,27,7
2020-07-12,"Virginia Beach",30-39,333,13,0
2020-07-12,Piedmont,0-9,23,0,0
2020-07-12,"Central Shenandoah",30-39,339,6,0
2020-07-12,Hampton,50-59,60,9,1
2020-07-12,Peninsula,70-79,99,38,12
2020-07-12,Arlington,20-29,470,21,0
2020-07-12,"West Piedmont",70-79,31,12,4
2020-07-12,Richmond,20-29,519,16,0
2020-07-12,Roanoke,0-9,17,0,0
2020-07-12,Hampton,30-39,93,3,0
2020-07-12,"Thomas Jefferson",30-39,238,7,0
2020-07-12,"Western Tidewater",40-49,131,5,2
2020-07-12,Richmond,50-59,307,54,1
2020-07-12,"Western Tidewater",50-59,171,13,4
2020-07-12,Crater,Missing,9,0,0
2020-07-12,Chesterfield,0-9,124,0,0
2020-07-12,"Central Shenandoah",10-19,124,1,0
2020-07-12,Crater,0-9,29,1,0
2020-07-12,Fairfax,70-79,681,246,110
2020-07-12,Rappahannock,80+,96,33,19
2020-07-12,Alexandria,10-19,180,4,0
2020-07-12,Portsmouth,40-49,90,7,0
2020-07-12,"Three Rivers",50-59,110,9,1
2020-07-12,Alleghany,Missing,2,0,0
2020-07-12,Alexandria,30-39,560,31,0
2020-07-12,Southside,Missing,0,0,0
2020-07-12,Portsmouth,60-69,72,19,6
2020-07-12,Roanoke,30-39,131,1,0
2020-07-12,"Three Rivers",60-69,77,13,1
2020-07-12,Fairfax,50-59,2275,301,33
2020-07-12,Portsmouth,50-59,97,21,2
2020-07-12,Chickahominy,80+,82,34,26
2020-07-12,"Rappahannock Rapidan",50-59,229,29,2
2020-07-12,Fairfax,80+,790,298,290
2020-07-12,Hampton,Missing,12,0,0
2020-07-12,"Cumberland Plateau",80+,4,2,0
2020-07-12,Alleghany,50-59,88,5,1
2020-07-12,"Prince William",40-49,2028,151,7
2020-07-12,Fairfax,Missing,155,4,0
2020-07-12,"Virginia Beach",40-49,237,19,1
2020-07-12,Richmond,Missing,20,0,0
2020-07-12,Norfolk,40-49,198,14,1
2020-07-12,Piedmont,80+,49,21,11
2020-07-12,"Virginia Beach",60-69,170,20,1
2020-07-12,"West Piedmont",40-49,104,8,2
2020-07-12,Arlington,10-19,113,5,0
2020-07-12,Lenowisco,0-9,3,0,0
2020-07-12,Pittsylvania-Danville,50-59,61,12,0
2020-07-12,"Virginia Beach",50-59,209,18,0
2020-07-12,Chesapeake,Missing,26,1,0
2020-07-12,"Central Shenandoah",80+,116,29,16
2020-07-12,"Thomas Jefferson",40-49,192,15,0
2020-07-12,"Rappahannock Rapidan",60-69,126,17,4
2020-07-12,Norfolk,30-39,300,15,1
2020-07-12,"Rappahannock Rapidan",Missing,8,0,0
2020-07-12,"Lord Fairfax",80+,153,37,40
2020-07-12,"Three Rivers",10-19,36,0,0
2020-07-12,Piedmont,40-49,200,11,0
2020-07-12,Norfolk,80+,43,11,5
2020-07-12,Peninsula,20-29,287,1,0
2020-07-12,Norfolk,50-59,174,23,3
2020-07-12,"Thomas Jefferson",50-59,148,12,2
2020-07-12,Richmond,70-79,87,37,14
2020-07-12,Chesterfield,70-79,133,25,20
2020-07-12,Piedmont,30-39,222,5,0
2020-07-12,"Prince William",30-39,1816,93,2
2020-07-12,Alleghany,20-29,115,1,0
2020-07-12,Alleghany,0-9,14,0,0
2020-07-12,"Mount Rogers",40-49,122,3,1
2020-07-12,"Eastern Shore",40-49,247,10,2
2020-07-12,"Central Virginia",60-69,51,4,2
2020-07-12,Richmond,10-19,200,2,0
2020-07-12,Pittsylvania-Danville,60-69,40,10,1
2020-07-12,Pittsylvania-Danville,Missing,0,0,0
2020-07-12,Chesterfield,60-69,306,43,11
2020-07-12,Southside,10-19,11,0,0
2020-07-12,"New River",80+,13,4,2
2020-07-12,"Central Virginia",50-59,76,2,2
2020-07-12,Hampton,70-79,27,8,0
2020-07-12,Pittsylvania-Danville,10-19,17,0,0
2020-07-12,Richmond,60-69,215,48,6
2020-07-12,Chickahominy,40-49,99,12,1
2020-07-12,"Three Rivers",80+,36,8,4
2020-07-12,Rappahannock,30-39,505,24,0
