Report Date,ZIP Code,Number of Cases,Number of Testing Encounters
2020-05-10,22305,360,672
2020-05-10,22306,366,1008
2020-05-10,22307,38,239
2020-05-10,22308,25,174
2020-05-10,22309,295,836
2020-05-10,22310,160,643
2020-05-10,22311,211,607
2020-05-10,22312,239,780
2020-05-10,22314,122,797
2020-05-10,22315,58,445
2020-05-10,22401,58,472
2020-05-10,22405,51,484
2020-05-10,22406,40,384
2020-05-10,22407,147,969
2020-05-10,22408,47,467
2020-05-10,22427,Suppressed*,47
2020-05-10,22432,0,12
2020-05-10,22433,Suppressed*,3
2020-05-10,22435,Suppressed*,43
2020-05-10,22436,0,9
2020-05-10,22437,Suppressed*,16
2020-05-10,22438,Suppressed*,3
2020-05-10,22443,10,88
2020-05-10,22448,Suppressed*,9
2020-05-10,22454,Suppressed*,15
2020-05-10,22460,Suppressed*,15
2020-05-10,22469,Suppressed*,28
2020-05-10,22473,Suppressed*,74
2020-05-10,22476,Suppressed*,1
2020-05-10,22480,0,18
2020-05-10,22482,Suppressed*,56
2020-05-10,22485,40,340
2020-05-10,22488,Suppressed*,16
2020-05-10,22503,Suppressed*,75
2020-05-10,22504,0,2
2020-05-10,22508,20,189
2020-05-10,22511,Suppressed*,10
2020-05-10,22514,Suppressed*,24
2020-05-10,22520,25,90
2020-05-10,22529,0,5
2020-05-10,22530,0,1
2020-05-10,22534,0,27
2020-05-10,22535,0,8
2020-05-10,22538,0,6
2020-05-10,22539,Suppressed*,43
2020-05-10,22542,0,22
2020-05-10,22546,24,193
2020-05-10,22548,0,3
2020-05-10,22551,43,303
2020-05-10,22553,14,225
2020-05-10,22554,187,1050
2020-05-10,22556,95,506
2020-05-10,22560,19,110
2020-05-10,22567,Suppressed*,56
2020-05-10,22572,179,314
2020-05-10,22576,0,27
2020-05-10,22578,0,34
2020-05-10,22579,0,3
2020-05-10,22580,5,76
2020-05-10,22601,71,178
2020-05-10,22602,66,168
2020-05-10,22603,29,83
2020-05-10,22610,8,11
2020-05-10,22611,9,70
2020-05-10,22620,Suppressed*,12
2020-05-10,22623,Suppressed*,0
2020-05-10,22624,Suppressed*,11
2020-05-10,22625,Suppressed*,11
2020-05-10,22627,0,8
2020-05-10,22630,63,139
2020-05-10,22637,0,5
2020-05-10,22639,0,2
2020-05-10,22640,Suppressed*,4
2020-05-10,22641,0,1
2020-05-10,22642,13,42
2020-05-10,22643,0,5
2020-05-10,22644,26,28
2020-05-10,22645,14,27
2020-05-10,22646,0,3
2020-05-10,22650,Suppressed*,12
2020-05-10,22652,Suppressed*,10
2020-05-10,22654,Suppressed*,7
2020-05-10,22655,37,112
2020-05-10,22656,Suppressed*,35
2020-05-10,22657,25,80
2020-05-10,22660,5,10
2020-05-10,22663,Suppressed*,4
2020-05-10,22664,63,85
2020-05-10,22701,220,605
2020-05-10,22709,0,15
2020-05-10,22712,42,192
2020-05-10,22713,5,16
2020-05-10,22714,Suppressed*,17
2020-05-10,22715,Suppressed*,14
2020-05-10,22716,0,5
2020-05-10,22718,Suppressed*,8
2020-05-10,22719,0,3
2020-05-10,22720,0,6
2020-05-10,22723,0,2
2020-05-10,22724,6,29
2020-05-10,22726,Suppressed*,11
2020-05-10,22727,12,85
2020-05-10,22728,Suppressed*,37
2020-05-10,22729,0,5
2020-05-10,22730,0,1
2020-05-10,22731,0,3
2020-05-10,22732,Suppressed*,6
2020-05-10,22733,6,27
2020-05-10,22734,14,59
2020-05-10,22735,Suppressed*,20
2020-05-10,22736,Suppressed*,7
2020-05-10,22737,Suppressed*,31
2020-05-10,22738,Suppressed*,19
2020-05-10,22740,Suppressed*,22
2020-05-10,22741,0,5
2020-05-10,22742,6,33
2020-05-10,22747,0,11
2020-05-10,22749,0,1
2020-05-10,22801,400,796
2020-05-10,22802,339,755
2020-05-10,22807,Suppressed*,2
2020-05-10,22810,Suppressed*,7
2020-05-10,22811,Suppressed*,9
2020-05-10,22812,12,116
2020-05-10,22815,44,137
2020-05-10,22820,0,1
2020-05-10,22821,13,53
2020-05-10,22824,38,43
2020-05-10,22827,28,174
2020-05-10,22830,13,27
2020-05-10,22831,Suppressed*,7
2020-05-10,22832,Suppressed*,12
2020-05-10,22834,0,13
2020-05-10,22835,76,181
2020-05-10,22840,Suppressed*,55
2020-05-10,22841,7,36
2020-05-10,22842,40,64
2020-05-10,22843,Suppressed*,23
2020-05-10,22844,23,73
2020-05-10,22846,6,40
2020-05-10,22847,Suppressed*,9
2020-05-10,22849,10,70
2020-05-10,22850,Suppressed*,19
2020-05-10,22851,37,89
2020-05-10,22853,33,96
2020-05-10,22901,81,876
2020-05-10,22902,24,510
2020-05-10,22903,39,633
2020-05-10,22904,0,5
2020-05-10,22911,14,334
2020-05-10,22920,Suppressed*,30
2020-05-10,22922,Suppressed*,34
2020-05-10,22923,5,85
2020-05-10,22931,0,7
2020-05-10,22932,10,144
2020-05-10,22935,Suppressed*,17
2020-05-10,22936,Suppressed*,82
2020-05-10,22937,Suppressed*,32
2020-05-10,22938,Suppressed*,15
2020-05-10,22939,Suppressed*,48
2020-05-10,22940,Suppressed*,19
2020-05-10,22942,5,199
2020-05-10,22943,0,7
2020-05-10,22946,Suppressed*,3
2020-05-10,22947,Suppressed*,76
2020-05-10,22948,0,1
2020-05-10,22949,0,22
2020-05-10,22952,0,23
2020-05-10,22958,Suppressed*,23
2020-05-10,22959,Suppressed*,41
2020-05-10,22960,16,237
2020-05-10,22963,24,318
2020-05-10,22964,0,1
2020-05-10,22967,0,18
2020-05-10,22968,7,162
2020-05-10,22969,Suppressed*,23
2020-05-10,22971,0,36
2020-05-10,22972,Suppressed*,15
2020-05-10,22973,Suppressed*,124
2020-05-10,22974,6,107
2020-05-10,22976,0,7
2020-05-10,22980,29,330
2020-05-10,22989,0,2
2020-05-10,23002,16,216
2020-05-10,23004,9,34
2020-05-10,23005,22,203
2020-05-10,23009,9,91
2020-05-10,23011,Suppressed*,19
2020-05-10,23015,Suppressed*,60
2020-05-10,23021,0,4
2020-05-10,23022,5,27
2020-05-10,23023,Suppressed*,5
2020-05-10,23024,18,110
2020-05-10,23025,0,6
2020-05-10,23027,Suppressed*,23
2020-05-10,23030,14,76
2020-05-10,23032,0,1
2020-05-10,23035,Suppressed*,15
2020-05-10,23038,6,28
2020-05-10,23039,Suppressed*,18
2020-05-10,23040,6,76
2020-05-10,23043,Suppressed*,11
2020-05-10,23045,0,2
2020-05-10,23047,0,16
2020-05-10,23050,Suppressed*,6
2020-05-10,23055,36,54
2020-05-10,23056,0,2
2020-05-10,23059,38,458
2020-05-10,23060,67,556
2020-05-10,23061,16,244
2020-05-10,23062,Suppressed*,47
2020-05-10,23063,53,163
2020-05-10,23064,0,2
2020-05-10,23065,Suppressed*,18
2020-05-10,23066,0,3
2020-05-10,23068,0,4
2020-05-10,23069,Suppressed*,43
2020-05-10,23070,0,5
2020-05-10,23071,Suppressed*,12
2020-05-10,23072,6,152
2020-05-10,23075,102,243
2020-05-10,23076,0,9
2020-05-10,23079,0,1
2020-05-10,23083,Suppressed*,33
2020-05-10,23084,5,54
2020-05-10,23085,Suppressed*,4
2020-05-10,23086,Suppressed*,27
2020-05-10,23089,8,102
2020-05-10,23091,0,8
2020-05-10,23092,0,5
2020-05-10,23093,23,291
2020-05-10,23102,6,29
2020-05-10,23103,13,95
2020-05-10,23106,Suppressed*,12
2020-05-10,23109,Suppressed*,24
2020-05-10,23110,0,14
2020-05-10,23111,56,532
2020-05-10,23112,79,736
2020-05-10,23113,58,468
2020-05-10,23114,30,309
2020-05-10,23115,0,4
2020-05-10,23116,69,593
2020-05-10,23117,6,162
2020-05-10,23119,Suppressed*,0
2020-05-10,23120,20,199
2020-05-10,23123,16,74
2020-05-10,23124,Suppressed*,58
2020-05-10,23126,0,4
2020-05-10,23128,Suppressed*,17
2020-05-10,23129,0,2
2020-05-10,23130,Suppressed*,4
2020-05-10,23138,0,3
2020-05-10,23139,19,369
2020-05-10,23140,14,95
2020-05-10,23141,10,99
2020-05-10,23146,5,31
2020-05-10,23148,0,18
2020-05-10,23149,Suppressed*,51
2020-05-10,23150,25,188
2020-05-10,23153,Suppressed*,20
2020-05-10,23156,Suppressed*,18
2020-05-10,23160,0,7
2020-05-10,23161,0,1
2020-05-10,23163,0,1
2020-05-10,23168,8,178
2020-05-10,23169,0,11
2020-05-10,23173,0,1
2020-05-10,23175,Suppressed*,16
2020-05-10,23176,0,1
2020-05-10,23177,0,11
2020-05-10,23180,0,2
2020-05-10,23181,0,93
2020-05-10,23185,114,1088
2020-05-10,23187,0,13
2020-05-10,23188,119,1098
2020-05-10,23192,10,79
2020-05-10,23219,12,80
2020-05-10,23220,51,397
2020-05-10,23221,14,185
2020-05-10,23222,63,400
2020-05-10,23223,180,961
2020-05-10,23224,165,784
2020-05-10,23225,131,822
2020-05-10,23226,66,310
2020-05-10,23227,46,421
2020-05-10,23228,77,600
2020-05-10,23229,55,501
2020-05-10,23230,10,115
2020-05-10,23231,93,587
2020-05-10,23233,96,564
2020-05-10,23234,171,735
2020-05-10,23235,81,680
2020-05-10,23236,46,507
2020-05-10,23237,64,387
2020-05-10,23238,209,527
2020-05-10,23250,0,2
2020-05-10,23294,34,287
2020-05-10,23301,46,91
2020-05-10,23302,Suppressed*,6
2020-05-10,23303,9,25
2020-05-10,23304,Suppressed*,5
2020-05-10,23306,15,42
2020-05-10,23307,9,28
2020-05-10,23308,31,69
2020-05-10,23310,15,71
2020-05-10,23313,Suppressed*,3
2020-05-10,23314,7,128
2020-05-10,23315,Suppressed*,20
2020-05-10,23316,8,32
2020-05-10,23320,116,1075
2020-05-10,23321,44,508
2020-05-10,23322,59,684
2020-05-10,23323,50,492
2020-05-10,23324,28,317
2020-05-10,23325,31,265
2020-05-10,23336,Suppressed*,35
2020-05-10,23337,0,7
2020-05-10,23347,7,22
2020-05-10,23350,42,118
2020-05-10,23354,8,17
2020-05-10,23356,Suppressed*,22
2020-05-10,23357,21,38
2020-05-10,23359,8,16
2020-05-10,23389,0,2
2020-05-10,23395,9,20
2020-05-10,23398,Suppressed*,7
2020-05-10,23401,Suppressed*,10
2020-05-10,23405,9,26
2020-05-10,23407,27,44
2020-05-10,23408,Suppressed*,1
2020-05-10,23409,Suppressed*,2
2020-05-10,23410,37,89
2020-05-10,23413,59,182
2020-05-10,23414,17,31
2020-05-10,23415,29,75
2020-05-10,23416,6,24
2020-05-10,23417,33,109
2020-05-10,23418,27,64
2020-05-10,23420,47,109
2020-05-10,23421,86,202
2020-05-10,23422,Suppressed*,12
2020-05-10,23423,Suppressed*,8
2020-05-10,23426,5,6
2020-05-10,23427,Suppressed*,5
2020-05-10,23430,26,246
2020-05-10,23432,Suppressed*,20
2020-05-10,23433,0,26
2020-05-10,23434,114,982
2020-05-10,23435,92,484
2020-05-10,23436,0,14
2020-05-10,23437,5,66
2020-05-10,23438,Suppressed*,39
2020-05-10,23440,0,2
2020-05-10,23441,12,26
2020-05-10,23442,13,37
2020-05-10,23451,40,727
2020-05-10,23452,72,1103
2020-05-10,23453,47,569
2020-05-10,23454,72,1020
2020-05-10,23455,33,788
2020-05-10,23456,55,896
2020-05-10,23457,Suppressed*,52
2020-05-10,23459,Suppressed*,19
2020-05-10,23460,0,6
2020-05-10,23461,0,5
2020-05-10,23462,98,1140
2020-05-10,23464,67,1070
2020-05-10,23480,Suppressed*,9
2020-05-10,23486,0,3
2020-05-10,23487,58,116
2020-05-10,23488,8,17
2020-05-10,23502,39,424
2020-05-10,23503,27,430
2020-05-10,23504,48,775
2020-05-10,23505,28,374
2020-05-10,23507,7,131
2020-05-10,23508,20,209
2020-05-10,23509,25,218
2020-05-10,23510,46,386
2020-05-10,23511,0,24
2020-05-10,23513,21,417
2020-05-10,23517,5,71
2020-05-10,23518,29,526
2020-05-10,23523,6,112
2020-05-10,23551,0,1
2020-05-10,23601,20,324
2020-05-10,23602,33,520
2020-05-10,23603,Suppressed*,40
2020-05-10,23604,0,23
2020-05-10,23605,12,174
2020-05-10,23606,20,362
2020-05-10,23607,19,201
2020-05-10,23608,50,558
2020-05-10,23651,Suppressed*,7
2020-05-10,23661,14,166
2020-05-10,23662,7,146
2020-05-10,23663,10,161
2020-05-10,23664,7,114
2020-05-10,23665,Suppressed*,25
2020-05-10,23666,64,677
2020-05-10,23669,44,519
2020-05-10,23690,0,43
2020-05-10,23691,0,5
2020-05-10,23692,9,270
2020-05-10,23693,11,264
2020-05-10,23696,0,46
2020-05-10,23701,97,542
2020-05-10,23702,13,145
2020-05-10,23703,40,396
2020-05-10,23704,30,363
2020-05-10,23707,19,204
2020-05-10,23708,Suppressed*,65
2020-05-10,23709,0,59
2020-05-10,23801,10,91
2020-05-10,23803,58,539
2020-05-10,23805,21,270
2020-05-10,23821,Suppressed*,27
2020-05-10,23824,7,138
2020-05-10,23827,Suppressed*,13
2020-05-10,23828,0,4
2020-05-10,23829,78,454
2020-05-10,23830,Suppressed*,24
2020-05-10,23831,52,391
2020-05-10,23832,123,626
2020-05-10,23833,0,21
2020-05-10,23834,87,402
2020-05-10,23836,19,157
2020-05-10,23837,44,47
2020-05-10,23838,25,201
2020-05-10,23839,0,16
2020-05-10,23840,Suppressed*,30
2020-05-10,23841,Suppressed*,48
2020-05-10,23842,6,80
2020-05-10,23843,0,2
2020-05-10,23844,Suppressed*,6
2020-05-10,23845,0,4
2020-05-10,23846,0,14
2020-05-10,23847,72,304
2020-05-10,23850,0,21
2020-05-10,23851,26,206
2020-05-10,23856,Suppressed*,5
2020-05-10,23857,Suppressed*,6
2020-05-10,23860,44,473
2020-05-10,23866,Suppressed*,35
2020-05-10,23867,17,52
2020-05-10,23868,11,58
2020-05-10,23872,Suppressed*,44
2020-05-10,23874,0,11
2020-05-10,23875,18,172
2020-05-10,23876,0,2
2020-05-10,23878,Suppressed*,15
2020-05-10,23879,5,13
2020-05-10,23881,Suppressed*,19
2020-05-10,23882,5,45
2020-05-10,23883,Suppressed*,40
2020-05-10,23884,Suppressed*,0
2020-05-10,23885,Suppressed*,36
2020-05-10,23887,0,3
2020-05-10,23888,Suppressed*,37
2020-05-10,23889,Suppressed*,7
2020-05-10,23890,Suppressed*,46
2020-05-10,23891,22,100
2020-05-10,23893,Suppressed*,5
2020-05-10,23894,0,5
2020-05-10,23897,Suppressed*,3
2020-05-10,23898,5,27
2020-05-10,23899,Suppressed*,8
2020-05-10,23901,56,303
2020-05-10,23915,Suppressed*,13
2020-05-10,23917,10,48
2020-05-10,23919,Suppressed*,23
2020-05-10,23920,Suppressed*,28
2020-05-10,23921,7,65
2020-05-10,23922,6,113
2020-05-10,23923,5,41
2020-05-10,23924,16,95
2020-05-10,23927,58,167
2020-05-10,23930,Suppressed*,126
2020-05-10,23934,Suppressed*,17
2020-05-10,23936,210,193
2020-05-10,23937,Suppressed*,40
2020-05-10,23938,0,4
2020-05-10,23942,Suppressed*,28
2020-05-10,23944,Suppressed*,46
2020-05-10,23947,0,74
2020-05-10,23950,8,52
2020-05-10,23952,0,5
2020-05-10,23954,Suppressed*,41
2020-05-10,23958,8,78
2020-05-10,23959,0,23
2020-05-10,23960,Suppressed*,48
2020-05-10,23962,Suppressed*,16
2020-05-10,23963,0,6
2020-05-10,23964,0,20
2020-05-10,23966,Suppressed*,48
2020-05-10,23967,0,15
2020-05-10,23968,Suppressed*,11
2020-05-10,23970,11,90
2020-05-10,23974,Suppressed*,93
2020-05-10,23976,0,7
2020-05-10,24011,0,6
2020-05-10,24012,24,151
2020-05-10,24013,Suppressed*,35
2020-05-10,24014,47,95
2020-05-10,24015,11,57
2020-05-10,24016,Suppressed*,50
2020-05-10,24017,13,126
2020-05-10,24018,23,207
2020-05-10,24019,8,138
2020-05-10,24053,0,24
2020-05-10,24054,Suppressed*,33
2020-05-10,24055,Suppressed*,84
2020-05-10,24058,0,3
2020-05-10,24059,0,4
2020-05-10,24060,34,454
2020-05-10,24064,0,22
2020-05-10,24065,Suppressed*,25
2020-05-10,24066,Suppressed*,11
2020-05-10,24067,Suppressed*,7
2020-05-10,24069,0,16
2020-05-10,24070,0,8
2020-05-10,24072,0,10
2020-05-10,24073,18,352
2020-05-10,24076,0,5
2020-05-10,24077,Suppressed*,3
2020-05-10,24078,Suppressed*,64
2020-05-10,24079,0,13
2020-05-10,24082,0,3
2020-05-10,24083,6,17
2020-05-10,24084,6,137
2020-05-10,24085,6,6
2020-05-10,24087,6,45
2020-05-10,24088,0,8
2020-05-10,24089,Suppressed*,24
2020-05-10,24090,9,20
2020-05-10,24091,Suppressed*,54
2020-05-10,24092,0,8
2020-05-10,24093,0,1
2020-05-10,24095,Suppressed*,17
2020-05-10,24101,Suppressed*,27
2020-05-10,24102,0,2
2020-05-10,24104,Suppressed*,39
2020-05-10,24105,0,2
2020-05-10,24112,12,215
2020-05-10,24120,0,7
2020-05-10,24121,Suppressed*,67
2020-05-10,24122,Suppressed*,11
2020-05-10,24124,Suppressed*,34
2020-05-10,24127,Suppressed*,26
2020-05-10,24128,Suppressed*,18
2020-05-10,24131,0,1
2020-05-10,24132,0,4
2020-05-10,24133,0,22
2020-05-10,24134,Suppressed*,26
2020-05-10,24136,0,13
2020-05-10,24137,Suppressed*,9
2020-05-10,24138,0,18
2020-05-10,24139,0,5
2020-05-10,24141,Suppressed*,148
2020-05-10,24142,0,1
2020-05-10,24147,Suppressed*,9
2020-05-10,24148,Suppressed*,52
2020-05-10,24149,0,27
2020-05-10,24150,Suppressed*,3
2020-05-10,24151,12,36
2020-05-10,24153,48,350
2020-05-10,24161,0,3
2020-05-10,24162,5,40
2020-05-10,24165,0,14
2020-05-10,24167,0,3
2020-05-10,24168,Suppressed*,6
2020-05-10,24171,Suppressed*,58
2020-05-10,24174,Suppressed*,13
2020-05-10,24175,Suppressed*,34
2020-05-10,24176,Suppressed*,6
2020-05-10,24179,9,63
2020-05-10,24184,6,9
2020-05-10,24185,0,1
2020-05-10,24201,Suppressed*,171
2020-05-10,24202,7,118
2020-05-10,24210,19,258
2020-05-10,24211,9,135
2020-05-10,24216,9,55
2020-05-10,24217,0,1
2020-05-10,24219,9,359
2020-05-10,24220,0,6
2020-05-10,24221,0,4
2020-05-10,24224,5,59
2020-05-10,24225,0,9
2020-05-10,24226,0,13
2020-05-10,24228,0,93
2020-05-10,24230,0,88
2020-05-10,24236,5,44
2020-05-10,24237,0,7
2020-05-10,24239,0,4
2020-05-10,24243,0,30
2020-05-10,24244,Suppressed*,80
2020-05-10,24245,0,13
2020-05-10,24246,0,4
2020-05-10,24248,Suppressed*,29
2020-05-10,24250,0,10
2020-05-10,24251,Suppressed*,124
2020-05-10,24256,0,36
2020-05-10,24258,0,18
2020-05-10,24260,0,52
2020-05-10,24263,Suppressed*,83
2020-05-10,24265,0,8
2020-05-10,24266,Suppressed*,101
2020-05-10,24269,0,4
2020-05-10,24270,Suppressed*,6
2020-05-10,24271,0,19
2020-05-10,24272,0,6
2020-05-10,24273,Suppressed*,69
2020-05-10,24277,Suppressed*,85
2020-05-10,24279,0,31
2020-05-10,24280,0,5
2020-05-10,24281,0,19
2020-05-10,24282,0,10
2020-05-10,24283,0,34
2020-05-10,24290,0,19
2020-05-10,24292,0,8
2020-05-10,24293,Suppressed*,123
2020-05-10,24301,Suppressed*,208
2020-05-10,24311,0,24
2020-05-10,24312,0,15
2020-05-10,24313,Suppressed*,6
2020-05-10,24314,0,29
2020-05-10,24315,0,38
2020-05-10,24316,0,2
2020-05-10,24317,Suppressed*,24
2020-05-10,24318,0,8
2020-05-10,24319,5,80
2020-05-10,24322,0,3
2020-05-10,24323,Suppressed*,8
2020-05-10,24324,0,32
2020-05-10,24325,0,3
2020-05-10,24326,0,4
2020-05-10,24328,0,11
2020-05-10,24330,5,31
2020-05-10,24333,70,307
2020-05-10,24340,Suppressed*,80
2020-05-10,24343,8,84
2020-05-10,24347,0,15
2020-05-10,24348,0,65
2020-05-10,24350,0,8
2020-05-10,24351,0,2
2020-05-10,24352,0,8
2020-05-10,24354,Suppressed*,188
2020-05-10,24360,Suppressed*,79
2020-05-10,24361,Suppressed*,70
2020-05-10,24363,0,4
2020-05-10,24366,Suppressed*,13
2020-05-10,24368,Suppressed*,53
2020-05-10,24370,Suppressed*,68
2020-05-10,24374,0,13
2020-05-10,24375,0,10
2020-05-10,24377,0,2
2020-05-10,24378,Suppressed*,6
2020-05-10,24380,Suppressed*,8
2020-05-10,24381,Suppressed*,27
2020-05-10,24382,Suppressed*,157
2020-05-10,24401,20,301
2020-05-10,24412,0,1
2020-05-10,24413,0,4
2020-05-10,24415,0,2
2020-05-10,24416,9,23
2020-05-10,24421,Suppressed*,10
2020-05-10,24422,6,79
2020-05-10,24426,Suppressed*,138
2020-05-10,24430,0,19
2020-05-10,24431,5,21
2020-05-10,24432,Suppressed*,1
2020-05-10,24433,0,1
2020-05-10,24435,Suppressed*,7
2020-05-10,24437,0,4
2020-05-10,24439,0,8
2020-05-10,24440,7,27
2020-05-10,24441,14,80
2020-05-10,24442,0,2
2020-05-10,24445,0,24
2020-05-10,24448,0,3
2020-05-10,24450,6,55
2020-05-10,24457,0,10
2020-05-10,24458,0,4
2020-05-10,24460,0,8
2020-05-10,24465,Suppressed*,11
2020-05-10,24467,Suppressed*,12
2020-05-10,24471,Suppressed*,20
2020-05-10,24472,0,13
2020-05-10,24473,0,2
2020-05-10,24474,0,5
2020-05-10,24476,0,4
2020-05-10,24477,11,106
2020-05-10,24479,0,14
2020-05-10,24482,Suppressed*,41
2020-05-10,24483,Suppressed*,3
2020-05-10,24484,0,4
2020-05-10,24485,0,1
2020-05-10,24486,13,45
2020-05-10,24487,0,2
2020-05-10,24501,23,366
2020-05-10,24502,31,490
2020-05-10,24503,11,236
2020-05-10,24504,5,110
2020-05-10,24517,0,75
2020-05-10,24520,0,25
2020-05-10,24521,Suppressed*,160
2020-05-10,24522,15,147
2020-05-10,24523,6,217
2020-05-10,24526,Suppressed*,20
2020-05-10,24527,Suppressed*,33
2020-05-10,24528,Suppressed*,45
2020-05-10,24529,Suppressed*,42
2020-05-10,24530,0,12
2020-05-10,24531,Suppressed*,63
2020-05-10,24534,Suppressed*,25
2020-05-10,24536,0,2
2020-05-10,24538,Suppressed*,67
2020-05-10,24539,0,7
2020-05-10,24540,18,294
2020-05-10,24541,21,298
2020-05-10,24549,0,38
2020-05-10,24550,5,78
2020-05-10,24551,19,297
2020-05-10,24553,Suppressed*,28
2020-05-10,24554,Suppressed*,43
2020-05-10,24555,0,4
2020-05-10,24556,0,40
2020-05-10,24557,Suppressed*,67
2020-05-10,24558,Suppressed*,89
2020-05-10,24562,0,11
2020-05-10,24563,Suppressed*,65
2020-05-10,24565,0,8
2020-05-10,24566,Suppressed*,9
2020-05-10,24569,0,12
2020-05-10,24571,Suppressed*,20
2020-05-10,24572,9,243
2020-05-10,24574,Suppressed*,38
2020-05-10,24577,Suppressed*,45
2020-05-10,24578,Suppressed*,3
2020-05-10,24579,0,4
2020-05-10,24580,Suppressed*,12
2020-05-10,24586,Suppressed*,51
2020-05-10,24588,Suppressed*,123
2020-05-10,24589,0,26
2020-05-10,24590,10,162
2020-05-10,24592,10,232
2020-05-10,24593,Suppressed*,24
2020-05-10,24594,Suppressed*,27
2020-05-10,24595,0,3
2020-05-10,24597,Suppressed*,12
2020-05-10,24598,Suppressed*,23
2020-05-10,24599,Suppressed*,11
2020-05-10,24602,0,10
2020-05-10,24603,Suppressed*,10
2020-05-10,24605,Suppressed*,114
2020-05-10,24606,0,2
2020-05-10,24607,0,2
2020-05-10,24609,Suppressed*,77
2020-05-10,24612,0,3
2020-05-10,24613,0,20
2020-05-10,24614,15,124
2020-05-10,24620,0,18
2020-05-10,24622,0,15
2020-05-10,24628,0,5
2020-05-10,24630,0,63
2020-05-10,24631,0,19
2020-05-10,24634,0,7
2020-05-10,24635,0,11
2020-05-10,24637,0,24
2020-05-10,24639,Suppressed*,52
2020-05-10,24641,0,89
2020-05-10,24646,0,6
2020-05-10,24649,0,19
2020-05-10,24651,0,65
2020-05-10,24656,0,34
2020-05-10,24657,0,2
2020-05-10,Not Reported,457,19440
2020-05-10,Out-of-State,0,2197
