"Report Date","ZIP Code","Number of Cases","Total Number of People Tested"
5/7/2020,22611,9,63
5/7/2020,22620,Suppressed*,12
5/7/2020,22623,Suppressed*,0
5/7/2020,22624,Suppressed*,8
5/7/2020,22625,Suppressed*,10
5/7/2020,22627,0,7
5/7/2020,22630,57,122
5/7/2020,22637,0,3
5/7/2020,22639,0,2
5/7/2020,22640,Suppressed*,4
5/7/2020,22641,0,1
5/7/2020,22642,11,35
5/7/2020,22643,0,5
5/7/2020,22644,14,26
5/7/2020,22645,12,21
5/7/2020,22646,0,2
5/7/2020,22650,Suppressed*,11
5/7/2020,22652,Suppressed*,9
5/7/2020,22654,Suppressed*,6
5/7/2020,22655,35,92
5/7/2020,22656,Suppressed*,31
5/7/2020,22657,19,72
5/7/2020,22660,5,9
5/7/2020,22663,Suppressed*,4
5/7/2020,22664,60,67
5/7/2020,22701,176,498
5/7/2020,22709,0,13
5/7/2020,22712,37,170
5/7/2020,22713,5,12
5/7/2020,22714,Suppressed*,14
5/7/2020,22715,Suppressed*,12
5/7/2020,22716,0,4
5/7/2020,22718,Suppressed*,8
5/7/2020,22719,0,3
5/7/2020,22720,0,5
5/7/2020,22723,0,2
5/7/2020,22724,5,24
5/7/2020,22726,Suppressed*,10
5/7/2020,22727,9,74
5/7/2020,22728,Suppressed*,30
5/7/2020,22729,0,5
5/7/2020,22730,0,1
5/7/2020,22731,0,2
5/7/2020,22732,Suppressed*,4
5/7/2020,22733,6,23
5/7/2020,22734,10,49
5/7/2020,22735,Suppressed*,17
5/7/2020,22736,Suppressed*,6
5/7/2020,22737,Suppressed*,24
5/7/2020,22738,Suppressed*,16
5/7/2020,22740,0,17
5/7/2020,22741,0,4
5/7/2020,22742,6,27
5/7/2020,22747,0,6
5/7/2020,22749,0,1
5/7/2020,22801,387,705
5/7/2020,22802,311,677
5/7/2020,22807,Suppressed*,2
5/7/2020,22810,Suppressed*,6
5/7/2020,22811,Suppressed*,9
5/7/2020,22812,12,102
5/7/2020,22815,35,119
5/7/2020,22820,0,1
5/7/2020,22821,10,43
5/7/2020,22824,32,39
5/7/2020,22827,25,162
5/7/2020,22830,12,25
5/7/2020,22831,Suppressed*,6
5/7/2020,22832,Suppressed*,12
5/7/2020,22834,0,10
5/7/2020,22835,74,176
5/7/2020,22840,Suppressed*,47
5/7/2020,22841,6,31
5/7/2020,22842,36,57
5/7/2020,22843,Suppressed*,21
5/7/2020,22844,23,66
5/7/2020,22846,6,33
5/7/2020,22847,0,6
5/7/2020,22849,9,63
5/7/2020,22850,Suppressed*,18
5/7/2020,22851,34,82
5/7/2020,22853,31,86
5/7/2020,22901,74,797
5/7/2020,22902,24,455
5/7/2020,22903,38,571
5/7/2020,22904,0,5
5/7/2020,22911,14,295
5/7/2020,22920,Suppressed*,28
5/7/2020,22922,Suppressed*,33
5/7/2020,22923,Suppressed*,73
5/7/2020,22931,0,7
5/7/2020,22932,9,123
5/7/2020,22935,Suppressed*,15
5/7/2020,22936,Suppressed*,67
5/7/2020,22937,Suppressed*,31
5/7/2020,22938,Suppressed*,15
5/7/2020,22939,Suppressed*,43
5/7/2020,22940,Suppressed*,16
5/7/2020,22942,5,179
5/7/2020,22943,0,5
5/7/2020,22946,Suppressed*,3
5/7/2020,22947,Suppressed*,67
5/7/2020,22949,0,20
5/7/2020,22952,0,22
5/7/2020,22958,Suppressed*,22
5/7/2020,22959,Suppressed*,39
5/7/2020,22960,15,212
5/7/2020,22963,23,280
5/7/2020,22964,0,1
5/7/2020,22967,0,18
5/7/2020,22968,6,148
5/7/2020,22969,Suppressed*,21
5/7/2020,22971,0,34
5/7/2020,22972,Suppressed*,11
5/7/2020,22973,Suppressed*,105
5/7/2020,22974,5,98
5/7/2020,22976,0,6
5/7/2020,22980,28,227
5/7/2020,22989,0,2
5/7/2020,23002,16,188
5/7/2020,23004,8,31
5/7/2020,23005,17,170
5/7/2020,23009,9,75
5/7/2020,23011,Suppressed*,17
5/7/2020,23015,Suppressed*,54
5/7/2020,23021,0,4
5/7/2020,23022,5,24
5/7/2020,23023,Suppressed*,5
5/7/2020,23024,18,100
5/7/2020,23025,0,6
5/7/2020,23027,Suppressed*,20
5/7/2020,23030,11,66
5/7/2020,23032,0,1
5/7/2020,23035,Suppressed*,13
5/7/2020,23038,6,25
5/7/2020,23039,Suppressed*,17
5/7/2020,23040,5,66
5/7/2020,23043,0,10
5/7/2020,23045,0,1
5/7/2020,23047,0,15
5/7/2020,23050,Suppressed*,6
5/7/2020,23055,36,53
5/7/2020,23056,0,2
5/7/2020,23059,36,395
5/7/2020,23060,62,489
5/7/2020,23061,16,199
5/7/2020,23062,Suppressed*,40
5/7/2020,23063,52,145
5/7/2020,23064,0,2
5/7/2020,23065,Suppressed*,17
5/7/2020,23066,0,2
5/7/2020,23068,0,4
5/7/2020,23069,Suppressed*,35
5/7/2020,23070,0,5
5/7/2020,23071,Suppressed*,10
5/7/2020,23072,6,134
5/7/2020,23075,100,217
5/7/2020,23076,0,7
5/7/2020,23079,0,1
5/7/2020,23083,Suppressed*,28
5/7/2020,23084,5,46
5/7/2020,23085,0,3
5/7/2020,23086,Suppressed*,19
5/7/2020,23089,7,89
5/7/2020,23091,0,8
5/7/2020,23092,0,5
5/7/2020,23093,23,275
5/7/2020,23102,6,26
5/7/2020,23103,13,80
5/7/2020,23106,Suppressed*,12
5/7/2020,23109,0,16
5/7/2020,23110,0,11
5/7/2020,23111,56,455
5/7/2020,23112,74,602
5/7/2020,23113,55,400
5/7/2020,23114,30,246
5/7/2020,23115,0,3
5/7/2020,23116,62,472
5/7/2020,23117,Suppressed*,148
5/7/2020,23119,Suppressed*,0
5/7/2020,23120,20,172
5/7/2020,23123,16,67
5/7/2020,23124,Suppressed*,45
5/7/2020,23126,0,3
5/7/2020,23128,Suppressed*,16
5/7/2020,23129,0,2
5/7/2020,23130,Suppressed*,4
5/7/2020,23138,0,2
5/7/2020,23139,18,315
5/7/2020,23140,14,79
5/7/2020,23141,10,87
5/7/2020,23146,5,27
5/7/2020,23148,0,17
5/7/2020,23149,Suppressed*,45
5/7/2020,23150,25,160
5/7/2020,23153,Suppressed*,17
5/7/2020,23156,Suppressed*,17
5/7/2020,23160,0,6
5/7/2020,23163,0,1
5/7/2020,23168,8,161
5/7/2020,23169,0,9
5/7/2020,23173,0,1
5/7/2020,23175,Suppressed*,11
5/7/2020,23176,0,1
5/7/2020,23177,0,10
5/7/2020,23180,0,2
5/7/2020,23181,0,76
5/7/2020,23185,97,936
5/7/2020,23187,0,13
5/7/2020,23188,117,953
5/7/2020,23192,7,66
5/7/2020,23219,10,73
5/7/2020,23220,50,353
5/7/2020,23221,13,151
5/7/2020,23222,60,351
5/7/2020,23223,176,831
5/7/2020,23224,137,681
5/7/2020,23225,112,697
5/7/2020,23226,60,266
5/7/2020,23227,41,360
5/7/2020,23228,70,533
5/7/2020,23229,50,437
5/7/2020,23230,8,91
5/7/2020,23231,92,519
5/7/2020,23233,94,517
5/7/2020,23234,135,632
5/7/2020,23235,77,589
5/7/2020,23236,43,422
5/7/2020,23237,54,324
5/7/2020,23238,209,470
5/7/2020,23250,0,2
5/7/2020,23294,29,250
5/7/2020,23301,40,81
5/7/2020,23302,Suppressed*,5
5/7/2020,23303,9,24
5/7/2020,23304,Suppressed*,4
5/7/2020,23306,14,38
5/7/2020,23307,8,21
5/7/2020,23308,29,57
5/7/2020,23310,12,56
5/7/2020,23313,Suppressed*,3
5/7/2020,23314,6,109
5/7/2020,23315,Suppressed*,20
5/7/2020,23316,7,27
5/7/2020,23320,114,934
5/7/2020,23321,40,443
5/7/2020,23322,55,606
5/7/2020,23323,45,422
5/7/2020,23324,25,275
5/7/2020,23325,30,241
5/7/2020,23336,Suppressed*,27
5/7/2020,23337,0,5
5/7/2020,23347,7,20
5/7/2020,23350,40,105
5/7/2020,23354,6,14
5/7/2020,23356,Suppressed*,20
5/7/2020,23357,16,32
5/7/2020,23359,8,13
5/7/2020,23389,0,2
5/7/2020,23395,7,16
5/7/2020,23398,Suppressed*,6
5/7/2020,23401,Suppressed*,9
5/7/2020,23405,9,23
5/7/2020,23407,23,36
5/7/2020,23408,Suppressed*,1
5/7/2020,23409,Suppressed*,2
5/7/2020,23410,34,79
5/7/2020,23413,55,152
5/7/2020,23414,17,29
5/7/2020,23415,25,64
5/7/2020,23416,6,21
5/7/2020,23417,29,94
5/7/2020,23418,26,57
5/7/2020,23420,44,97
5/7/2020,23421,82,181
5/7/2020,23422,Suppressed*,11
5/7/2020,23423,Suppressed*,7
5/7/2020,23426,5,6
5/7/2020,23427,Suppressed*,3
5/7/2020,23430,20,203
5/7/2020,23432,Suppressed*,17
5/7/2020,23433,0,22
5/7/2020,23434,111,840
5/7/2020,23435,88,412
5/7/2020,23436,0,14
5/7/2020,23437,5,59
5/7/2020,23438,Suppressed*,29
5/7/2020,23440,0,2
5/7/2020,23441,10,23
5/7/2020,23442,12,33
5/7/2020,23451,38,637
5/7/2020,23452,66,995
5/7/2020,23453,41,494
5/7/2020,23454,67,904
5/7/2020,23455,31,694
5/7/2020,23456,53,781
5/7/2020,23457,Suppressed*,43
5/7/2020,23459,0,13
5/7/2020,23460,0,4
5/7/2020,23461,0,5
5/7/2020,23462,93,996
5/7/2020,23464,61,927
5/7/2020,23480,Suppressed*,7
5/7/2020,23486,0,3
5/7/2020,23487,58,102
5/7/2020,23488,7,15
5/7/2020,23502,34,374
5/7/2020,23503,22,378
5/7/2020,23504,46,722
5/7/2020,23505,23,311
5/7/2020,23507,6,114
5/7/2020,23508,17,175
5/7/2020,23509,19,185
5/7/2020,23510,45,362
5/7/2020,23511,0,21
5/7/2020,23513,17,360
5/7/2020,23517,5,57
5/7/2020,23518,28,460
5/7/2020,23523,5,94
5/7/2020,23551,0,1
5/7/2020,23601,16,281
5/7/2020,23602,28,455
5/7/2020,23603,Suppressed*,34
5/7/2020,23604,0,19
5/7/2020,23605,10,158
5/7/2020,23606,15,314
5/7/2020,23607,18,166
5/7/2020,23608,45,498
5/7/2020,23651,Suppressed*,7
5/7/2020,23661,12,148
5/7/2020,23662,7,131
5/7/2020,23663,10,135
5/7/2020,23664,6,94
5/7/2020,23665,Suppressed*,21
5/7/2020,23666,57,601
5/7/2020,23669,40,415
5/7/2020,23690,0,40
5/7/2020,23691,0,5
5/7/2020,23692,9,233
5/7/2020,23693,10,228
5/7/2020,23696,0,38
5/7/2020,23701,93,486
5/7/2020,23702,13,126
5/7/2020,23703,39,347
5/7/2020,23704,27,341
5/7/2020,23707,18,188
5/7/2020,23708,Suppressed*,49
5/7/2020,23709,0,52
5/7/2020,23801,10,89
5/7/2020,23803,51,461
5/7/2020,23805,21,222
5/7/2020,23821,Suppressed*,24
5/7/2020,23824,7,113
5/7/2020,23827,Suppressed*,10
5/7/2020,23828,0,4
5/7/2020,23829,78,453
5/7/2020,23830,Suppressed*,22
5/7/2020,23831,51,346
5/7/2020,23832,119,540
5/7/2020,23833,0,19
5/7/2020,23834,82,358
5/7/2020,23836,17,137
5/7/2020,23837,43,47
5/7/2020,23838,23,181
5/7/2020,23839,0,13
5/7/2020,23840,Suppressed*,25
5/7/2020,23841,Suppressed*,43
5/7/2020,23842,6,72
5/7/2020,23843,0,2
5/7/2020,23844,Suppressed*,6
5/7/2020,23845,0,4
5/7/2020,23846,0,13
5/7/2020,23847,70,279
5/7/2020,23850,0,21
5/7/2020,23851,24,176
5/7/2020,23856,Suppressed*,3
5/7/2020,23857,Suppressed*,4
5/7/2020,23860,38,405
5/7/2020,23866,0,29
5/7/2020,23867,16,41
5/7/2020,23868,9,47
5/7/2020,23872,Suppressed*,37
5/7/2020,23874,0,11
5/7/2020,23875,18,151
5/7/2020,23876,0,2
5/7/2020,23878,Suppressed*,14
5/7/2020,23879,5,13
5/7/2020,23881,Suppressed*,16
5/7/2020,23882,5,43
5/7/2020,23883,Suppressed*,38
5/7/2020,23884,Suppressed*,0
5/7/2020,23885,Suppressed*,30
5/7/2020,23887,0,3
5/7/2020,23888,Suppressed*,32
5/7/2020,23889,Suppressed*,5
5/7/2020,23890,Suppressed*,38
5/7/2020,23891,22,100
5/7/2020,23893,Suppressed*,4
5/7/2020,23894,0,4
5/7/2020,23897,Suppressed*,3
5/7/2020,23898,5,26
5/7/2020,23899,Suppressed*,8
5/7/2020,23901,53,256
5/7/2020,23915,Suppressed*,11
5/7/2020,23917,10,45
5/7/2020,23919,Suppressed*,19
5/7/2020,23920,Suppressed*,27
5/7/2020,23921,7,52
5/7/2020,23922,6,66
5/7/2020,23923,Suppressed*,38
5/7/2020,23924,10,79
5/7/2020,23927,54,160
5/7/2020,23930,Suppressed*,115
5/7/2020,23934,Suppressed*,14
5/7/2020,23936,190,179
5/7/2020,23937,Suppressed*,36
5/7/2020,23938,0,4
5/7/2020,23942,Suppressed*,24
5/7/2020,23944,Suppressed*,41
5/7/2020,23947,0,63
5/7/2020,23950,7,48
5/7/2020,23952,0,3
5/7/2020,23954,0,34
5/7/2020,23958,7,65
5/7/2020,23959,0,22
5/7/2020,23960,Suppressed*,42
5/7/2020,23962,Suppressed*,12
5/7/2020,23963,0,6
5/7/2020,23964,Suppressed*,18
5/7/2020,23966,Suppressed*,44
5/7/2020,23967,0,11
5/7/2020,23968,Suppressed*,11
5/7/2020,23970,10,83
5/7/2020,23974,Suppressed*,78
5/7/2020,23976,0,4
5/7/2020,24011,0,4
5/7/2020,24012,23,118
5/7/2020,24013,Suppressed*,25
5/7/2020,24014,47,88
5/7/2020,24015,9,42
5/7/2020,24016,Suppressed*,35
5/7/2020,24017,12,103
5/7/2020,24018,23,155
5/7/2020,24019,7,116
5/7/2020,24053,0,19
5/7/2020,24054,Suppressed*,30
5/7/2020,24055,0,73
5/7/2020,24058,0,3
5/7/2020,24059,0,1
5/7/2020,24060,30,427
5/7/2020,24064,0,15
5/7/2020,24065,Suppressed*,18
5/7/2020,24066,Suppressed*,10
5/7/2020,24067,Suppressed*,5
5/7/2020,24069,0,14
5/7/2020,24070,0,7
5/7/2020,24072,0,9
5/7/2020,24073,19,321
5/7/2020,24076,0,5
5/7/2020,24077,Suppressed*,2
5/7/2020,24078,Suppressed*,61
5/7/2020,24079,0,8
5/7/2020,24082,0,2
5/7/2020,24083,6,14
5/7/2020,24084,6,127
5/7/2020,24085,6,6
5/7/2020,24087,5,36
5/7/2020,24088,0,7
5/7/2020,24089,0,22
5/7/2020,24090,10,20
5/7/2020,24091,Suppressed*,48
5/7/2020,24092,0,6
5/7/2020,24093,0,1
5/7/2020,24095,Suppressed*,14
5/7/2020,24101,Suppressed*,22
5/7/2020,24102,0,2
5/7/2020,24104,Suppressed*,34
5/7/2020,24105,0,2
5/7/2020,24112,12,191
5/7/2020,24120,0,7
5/7/2020,24121,Suppressed*,60
5/7/2020,24122,Suppressed*,10
5/7/2020,24124,0,29
5/7/2020,24127,Suppressed*,22
5/7/2020,24128,Suppressed*,16
5/7/2020,24131,0,1
5/7/2020,24132,0,3
5/7/2020,24133,0,20
5/7/2020,24134,0,18
5/7/2020,24136,0,12
5/7/2020,24137,Suppressed*,8
5/7/2020,24138,0,18
5/7/2020,24139,0,3
5/7/2020,24141,Suppressed*,124
5/7/2020,24142,0,1
5/7/2020,24147,Suppressed*,9
5/7/2020,24148,Suppressed*,50
5/7/2020,24149,0,26
5/7/2020,24150,Suppressed*,3
5/7/2020,24151,10,28
5/7/2020,24153,45,292
5/7/2020,24161,0,3
5/7/2020,24162,5,38
5/7/2020,24165,0,12
5/7/2020,24167,0,2
5/7/2020,24168,Suppressed*,6
5/7/2020,24171,Suppressed*,49
5/7/2020,24174,Suppressed*,13
5/7/2020,24175,Suppressed*,23
5/7/2020,24176,Suppressed*,6
5/7/2020,24179,9,59
5/7/2020,24184,6,6
5/7/2020,24185,0,1
5/7/2020,24201,Suppressed*,131
5/7/2020,24202,7,92
5/7/2020,24210,13,207
5/7/2020,24211,8,115
5/7/2020,24216,9,53
5/7/2020,24217,0,1
5/7/2020,24219,9,355
5/7/2020,24220,0,4
5/7/2020,24221,0,3
5/7/2020,24224,5,54
5/7/2020,24225,0,7
5/7/2020,24226,0,12
5/7/2020,24228,0,80
5/7/2020,24230,0,84
5/7/2020,24236,5,34
5/7/2020,24237,0,7
5/7/2020,24239,0,4
5/7/2020,24243,0,25
5/7/2020,24244,Suppressed*,77
5/7/2020,24245,0,12
5/7/2020,24246,0,4
5/7/2020,24248,Suppressed*,28
5/7/2020,24250,0,7
5/7/2020,24251,Suppressed*,113
5/7/2020,24256,0,34
5/7/2020,24258,0,14
5/7/2020,24260,0,47
5/7/2020,24263,Suppressed*,80
5/7/2020,24265,0,8
5/7/2020,24266,Suppressed*,94
5/7/2020,24269,0,4
5/7/2020,24270,Suppressed*,4
5/7/2020,24271,0,15
5/7/2020,24272,0,6
5/7/2020,24273,Suppressed*,67
5/7/2020,24277,Suppressed*,77
5/7/2020,24279,0,28
5/7/2020,24280,0,5
5/7/2020,24281,0,15
5/7/2020,24282,0,9
5/7/2020,24283,0,32
5/7/2020,24290,0,17
5/7/2020,24292,0,8
5/7/2020,24293,Suppressed*,108
5/7/2020,24301,Suppressed*,181
5/7/2020,24311,0,21
5/7/2020,24312,0,12
5/7/2020,24313,Suppressed*,5
5/7/2020,24314,0,21
5/7/2020,24315,0,26
5/7/2020,24316,0,2
5/7/2020,24317,Suppressed*,20
5/7/2020,24318,0,7
5/7/2020,24319,5,74
5/7/2020,24322,0,1
5/7/2020,24323,Suppressed*,7
5/7/2020,24324,0,30
5/7/2020,24325,0,3
5/7/2020,24326,0,4
5/7/2020,24328,0,9
5/7/2020,24330,Suppressed*,20
5/7/2020,24333,49,175
5/7/2020,24340,Suppressed*,74
5/7/2020,24343,6,71
5/7/2020,24347,0,14
5/7/2020,24348,0,38
5/7/2020,24350,0,6
5/7/2020,24351,0,2
5/7/2020,24352,0,6
5/7/2020,24354,Suppressed*,179
5/7/2020,24360,Suppressed*,76
5/7/2020,24361,Suppressed*,59
5/7/2020,24363,0,4
5/7/2020,24366,Suppressed*,13
5/7/2020,24368,Suppressed*,53
5/7/2020,24370,Suppressed*,66
5/7/2020,24374,0,11
5/7/2020,24375,0,10
5/7/2020,24377,0,2
5/7/2020,24378,0,4
5/7/2020,24380,Suppressed*,7
5/7/2020,24381,Suppressed*,24
5/7/2020,24382,Suppressed*,148
5/7/2020,24401,19,269
5/7/2020,24412,0,1
5/7/2020,24413,0,4
5/7/2020,24415,0,2
5/7/2020,24416,9,19
5/7/2020,24421,Suppressed*,9
5/7/2020,24422,6,65
5/7/2020,24426,Suppressed*,109
5/7/2020,24430,0,18
5/7/2020,24431,Suppressed*,21
5/7/2020,24432,Suppressed*,1
5/7/2020,24433,0,1
5/7/2020,24435,Suppressed*,6
5/7/2020,24437,0,4
5/7/2020,24439,0,7
5/7/2020,24440,7,24
5/7/2020,24441,14,72
5/7/2020,24442,0,1
5/7/2020,24445,0,21
5/7/2020,24448,0,2
5/7/2020,24450,6,53
5/7/2020,24457,0,8
5/7/2020,24458,0,3
5/7/2020,24460,0,5
5/7/2020,24465,Suppressed*,8
5/7/2020,24467,Suppressed*,9
5/7/2020,24471,Suppressed*,19
5/7/2020,24472,0,10
5/7/2020,24473,0,2
5/7/2020,24474,0,5
5/7/2020,24476,0,4
5/7/2020,24477,8,89
5/7/2020,24479,0,12
5/7/2020,24482,Suppressed*,35
5/7/2020,24483,Suppressed*,3
5/7/2020,24484,0,3
5/7/2020,24485,0,1
5/7/2020,24486,13,44
5/7/2020,24487,0,2
5/7/2020,24501,23,328
5/7/2020,24502,33,433
5/7/2020,24503,10,213
5/7/2020,24504,5,97
5/7/2020,24517,0,61
5/7/2020,24520,0,23
5/7/2020,24521,Suppressed*,146
5/7/2020,24522,15,132
5/7/2020,24523,6,185
5/7/2020,24526,Suppressed*,16
5/7/2020,24527,Suppressed*,29
5/7/2020,24528,Suppressed*,40
5/7/2020,24529,Suppressed*,38
5/7/2020,24530,0,12
5/7/2020,24531,Suppressed*,54
5/7/2020,24534,Suppressed*,21
5/7/2020,24536,0,2
5/7/2020,24538,Suppressed*,57
5/7/2020,24539,0,7
5/7/2020,24540,18,273
5/7/2020,24541,20,267
5/7/2020,24549,0,31
5/7/2020,24550,5,68
5/7/2020,24551,18,254
5/7/2020,24553,Suppressed*,25
5/7/2020,24554,Suppressed*,39
5/7/2020,24555,0,4
5/7/2020,24556,0,32
5/7/2020,24557,Suppressed*,52
5/7/2020,24558,Suppressed*,79
5/7/2020,24562,0,11
5/7/2020,24563,Suppressed*,58
5/7/2020,24565,0,7
5/7/2020,24566,Suppressed*,9
5/7/2020,24569,0,12
5/7/2020,24571,Suppressed*,19
5/7/2020,24572,9,215
5/7/2020,24574,Suppressed*,30
5/7/2020,24577,Suppressed*,42
5/7/2020,24578,Suppressed*,3
5/7/2020,24579,0,4
5/7/2020,24580,Suppressed*,11
5/7/2020,24586,Suppressed*,44
5/7/2020,24588,Suppressed*,111
5/7/2020,24589,0,23
5/7/2020,24590,10,143
5/7/2020,24592,8,217
5/7/2020,24593,Suppressed*,21
5/7/2020,24594,Suppressed*,20
5/7/2020,24595,0,2
5/7/2020,24597,Suppressed*,12
5/7/2020,24598,Suppressed*,22
5/7/2020,24599,Suppressed*,11
5/7/2020,24602,0,8
5/7/2020,24603,Suppressed*,7
5/7/2020,24605,Suppressed*,97
5/7/2020,24606,0,2
5/7/2020,24607,0,1
5/7/2020,24609,Suppressed*,72
5/7/2020,24612,0,3
5/7/2020,24613,0,17
5/7/2020,24614,15,110
5/7/2020,24620,0,15
5/7/2020,24622,0,14
5/7/2020,24628,0,5
5/7/2020,24630,0,57
5/7/2020,24631,0,16
5/7/2020,24634,0,7
5/7/2020,24635,0,11
5/7/2020,24637,0,19
5/7/2020,24639,Suppressed*,50
5/7/2020,24641,0,78
5/7/2020,24646,0,5
5/7/2020,24649,0,19
5/7/2020,24651,0,58
5/7/2020,24656,0,30
5/7/2020,24657,0,2
5/7/2020,"Not Reported",396,"16,820"
5/7/2020,Out-of-State,0,"1,872"
